"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Serpine2",0.000128806396794682,-0.142838646907981,0.492,0.563,1,"heterozygous","Serpine2","astrocytes"
"Pde9a",0.000130797020773095,0.185631433918602,0.174,0.135,1,"heterozygous","Pde9a","astrocytes"
"Ube2e1",0.000131368802396689,-0.125132305449358,0.155,0.202,1,"heterozygous","Ube2e1","astrocytes"
"Klf121",0.000132258546224748,0.167282568768721,0.779,0.765,1,"heterozygous","Klf12","astrocytes"
"Nup188",0.000133969800911265,-0.119618375430421,0.089,0.126,1,"heterozygous","Nup188","astrocytes"
"Stxbp61",0.00013459136206216,-0.137439685897651,0.346,0.41,1,"heterozygous","Stxbp6","astrocytes"
"Clasp21",0.000135998376842597,0.128821912147291,0.798,0.795,1,"heterozygous","Clasp2","astrocytes"
"Frmd61",0.000137460041186371,-0.13528732007141,0.212,0.264,1,"heterozygous","Frmd6","astrocytes"
"Dmd2",0.000137731310592166,0.157982933448629,0.838,0.825,1,"heterozygous","Dmd","astrocytes"
"Tango21",0.000139272943077414,-0.107171167239157,0.148,0.195,1,"heterozygous","Tango2","astrocytes"
"Slc8b1",0.000139915972322621,0.180824938669165,0.227,0.184,1,"heterozygous","Slc8b1","astrocytes"
"Pkp41",0.000140793386119406,-0.242494359850339,0.203,0.252,1,"heterozygous","Pkp4","astrocytes"
"Memo1",0.000141153576761256,-0.129253636930774,0.3,0.361,1,"heterozygous","Memo1","astrocytes"
"Arhgap42",0.000143635196682371,-0.189969539953785,0.399,0.454,1,"heterozygous","Arhgap42","astrocytes"
"Notch1",0.000144181075759452,0.182742895315315,0.418,0.372,1,"heterozygous","Notch1","astrocytes"
"Tubb2a",0.000144558461296045,0.187276812860867,0.228,0.185,1,"heterozygous","Tubb2a","astrocytes"
"Fez2",0.000145508136956201,-0.112977569022982,0.078,0.113,1,"heterozygous","Fez2","astrocytes"
"Prr161",0.000146415477101269,-0.1836885292013,0.176,0.223,1,"heterozygous","Prr16","astrocytes"
"Uhrf1bp1l",0.000150007116648798,-0.117908769347304,0.134,0.178,1,"heterozygous","Uhrf1bp1l","astrocytes"
"Agap32",0.000151205894321436,-0.125936772285926,0.158,0.205,1,"heterozygous","Agap3","astrocytes"
"Ash1l",0.000152349343337421,-0.104749579679477,0.569,0.631,1,"heterozygous","Ash1l","astrocytes"
"Rapgef3",0.00015775202067212,-0.142259225592163,0.546,0.601,1,"heterozygous","Rapgef3","astrocytes"
"Mtx3",0.000160394233886618,-0.131237225011464,0.185,0.236,1,"heterozygous","Mtx3","astrocytes"
"Paip2b",0.000163162858387771,-0.110398219237719,0.148,0.194,1,"heterozygous","Paip2b","astrocytes"
"Tnpo1",0.000166799365076987,-0.114149310410996,0.357,0.419,1,"heterozygous","Tnpo1","astrocytes"
"Rpl36",0.000167067590358848,-0.133412338624743,0.167,0.216,1,"heterozygous","Rpl36","astrocytes"
"Pde1a",0.000168942556424281,-0.259945908409322,0.148,0.192,1,"heterozygous","Pde1a","astrocytes"
"Glis3",0.000169550840845629,-0.11887198215166,0.708,0.753,1,"heterozygous","Glis3","astrocytes"
"Cog5",0.000174945401808908,0.179156701396519,0.482,0.436,1,"heterozygous","Cog5","astrocytes"
"Mast41",0.000175922624625473,-0.146992212560815,0.696,0.741,1,"heterozygous","Mast4","astrocytes"
"Zfp738",0.00017668359570082,-0.101880001259484,0.101,0.14,1,"heterozygous","Zfp738","astrocytes"
"Rps6kb11",0.000177960315060046,-0.100254863772868,0.335,0.396,1,"heterozygous","Rps6kb1","astrocytes"
"Gas6",0.000182282680605929,-0.108150594733395,0.133,0.177,1,"heterozygous","Gas6","astrocytes"
"4632427E13Rik1",0.000185839115923998,0.20830119590935,0.48,0.44,1,"heterozygous","4632427E13Rik","astrocytes"
"Vps37b",0.000186646763264708,0.122529206199118,0.113,0.079,1,"heterozygous","Vps37b","astrocytes"
"Kpna1",0.000192616861500748,-0.104664614009862,0.157,0.203,1,"heterozygous","Kpna1","astrocytes"
"Plekho2",0.000194810643005574,0.164933919056419,0.15,0.114,1,"heterozygous","Plekho2","astrocytes"
"Itpr1",0.00019754242759589,-0.176602576672893,0.284,0.341,1,"heterozygous","Itpr1","astrocytes"
"Stox22",0.000199507097786283,-0.120959937593921,0.844,0.861,1,"heterozygous","Stox2","astrocytes"
"Lypd6",0.000200215930719214,0.179472014111635,0.484,0.443,1,"heterozygous","Lypd6","astrocytes"
"Tmtc3",0.000201501883711946,-0.120728055835942,0.098,0.135,1,"heterozygous","Tmtc3","astrocytes"
"Asb8",0.000208729854538516,-0.125011290336401,0.177,0.224,1,"heterozygous","Asb8","astrocytes"
"Evi5",0.000210226347071253,-0.13993943519074,0.287,0.343,1,"heterozygous","Evi5","astrocytes"
"Shc31",0.000214034670016193,0.170765507612315,0.521,0.487,1,"heterozygous","Shc3","astrocytes"
"Rhob1",0.00021709720409592,-0.103862747622471,0.081,0.116,1,"heterozygous","Rhob","astrocytes"
"Phf10",0.000220547954852595,-0.10005337243077,0.095,0.132,1,"heterozygous","Phf10","astrocytes"
"Ank1",0.000224208101334429,-0.155818915224835,0.352,0.403,1,"heterozygous","Ank","astrocytes"
"Caprin11",0.000230400836049423,-0.144182430583041,0.27,0.322,1,"heterozygous","Caprin1","astrocytes"
"Slc22a231",0.000231448482423469,0.144721507140194,0.497,0.453,1,"heterozygous","Slc22a23","astrocytes"
"Osbpl9",0.000234830734022312,-0.143685449979038,0.604,0.656,1,"heterozygous","Osbpl9","astrocytes"
"Unk",0.000235796591851962,0.170287295856691,0.164,0.126,1,"heterozygous","Unk","astrocytes"
"Xpr1",0.000239688330201001,-0.125384790765262,0.484,0.546,1,"heterozygous","Xpr1","astrocytes"
"Zswim5",0.0002524413509431,-0.15589910017325,0.184,0.228,1,"heterozygous","Zswim5","astrocytes"
"Pld2",0.000258211866806007,-0.163926500828079,0.219,0.267,1,"heterozygous","Pld2","astrocytes"
"Plp1",0.000263801633057003,-0.120976372889657,0.173,0.22,1,"heterozygous","Plp1","astrocytes"
"Amer21",0.000264864802354865,0.210372995036665,0.253,0.213,1,"heterozygous","Amer2","astrocytes"
"Fbrsl1",0.000265990457922807,0.207155764541572,0.472,0.435,1,"heterozygous","Fbrsl1","astrocytes"
"AY036118",0.000266362899692603,0.17492362345689,0.623,0.601,1,"heterozygous","AY036118","astrocytes"
"Naa161",0.000269030641594889,-0.129356501816607,0.237,0.29,1,"heterozygous","Naa16","astrocytes"
"Rab6b1",0.000272248270142122,-0.120357463150545,0.161,0.205,1,"heterozygous","Rab6b","astrocytes"
"Poglut1",0.000279085550826228,-0.107985221993003,0.077,0.111,1,"heterozygous","Poglut1","astrocytes"
"Lef1",0.000281681336686784,-0.145481102188552,0.171,0.218,1,"heterozygous","Lef1","astrocytes"
"Gm12239",0.000282031741323688,0.303951523928506,0.285,0.241,1,"heterozygous","Gm12239","astrocytes"
"Hspa8",0.000283961730804743,0.201224052719751,0.269,0.231,1,"heterozygous","Hspa8","astrocytes"
"Gadd45g",0.000284842049554184,-0.123303547997117,0.101,0.139,1,"heterozygous","Gadd45g","astrocytes"
"Errfi11",0.000289986050361289,-0.272899828674533,0.074,0.106,1,"heterozygous","Errfi1","astrocytes"
"Fam98a",0.000291055422684779,-0.117558310424945,0.092,0.127,1,"heterozygous","Fam98a","astrocytes"
"Shroom2",0.000291220282524699,-0.143525834409447,0.343,0.403,1,"heterozygous","Shroom2","astrocytes"
"Adhfe1",0.000293191034271403,0.179790562404443,0.448,0.41,1,"heterozygous","Adhfe1","astrocytes"
"Taf3",0.000295274774106352,-0.104485664414071,0.163,0.209,1,"heterozygous","Taf3","astrocytes"
"Xkr4",0.000295643563718898,-0.12268884830938,0.114,0.153,1,"heterozygous","Xkr4","astrocytes"
"Slc7a2",0.000314442353983903,-0.181592346955386,0.441,0.489,1,"heterozygous","Slc7a2","astrocytes"
"Tcf7l2",0.000314510034366018,-0.124906277611698,0.69,0.74,1,"heterozygous","Tcf7l2","astrocytes"
"Aqp9",0.000316668230454643,0.166264852727854,0.173,0.134,1,"heterozygous","Aqp9","astrocytes"
"Phf21a",0.000321365906166643,-0.104889997700484,0.767,0.804,1,"heterozygous","Phf21a","astrocytes"
"Agtpbp11",0.000323508711660358,-0.106300310399791,0.216,0.266,1,"heterozygous","Agtpbp1","astrocytes"
"Cep350",0.000325055010099654,-0.130448929332907,0.322,0.378,1,"heterozygous","Cep350","astrocytes"
"Gm31323",0.000331199945693859,0.134851502950023,0.147,0.111,1,"heterozygous","Gm31323","astrocytes"
"Taok2",0.000331272809837559,-0.104418825885192,0.108,0.146,1,"heterozygous","Taok2","astrocytes"
"Atp6v0b",0.000332174351689634,-0.116356056897844,0.64,0.699,1,"heterozygous","Atp6v0b","astrocytes"
"Camk2a1",0.000334112604601548,-0.151121820654694,0.198,0.244,1,"heterozygous","Camk2a","astrocytes"
"Slc25a33",0.000334722549206446,-0.105353811842336,0.158,0.202,1,"heterozygous","Slc25a33","astrocytes"
"Fabp5",0.00033561052900471,0.185799345301143,0.187,0.148,1,"heterozygous","Fabp5","astrocytes"
"Bhlhe401",0.000338121827798716,-0.123138278491933,0.198,0.246,1,"heterozygous","Bhlhe40","astrocytes"
"Fut9",0.000342442986984826,-0.122297056284037,0.687,0.722,1,"heterozygous","Fut9","astrocytes"
"Gm129401",0.000346754875399872,-0.12729742715732,0.124,0.163,1,"heterozygous","Gm12940","astrocytes"
"Ubtd2",0.000360990796997805,-0.104796084634545,0.071,0.102,1,"heterozygous","Ubtd2","astrocytes"
"Dlg5",0.000361730443312281,-0.120754837539233,0.342,0.403,1,"heterozygous","Dlg5","astrocytes"
"Uchl3",0.000362684975890828,-0.110357921936149,0.09,0.125,1,"heterozygous","Uchl3","astrocytes"
"Ampd3",0.000365459710168825,-0.191107747515386,0.151,0.192,1,"heterozygous","Ampd3","astrocytes"
"Ints62",0.000365618302707595,-0.128592906036434,0.297,0.353,1,"heterozygous","Ints6","astrocytes"
"Dop1b",0.000369736496252337,0.209287806020975,0.309,0.272,1,"heterozygous","Dop1b","astrocytes"
"Pfkm",0.000371474425721027,-0.12176404090124,0.29,0.343,1,"heterozygous","Pfkm","astrocytes"
"Pag1",0.000375764088691599,-0.13155982702672,0.395,0.454,1,"heterozygous","Pag1","astrocytes"
"Mpp6",0.000380026345189631,-0.187885702537465,0.473,0.537,1,"heterozygous","Mpp6","astrocytes"
"Dhps",0.000380284489498168,-0.11436122944495,0.127,0.167,1,"heterozygous","Dhps","astrocytes"
"Rassf8",0.00038117802748155,-0.162649077576049,0.237,0.287,1,"heterozygous","Rassf8","astrocytes"
"Aven",0.000383161491906389,-0.117230266036743,0.074,0.106,1,"heterozygous","Aven","astrocytes"
"Ivd",0.000386632699034937,0.170701544438735,0.577,0.552,1,"heterozygous","Ivd","astrocytes"
"Smoc1",0.00039085762994618,-0.204851930911869,0.098,0.133,1,"heterozygous","Smoc1","astrocytes"
"Trmt9b",0.000390899927594057,0.141074276237346,0.205,0.162,1,"heterozygous","Trmt9b","astrocytes"
"Plcl21",0.000391024489207268,-0.163051685732213,0.155,0.196,1,"heterozygous","Plcl2","astrocytes"
"Atg2b",0.000401660733435255,-0.103295423102679,0.12,0.159,1,"heterozygous","Atg2b","astrocytes"
"Lrrc491",0.000402517234567711,0.187235291620901,0.253,0.213,1,"heterozygous","Lrrc49","astrocytes"
"Fyttd1",0.000405197318427462,-0.113947634789609,0.17,0.214,1,"heterozygous","Fyttd1","astrocytes"
"Wnt7a",0.00040575662066935,0.130844818750154,0.17,0.132,1,"heterozygous","Wnt7a","astrocytes"
"Irf3",0.000408796674082325,-0.131483224909746,0.204,0.252,1,"heterozygous","Irf3","astrocytes"
"Rap1gds11",0.000410426177518098,-0.113306437099216,0.277,0.33,1,"heterozygous","Rap1gds1","astrocytes"
"Papss2",0.000412076650151611,0.148782631231925,0.137,0.102,1,"heterozygous","Papss2","astrocytes"
"Cbr3",0.000413509027868811,0.132387329539287,0.107,0.077,1,"heterozygous","Cbr3","astrocytes"
"Srpk1",0.000416511022818578,-0.124962702984671,0.176,0.222,1,"heterozygous","Srpk1","astrocytes"
"Lfng",0.000419701898481411,-0.122805078489476,0.208,0.256,1,"heterozygous","Lfng","astrocytes"
"AA387883",0.000430815386825956,-0.117243272125274,0.162,0.205,1,"heterozygous","AA387883","astrocytes"
"Ephb3",0.000437522019836078,0.167857210894477,0.129,0.097,1,"heterozygous","Ephb3","astrocytes"
"Csnk1g31",0.000440155576919609,-0.114948508390341,0.311,0.368,1,"heterozygous","Csnk1g3","astrocytes"
"Ap3m1",0.000448228652364203,-0.130051308039038,0.367,0.423,1,"heterozygous","Ap3m1","astrocytes"
"Elmod3",0.00044921738761048,-0.1002606941206,0.124,0.164,1,"heterozygous","Elmod3","astrocytes"
"Ppp4r2",0.000452703202141348,-0.101001862570142,0.208,0.259,1,"heterozygous","Ppp4r2","astrocytes"
"Diaph3",0.00045310137010244,0.192695057776325,0.284,0.244,1,"heterozygous","Diaph3","astrocytes"
"Myo16",0.000459917974087731,-0.123936197961229,0.102,0.138,1,"heterozygous","Myo16","astrocytes"
"Ghr1",0.000462030916790079,-0.149818260725186,0.614,0.671,1,"heterozygous","Ghr","astrocytes"
"Ncoa3",0.000466708579240405,-0.15320076319001,0.171,0.213,1,"heterozygous","Ncoa3","astrocytes"
"Mical3",0.000467252552130249,-0.207266038019642,0.259,0.307,1,"heterozygous","Mical3","astrocytes"
"Zdhhc142",0.000472338743062642,-0.117679045107938,0.116,0.153,1,"heterozygous","Zdhhc14","astrocytes"
"Larp1",0.00047467431899163,-0.124026002581868,0.369,0.42,1,"heterozygous","Larp1","astrocytes"
"Usp40",0.000480249330272171,-0.107364631557642,0.254,0.307,1,"heterozygous","Usp40","astrocytes"
"Rimklb",0.000481711790012878,0.187858064842746,0.299,0.258,1,"heterozygous","Rimklb","astrocytes"
"Lgr6",0.000482847758605355,0.218290594442621,0.184,0.148,1,"heterozygous","Lgr6","astrocytes"
"Nsf1",0.000482950165310963,-0.105395867399978,0.268,0.319,1,"heterozygous","Nsf","astrocytes"
"Nrg2",0.000498081122359806,-0.100298789388767,0.095,0.13,1,"heterozygous","Nrg2","astrocytes"
"Dip2c",0.000502727652367939,-0.120091576582527,0.566,0.622,1,"heterozygous","Dip2c","astrocytes"
"Uba1",0.000505546629608957,-0.103846228626683,0.1,0.135,1,"heterozygous","Uba1","astrocytes"
"Hnrnph1",0.000509013274288372,-0.138179771461405,0.425,0.477,1,"heterozygous","Hnrnph1","astrocytes"
"Shld1",0.000521572883312988,-0.107101868464011,0.139,0.179,1,"heterozygous","Shld1","astrocytes"
"Scaf8",0.000530863585793838,-0.107002063563711,0.424,0.486,1,"heterozygous","Scaf8","astrocytes"
"Dctd",0.00054132601617086,-0.103808269988579,0.084,0.116,1,"heterozygous","Dctd","astrocytes"
"Fam168a",0.000544220438451989,-0.117263427913737,0.459,0.514,1,"heterozygous","Fam168a","astrocytes"
"Yaf2",0.000546036132000189,-0.106468688949382,0.178,0.224,1,"heterozygous","Yaf2","astrocytes"
"Pak21",0.000556933113036014,-0.123765473542369,0.274,0.324,1,"heterozygous","Pak2","astrocytes"
"Rreb1",0.000559860277188902,0.150139771517478,0.469,0.432,1,"heterozygous","Rreb1","astrocytes"
"Tapt1",0.000567486986398845,-0.127863203462038,0.155,0.195,1,"heterozygous","Tapt1","astrocytes"
"Sppl3",0.000569752019837447,-0.118358250130245,0.265,0.315,1,"heterozygous","Sppl3","astrocytes"
"Vps29",0.000570853254259841,-0.102527057783355,0.11,0.146,1,"heterozygous","Vps29","astrocytes"
"Cyth11",0.000573204155674778,-0.108942414288371,0.321,0.375,1,"heterozygous","Cyth1","astrocytes"
"Celf4",0.000575850802832567,-0.102819094736472,0.096,0.13,1,"heterozygous","Celf4","astrocytes"
"Tom1l1",0.000579604103765572,0.233741420859066,0.421,0.39,1,"heterozygous","Tom1l1","astrocytes"
"Lrp8",0.000585457022040104,0.173302792547497,0.27,0.232,1,"heterozygous","Lrp8","astrocytes"
"Mir124-2hg1",0.000594757933283946,0.220262492268417,0.422,0.389,1,"heterozygous","Mir124-2hg","astrocytes"
"Esyt21",0.000599846017478566,-0.174554746110171,0.259,0.311,1,"heterozygous","Esyt2","astrocytes"
"Fgf12",0.000604974702732737,-0.110124401696998,0.483,0.541,1,"heterozygous","Fgf12","astrocytes"
"Atp13a3",0.00060826153666865,-0.167118820559878,0.234,0.282,1,"heterozygous","Atp13a3","astrocytes"
"Pitpna",0.000610467630201102,-0.123288693582725,0.214,0.26,1,"heterozygous","Pitpna","astrocytes"
"Btbd17",0.000610760030951592,0.210217847759055,0.38,0.346,1,"heterozygous","Btbd17","astrocytes"
"Psmd7",0.00061097593375443,-0.115410925553283,0.153,0.194,1,"heterozygous","Psmd7","astrocytes"
"Pcmtd1",0.000615577803979688,0.168802356340984,0.534,0.5,1,"heterozygous","Pcmtd1","astrocytes"
"Cdh4",0.00061924817905047,0.166469636828226,0.307,0.265,1,"heterozygous","Cdh4","astrocytes"
"Srsf2",0.000624599574518291,-0.110354119097236,0.555,0.616,1,"heterozygous","Srsf2","astrocytes"
"Gabrg1",0.000625977188965245,0.179058668856817,0.322,0.283,1,"heterozygous","Gabrg1","astrocytes"
"Chpt1",0.000630169270869722,-0.125925429656515,0.389,0.44,1,"heterozygous","Chpt1","astrocytes"
"Agmo",0.000630756985530838,-0.173071403322369,0.37,0.418,1,"heterozygous","Agmo","astrocytes"
"Enox11",0.000632522664052365,-0.181766594126512,0.307,0.355,1,"heterozygous","Enox1","astrocytes"
"Cachd1",0.000633124741872368,-0.139179653643748,0.427,0.48,1,"heterozygous","Cachd1","astrocytes"
"Abtb2",0.000644329921851789,-0.11351596498737,0.292,0.343,1,"heterozygous","Abtb2","astrocytes"
"Uqcr10",0.00064625460820285,-0.127206709771935,0.115,0.151,1,"heterozygous","Uqcr10","astrocytes"
"Frmd4b1",0.000653186073766395,-0.126599478985971,0.183,0.228,1,"heterozygous","Frmd4b","astrocytes"
"Chst111",0.000656548067492858,0.171015929056903,0.484,0.446,1,"heterozygous","Chst11","astrocytes"
"Gfod11",0.000657348271231435,0.132050759501597,0.146,0.112,1,"heterozygous","Gfod1","astrocytes"
"Tmem164",0.000670808017268802,-0.134889457108098,0.659,0.708,1,"heterozygous","Tmem164","astrocytes"
"Lrp1",0.000673325625320024,0.126204432572553,0.59,0.564,1,"heterozygous","Lrp1","astrocytes"
"Col16a1",0.00067418344408388,0.153906083762356,0.114,0.083,1,"heterozygous","Col16a1","astrocytes"
"Wdfy2",0.00067487131488137,-0.110528251742891,0.235,0.282,1,"heterozygous","Wdfy2","astrocytes"
"Ctnnbl1",0.000675421225053968,0.135711015832832,0.198,0.16,1,"heterozygous","Ctnnbl1","astrocytes"
"Mcc",0.000681259873500918,-0.137034312893668,0.634,0.685,1,"heterozygous","Mcc","astrocytes"
"Lrch31",0.000714046967217244,-0.10511400580781,0.415,0.469,1,"heterozygous","Lrch3","astrocytes"
"Elmo2",0.000715321966613726,0.194570791974632,0.414,0.381,1,"heterozygous","Elmo2","astrocytes"
"Wwox",0.000721678655468193,-0.157549944430717,0.598,0.648,1,"heterozygous","Wwox","astrocytes"
"Nr3c2",0.000726780853583087,-0.150339310329235,0.657,0.711,1,"heterozygous","Nr3c2","astrocytes"
"Lmbr1",0.000730232198121311,-0.118671665161299,0.189,0.235,1,"heterozygous","Lmbr1","astrocytes"
"Med12l",0.000730834428811005,-0.107451572577414,0.306,0.355,1,"heterozygous","Med12l","astrocytes"
"Ndrg2",0.000731633994079145,-0.123050459888143,0.759,0.787,1,"heterozygous","Ndrg2","astrocytes"
"Dnajc31",0.000743635689751398,-0.129782136906473,0.345,0.4,1,"heterozygous","Dnajc3","astrocytes"
"Uvrag1",0.00074627023380403,-0.118197889537101,0.221,0.266,1,"heterozygous","Uvrag","astrocytes"
"Mapk1",0.000755791593761261,-0.105531143130787,0.329,0.385,1,"heterozygous","Mapk1","astrocytes"
"Psd3",0.000758304600357013,-0.124682490873015,0.727,0.782,1,"heterozygous","Psd3","astrocytes"
"Ugp21",0.000761141464912855,0.205688469123078,0.6,0.58,1,"heterozygous","Ugp2","astrocytes"
"Ncor1",0.000773451071053407,0.10857871969268,0.685,0.663,1,"heterozygous","Ncor1","astrocytes"
"Prkacb",0.00077458841666717,-0.103223476518221,0.204,0.251,1,"heterozygous","Prkacb","astrocytes"
"Spag91",0.000776049625292673,0.10127126959954,0.84,0.83,1,"heterozygous","Spag9","astrocytes"
"Rock21",0.000786794078620446,-0.16949377064593,0.335,0.388,1,"heterozygous","Rock2","astrocytes"
"Atg16l1",0.000789005821268329,-0.114349120410523,0.185,0.228,1,"heterozygous","Atg16l1","astrocytes"
"Rpp14",0.000789378512504935,0.136225202784335,0.103,0.074,1,"heterozygous","Rpp14","astrocytes"
"Tnrc18",0.000808030813420677,0.161553142036037,0.392,0.356,1,"heterozygous","Tnrc18","astrocytes"
"Kifc3",0.000820738279247489,0.179802296416941,0.393,0.361,1,"heterozygous","Kifc3","astrocytes"
"Nup2141",0.000838082621882685,-0.101690986218774,0.161,0.203,1,"heterozygous","Nup214","astrocytes"
"Otud7a1",0.000859479154423753,-0.169608304662241,0.371,0.422,1,"heterozygous","Otud7a","astrocytes"
"Lrig1",0.000876930375343225,-0.116931818875426,0.305,0.357,1,"heterozygous","Lrig1","astrocytes"
"Arhgef19",0.000878340597377443,0.18823442265952,0.406,0.371,1,"heterozygous","Arhgef19","astrocytes"
"Tmod31",0.000888877583591636,-0.137484828001339,0.123,0.158,1,"heterozygous","Tmod3","astrocytes"
"Jak2",0.000895634458902666,-0.127504885382419,0.161,0.2,1,"heterozygous","Jak2","astrocytes"
"Ankrd16",0.000897786905823108,-0.105200659372714,0.143,0.181,1,"heterozygous","Ankrd16","astrocytes"
"Tbc1d4",0.000916271112344258,-0.120318518289911,0.095,0.128,1,"heterozygous","Tbc1d4","astrocytes"
"Gm28411",0.000917695957761898,0.170134809251623,0.108,0.079,1,"heterozygous","Gm28411","astrocytes"
"Btbd9",0.000922328720889916,-0.121087439206511,0.398,0.45,1,"heterozygous","Btbd9","astrocytes"
"Fbxw71",0.000928601366939426,-0.1121950013531,0.226,0.276,1,"heterozygous","Fbxw7","astrocytes"
"Synj1",0.00093005053203192,-0.118961337284186,0.279,0.328,1,"heterozygous","Synj1","astrocytes"
"Itm2b1",0.000963366297315679,0.182013542457436,0.522,0.486,1,"heterozygous","Itm2b","astrocytes"
"Hdhd5",0.00097167731721859,0.155763651221832,0.316,0.278,1,"heterozygous","Hdhd5","astrocytes"
"P2rx4",0.00097995448181956,0.169190051730919,0.117,0.088,1,"heterozygous","P2rx4","astrocytes"
"Itih5",0.000981937503273913,-0.242829722145792,0.168,0.207,1,"heterozygous","Itih5","astrocytes"
"Pitpnc1",0.000987444664908744,0.130279031029668,0.911,0.912,1,"heterozygous","Pitpnc1","astrocytes"
"Pfkfb3",0.000988565604575969,-0.104571600900881,0.127,0.164,1,"heterozygous","Pfkfb3","astrocytes"
"Aldh1l1",0.00100316443778002,0.189150124013809,0.428,0.395,1,"heterozygous","Aldh1l1","astrocytes"
"Eps15l11",0.00101414371213328,-0.124151417962229,0.352,0.401,1,"heterozygous","Eps15l1","astrocytes"
"Foxn2",0.00102107051072723,0.174227822904396,0.301,0.264,1,"heterozygous","Foxn2","astrocytes"
"Mtr",0.00104797217671701,-0.104846811949953,0.105,0.139,1,"heterozygous","Mtr","astrocytes"
"C030005K06Rik",0.00105073507079906,0.244185513789106,0.295,0.26,1,"heterozygous","C030005K06Rik","astrocytes"
"Hacd21",0.0010508184073571,-0.168245193841148,0.528,0.577,1,"heterozygous","Hacd2","astrocytes"
"Prkar1a",0.00105256197702914,-0.120576976909936,0.195,0.238,1,"heterozygous","Prkar1a","astrocytes"
"Nptn",0.00106393584328795,-0.123517486611075,0.455,0.506,1,"heterozygous","Nptn","astrocytes"
"Lhfpl2",0.0010639824225557,0.208052319639753,0.167,0.133,1,"heterozygous","Lhfpl2","astrocytes"
"Adgrg1",0.0010642964743736,0.188407730531261,0.191,0.156,1,"heterozygous","Adgrg1","astrocytes"
"Rnft2",0.00108029626411807,0.113674964051503,0.106,0.078,1,"heterozygous","Rnft2","astrocytes"
"Pten",0.00109308103172631,-0.112011177541993,0.424,0.477,1,"heterozygous","Pten","astrocytes"
"Arid4b",0.00109402300869278,-0.100652389282903,0.425,0.481,1,"heterozygous","Arid4b","astrocytes"
"Msl11",0.00111157710722694,-0.125237282967288,0.191,0.232,1,"heterozygous","Msl1","astrocytes"
"E130308A19Rik1",0.00111591995812319,-0.147463573160572,0.144,0.183,1,"heterozygous","E130308A19Rik","astrocytes"
"Bahcc1",0.00113064138815138,0.154265181185395,0.112,0.083,1,"heterozygous","Bahcc1","astrocytes"
"Mtch2",0.00113125858156514,-0.1133692053601,0.266,0.314,1,"heterozygous","Mtch2","astrocytes"
"2900097C17Rik1",0.00113679341981191,-0.101192023372834,0.158,0.199,1,"heterozygous","2900097C17Rik","astrocytes"
"Erc22",0.0011387741557226,-0.102814834429078,0.187,0.228,1,"heterozygous","Erc2","astrocytes"
"Itsn1",0.00116713729167971,-0.1048352591654,0.647,0.697,1,"heterozygous","Itsn1","astrocytes"
"Gm31224",0.00121166611838533,0.171121590236179,0.245,0.208,1,"heterozygous","Gm31224","astrocytes"
"Nap1l1",0.0012186925844226,-0.117211017392868,0.125,0.16,1,"heterozygous","Nap1l1","astrocytes"
"Dtx3",0.00121961765484375,0.153934655342331,0.534,0.5,1,"heterozygous","Dtx3","astrocytes"
"Clip2",0.0012281253704659,0.145201531705783,0.147,0.116,1,"heterozygous","Clip2","astrocytes"
"Kctd31",0.00128280786708751,-0.104984487681113,0.094,0.125,1,"heterozygous","Kctd3","astrocytes"
"St3gal5",0.00130277648695178,-0.124374389019094,0.09,0.121,1,"heterozygous","St3gal5","astrocytes"
"Ccdc80",0.00131131101548645,0.149757954132294,0.168,0.134,1,"heterozygous","Ccdc80","astrocytes"
"Spon1",0.00132442133835101,0.183505895940518,0.234,0.199,1,"heterozygous","Spon1","astrocytes"
"Rgma",0.00134561600099281,-0.136406766576072,0.409,0.458,1,"heterozygous","Rgma","astrocytes"
"Snph1",0.00139299765714553,-0.118866489959949,0.243,0.287,1,"heterozygous","Snph","astrocytes"
"Gm19522",0.00144229467479264,0.196517946963297,0.221,0.186,1,"heterozygous","Gm19522","astrocytes"
"Tle1",0.00146900961870654,-0.145893269417931,0.368,0.417,1,"heterozygous","Tle1","astrocytes"
"Capzb",0.00151850445378364,-0.11204368692619,0.204,0.248,1,"heterozygous","Capzb","astrocytes"
"Slc25a21",0.00151896829408011,0.183395499878198,0.218,0.181,1,"heterozygous","Slc25a21","astrocytes"
"Cep83",0.00152876513371102,-0.121001605423757,0.156,0.194,1,"heterozygous","Cep83","astrocytes"
"Nt5dc11",0.00153534762097064,0.143446377315198,0.203,0.167,1,"heterozygous","Nt5dc1","astrocytes"
"Fam102a",0.0015564017642495,0.153149400673733,0.159,0.127,1,"heterozygous","Fam102a","astrocytes"
"Ube2v2",0.00157373649342872,-0.101813980072122,0.238,0.283,1,"heterozygous","Ube2v2","astrocytes"
"Dgkh",0.00159288053295169,-0.1228613853383,0.123,0.156,1,"heterozygous","Dgkh","astrocytes"
"Pacrg1",0.00160630179944003,-0.114056940863062,0.418,0.469,1,"heterozygous","Pacrg","astrocytes"
"Rsrc2",0.00161000302736348,0.163988352357502,0.423,0.392,1,"heterozygous","Rsrc2","astrocytes"
"Ranbp92",0.00166954330384153,-0.10258125474231,0.395,0.444,1,"heterozygous","Ranbp9","astrocytes"
