"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
5.17547000228128e-198,-1.75022663485722,0.175,0.623,1.67084873553649e-193,"heterozygous","Zbtb16","DOWN","Zbtb16"
1.50814517867924e-157,-1.25725755099859,0.532,0.835,4.86889589484807e-153,"heterozygous","Fkbp5","DOWN","Fkbp5"
2.09963422342634e-109,-0.671082880288633,0.018,0.276,6.7784591269096e-105,"heterozygous","Egr1","DOWN","Egr1"
1.13228044129799e-107,0.851753555145256,0.563,0.238,3.65545417668644e-103,"heterozygous","Arntl","UP","Arntl"
8.71284208865912e-100,-0.732704435313837,0.016,0.253,2.81285393990271e-95,"heterozygous","Nr4a1","DOWN","Nr4a1"
2.76881886753467e-98,-0.697156811433535,0.263,0.584,8.93885483194892e-94,"heterozygous","Nr1d2","DOWN","Nr1d2"
4.25905125388961e-97,0.517200817014499,1,1,1.37499210680572e-92,"heterozygous","Gm42418","UP","Gm42418"
8.85554283004366e-95,0.404150507623815,1,1,2.85892344725129e-90,"heterozygous","Kap","UP","Kap"
1.41735669632961e-90,-0.5765312263857,0.938,0.969,4.57579435843051e-86,"heterozygous","Sik3","DOWN","Sik3"
7.50848382967067e-82,0.541664025243474,0.968,0.896,2.42403891957088e-77,"heterozygous","Aldob","UP","Aldob"
2.10037498566906e-77,0.664535851919831,0.337,0.086,6.780850603734e-73,"heterozygous","Npas2","UP","Npas2"
7.05029911049057e-77,0.439243515897212,0.998,0.997,2.27611856483078e-72,"heterozygous","Gpx3","UP","Gpx3"
4.1041332720255e-74,-0.806975846101319,0.549,0.739,1.32497838554071e-69,"heterozygous","Usp53","DOWN","Usp53"
1.78167039120019e-71,-0.47736375577873,0.095,0.336,5.75194469095071e-67,"heterozygous","Per1","DOWN","Per1"
2.14244375785758e-70,-0.63563391569714,0.27,0.533,6.91666542786742e-66,"heterozygous","Pim3","DOWN","Pim3"
3.65875690676977e-65,-0.595070327222847,0.766,0.885,1.18119307978155e-60,"heterozygous","Zhx3","DOWN","Zhx3"
1.21569538612042e-64,-0.61841144302455,0.418,0.66,3.92475098455115e-60,"heterozygous","Usp2","DOWN","Usp2"
3.98588021351116e-62,0.39416176851262,0.996,0.987,1.28680156812994e-57,"heterozygous","mt-Co1","UP","mt-Co1"
1.33780265445977e-60,0.332830808390165,1,0.999,4.31896208965793e-56,"heterozygous","Cmss1","UP","Cmss1"
1.81469504556283e-57,-0.651096657081291,0.823,0.906,5.85856148509503e-53,"heterozygous","Foxo3","DOWN","Foxo3"
6.84442873267715e-56,0.503621076085073,0.705,0.489,2.20965537205749e-51,"heterozygous","Napsa","UP","Napsa"
2.85588211358538e-55,-0.598994250224321,0.339,0.566,9.21992981549903e-51,"heterozygous","Noct","DOWN","Noct"
1.53398407849605e-54,-0.662324198926042,0.686,0.821,4.95231419901666e-50,"heterozygous","Hivep2","DOWN","Hivep2"
2.56069506786032e-54,-0.662220818013644,0.546,0.705,8.26694795708026e-50,"heterozygous","Flvcr1","DOWN","Flvcr1"
7.82362302589799e-54,-0.493761037885452,0.954,0.978,2.52577845768091e-49,"heterozygous","Ssh2","DOWN","Ssh2"
1.74323546428839e-53,0.49213538233458,0.724,0.516,5.62786137290863e-49,"heterozygous","Gatm","UP","Gatm"
5.0549241593154e-53,-0.51717714362922,0.722,0.841,1.63193171559338e-48,"heterozygous","Wbp1l","DOWN","Wbp1l"
2.69272767369291e-52,0.495761402200585,0.891,0.753,8.69320202175018e-48,"heterozygous","Ndrg1","UP","Ndrg1"
2.03470317803549e-50,0.310072058482049,1,0.997,6.56883573996977e-46,"heterozygous","Camk1d","UP","Camk1d"
6.21938491641845e-50,-0.412414956224629,0.906,0.948,2.00786622641653e-45,"heterozygous","Arih1","DOWN","Arih1"
1.76120819407953e-49,-0.500372481551574,0.283,0.505,5.68588453376635e-45,"heterozygous","Tef","DOWN","Tef"
4.82466442592419e-49,-0.570428894483455,0.193,0.404,1.55759466326537e-44,"heterozygous","Gm43305","DOWN","Gm43305"
2.16900394945153e-48,0.352025956081147,0.995,0.982,7.00241235040933e-44,"heterozygous","mt-Co3","UP","mt-Co3"
3.6924815671676e-48,-0.629926167605123,0.622,0.773,1.19208074914439e-43,"heterozygous","Stat3","DOWN","Stat3"
9.62307367615038e-48,0.560184297450304,0.657,0.438,3.10671310560839e-43,"heterozygous","Igfbp5","UP","Igfbp5"
2.68903299443695e-46,0.440314892512772,0.982,0.948,8.68127411924024e-42,"heterozygous","Slc16a7","UP","Slc16a7"
9.55390089059512e-45,-0.438187999391697,0.17,0.37,3.08438136351973e-40,"heterozygous","Gm49980","DOWN","Gm49980"
2.37588992311788e-43,0.434635849249582,0.769,0.59,7.67032302779377e-39,"heterozygous","S100g","UP","S100g"
2.83237799566099e-43,-0.501435791594148,0.898,0.948,9.14404912119196e-39,"heterozygous","Zswim6","DOWN","Zswim6"
1.10656870543122e-41,-0.679669528709122,0.552,0.7,3.57244640861414e-37,"heterozygous","Cdc14b","DOWN","Cdc14b"
1.77184419459332e-40,-0.431500252283164,0.592,0.748,5.72022179782506e-36,"heterozygous","Pitpna","DOWN","Pitpna"
1.12633407375792e-39,0.483778369610783,0.723,0.547,3.63625692372008e-35,"heterozygous","Ppargc1b","UP","Ppargc1b"
4.20864429415139e-39,0.422902418921102,0.73,0.55,1.35871872392384e-34,"heterozygous","Rps29","UP","Rps29"
9.36463298926173e-39,0.412421971160354,0.758,0.604,3.02327811425326e-34,"heterozygous","Cltrn","UP","Cltrn"
2.06858295830581e-38,0.403069747639295,0.802,0.656,6.67821322259447e-34,"heterozygous","Chchd2","UP","Chchd2"
2.96281830462068e-38,0.611903157143332,0.534,0.329,9.56516261463741e-34,"heterozygous","Fign","UP","Fign"
6.62086718636847e-38,0.44590143662008,0.707,0.534,2.1374807624472e-33,"heterozygous","Spink1","UP","Spink1"
