"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
1.13268746675707e-150,-1.9139839578626,0.104,0.544,3.65676821767854e-146,"heterozygous","Sgk1","DOWN","Sgk1"
1.99050557820287e-139,-1.69363063986471,0.177,0.598,6.42614820867014e-135,"heterozygous","Zbtb16","DOWN","Zbtb16"
4.17775406519684e-71,-0.860052983790461,0.575,0.79,1.34874612240815e-66,"heterozygous","Tmod2","DOWN","Tmod2"
1.05961815397195e-68,-1.05031814869041,0.223,0.517,3.42087124828305e-64,"heterozygous","Polr3e","DOWN","Polr3e"
2.31274724557291e-68,-1.02164775622465,0.465,0.712,7.46647320760757e-64,"heterozygous","Adipor2","DOWN","Adipor2"
2.06541621707997e-62,-0.711237346749372,0.818,0.866,6.66798971522097e-58,"heterozygous","Mobp","DOWN","Mobp"
9.20814559356014e-57,-0.831997414807924,0.455,0.697,2.97275772342495e-52,"heterozygous","Bcl2l1","DOWN","Bcl2l1"
2.99637744044574e-52,-0.972330236599003,0.096,0.319,9.67350492873502e-48,"heterozygous","Map7d2","DOWN","Map7d2"
4.39084945735493e-50,-0.84903171797276,0.371,0.614,1.41754183881247e-45,"heterozygous","Rcan2","DOWN","Rcan2"
2.79693848628348e-48,-1.04712571349386,0.061,0.256,9.02963620911759e-44,"heterozygous","Fkbp5","DOWN","Fkbp5"
1.39756440839989e-42,-0.763219605075091,0.293,0.521,4.51189693607821e-38,"heterozygous","Arid5b","DOWN","Arid5b"
2.56027445263525e-42,-0.558143856718358,0.754,0.848,8.26559004288763e-38,"heterozygous","Hecw2","DOWN","Hecw2"
2.32161431453608e-38,-0.651062900366924,0.402,0.625,7.49509965304828e-34,"heterozygous","Mat2a","DOWN","Mat2a"
7.66119704641189e-37,-0.69067592640603,0.387,0.593,2.47334085446362e-32,"heterozygous","Itpk1","DOWN","Itpk1"
3.66381341925689e-34,-0.429634653461935,0.93,0.935,1.18282552427289e-29,"heterozygous","Mast4","DOWN","Mast4"
2.16548871522557e-32,-0.378301775070374,0.861,0.887,6.99106376823423e-28,"heterozygous","Map7","DOWN","Map7"
1.34086247141828e-29,-0.459295611321763,0.792,0.866,4.32884040272676e-25,"heterozygous","Vmp1","DOWN","Vmp1"
6.12400358982956e-28,0.732780108858966,0.57,0.439,1.97707331894058e-23,"heterozygous","Eml1","UP","Eml1"
8.39523320979132e-28,-0.579688524115198,0.369,0.562,2.71031708944903e-23,"heterozygous","Klf13","DOWN","Klf13"
1.83107688641776e-27,-0.565342139139164,0.411,0.593,5.91144862011109e-23,"heterozygous","Mtmr2","DOWN","Mtmr2"
4.4628272386293e-27,-0.530268702073829,0.327,0.518,1.44077914571908e-22,"heterozygous","Ptpn11","DOWN","Ptpn11"
