"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
0,0.829614765336451,0.841,0.784,0,"heterozygous","Gm47283","UP","Gm47283"
0,0.5719054344244,0.704,0.56,0,"heterozygous","Arhgap15","UP","Arhgap15"
0,0.567544481302282,0.986,0.981,0,"heterozygous","Mef2c","UP","Mef2c"
0,0.471721756372841,0.924,0.894,0,"heterozygous","Zeb2","UP","Zeb2"
0,0.439123300847623,0.988,0.98,0,"heterozygous","Hecw2","UP","Hecw2"
0,0.412130480526866,0.965,0.959,0,"heterozygous","Pak7","UP","Pak7"
0,0.386694051396341,0.192,0.036,0,"heterozygous","Gm29260","UP","Gm29260"
0,0.311756769617014,0.992,0.991,0,"heterozygous","Asic2","UP","Asic2"
0,0.301261508840141,0.998,0.996,0,"heterozygous","Arpp21","UP","Arpp21"
0,-0.284161048237046,0.169,0.361,0,"heterozygous","Fkbp5","DOWN","Fkbp5"
0,-0.284267898702946,0.994,0.998,0,"heterozygous","Gm42418","DOWN","Gm42418"
0,-0.340876048686392,0.424,0.648,0,"heterozygous","Hlf","DOWN","Hlf"
0,-0.351939505260297,0.652,0.804,0,"heterozygous","Ptk2b","DOWN","Ptk2b"
0,-0.39512713992261,0.966,0.988,0,"heterozygous","Lncpint","DOWN","Lncpint"
9.73946164905371e-294,-0.301386774866567,0.249,0.443,3.1442877987805e-289,"heterozygous","Ccnd2","DOWN","Ccnd2"
1.12240575241872e-284,0.428177002315801,0.42,0.262,3.62357473110859e-280,"heterozygous","Nrep","UP","Nrep"
9.16828484256804e-280,-0.332811318916326,0.466,0.651,2.95988907857467e-275,"heterozygous","Wipf3","DOWN","Wipf3"
4.97164944328078e-276,0.323708863811656,0.997,0.996,1.60504730626877e-271,"heterozygous","R3hdm1","UP","R3hdm1"
8.34223655135804e-271,0.308551416393914,0.939,0.922,2.69320764824043e-266,"heterozygous","C130071C03Rik","UP","C130071C03Rik"
1.54277079922518e-268,-0.314065065460112,0.869,0.942,4.98068124821857e-264,"heterozygous","Cpe","DOWN","Cpe"
4.71831972970753e-261,-0.290449613880631,0.765,0.882,1.52326234153878e-256,"heterozygous","Nmnat2","DOWN","Nmnat2"
3.51111193751118e-251,-0.306404737815785,0.732,0.854,1.13352737790611e-246,"heterozygous","Dapk1","DOWN","Dapk1"
1.33320236039301e-224,-0.155417059277905,0.132,0.282,4.30411050029279e-220,"heterozygous","Nr1d1","DOWN","Nr1d1"
2.64663620992097e-224,-0.305737727855464,0.825,0.908,8.54440034010886e-220,"heterozygous","Adcy9","DOWN","Adcy9"
3.44623013171044e-223,-0.159991030829788,0.141,0.294,1.1125809357214e-218,"heterozygous","Dbp","DOWN","Dbp"
7.14177913166864e-223,-0.206627719257195,0.289,0.473,2.3056519748679e-218,"heterozygous","Per1","DOWN","Per1"
1.35475053305245e-221,0.308795372148774,0.981,0.979,4.37367662090652e-217,"heterozygous","Ralyl","UP","Ralyl"
8.83021323702443e-210,-0.26405584934433,0.621,0.777,2.85074604144097e-205,"heterozygous","Camkv","DOWN","Camkv"
1.01158640024501e-209,0.497870851563974,0.429,0.297,3.265805534551e-205,"heterozygous","Col25a1","UP","Col25a1"
3.02413760344023e-205,-0.210834681713661,0.491,0.67,9.76312583894643e-201,"heterozygous","Nr1d2","DOWN","Nr1d2"
4.93991331757159e-204,0.317107284713405,0.902,0.892,1.59480161544481e-199,"heterozygous","Satb2","UP","Satb2"
6.91547895567896e-204,-0.320191296716351,0.48,0.645,2.2325932260514e-199,"heterozygous","Galnt9","DOWN","Galnt9"
2.5605769896459e-203,-0.227825596646751,0.911,0.961,8.26656675337283e-199,"heterozygous","Map1b","DOWN","Map1b"
3.18771128848755e-200,0.341202401777809,0.981,0.979,1.02912071237532e-195,"heterozygous","Brinp1","UP","Brinp1"
5.62976688111596e-200,-0.242545543512667,0.978,0.986,1.81751393989948e-195,"heterozygous","Camk2a","DOWN","Camk2a"
6.37660664266765e-200,-0.297291395878484,0.624,0.766,2.05862368851883e-195,"heterozygous","Kcnip3","DOWN","Kcnip3"
3.32174469483405e-199,-0.242903611452356,0.452,0.624,1.07239205728023e-194,"heterozygous","Slc7a14","DOWN","Slc7a14"
5.23716121828463e-199,-0.173011659156992,0.109,0.239,1.69076512771101e-194,"heterozygous","Hrh3","DOWN","Hrh3"
1.01481500963584e-198,0.208844182859163,0.971,0.968,3.27622877710835e-194,"heterozygous","Pnisr","UP","Pnisr"
6.05705535333657e-197,0.349644893524961,0.855,0.809,1.95545975027118e-192,"heterozygous","Mlip","UP","Mlip"
5.28466873231439e-196,0.23253665044382,0.993,0.992,1.70610245354038e-191,"heterozygous","Kcnh7","UP","Kcnh7"
5.81441483431065e-192,-0.199696276710438,0.268,0.429,1.87712568510885e-187,"heterozygous","Spns2","DOWN","Spns2"
1.87241558155298e-189,-0.249725596561827,0.894,0.942,6.04490646348563e-185,"heterozygous","Prkn","DOWN","Prkn"
3.75336141471033e-188,-0.257285539239321,0.698,0.821,1.21173519912508e-183,"heterozygous","Srrm4","DOWN","Srrm4"
3.78300638956136e-188,-0.269799664478864,0.79,0.879,1.22130578280599e-183,"heterozygous","Rnf150","DOWN","Rnf150"
2.59484545426901e-185,0.279659948690894,0.338,0.209,8.37719906456208e-181,"heterozygous","Fgf1","UP","Fgf1"
6.41229204795671e-185,-0.227853393990009,0.533,0.695,2.07014436476234e-180,"heterozygous","Lrrn2","DOWN","Lrrn2"
4.21066039744142e-184,-0.247950419539137,0.39,0.549,1.35936960270999e-179,"heterozygous","Smad3","DOWN","Smad3"
5.56323380630213e-183,-0.239018789443141,0.742,0.864,1.79603440202658e-178,"heterozygous","Gfod1","DOWN","Gfod1"
6.47005681446733e-183,-0.188510259137254,0.174,0.313,2.08879314198263e-178,"heterozygous","Car4","DOWN","Car4"
5.44670301958206e-182,-0.291571909789042,0.724,0.834,1.75841360284187e-177,"heterozygous","Ak5","DOWN","Ak5"
5.7481514956034e-182,-0.256757978877994,0.854,0.924,1.8557332288406e-177,"heterozygous","Plcl2","DOWN","Plcl2"
7.14494859955384e-182,-0.239073168958478,0.621,0.77,2.30667520587996e-177,"heterozygous","Sik2","DOWN","Sik2"
4.66032365282946e-180,-0.189525175629195,0.999,0.999,1.50453888807946e-175,"heterozygous","Ptprd","DOWN","Ptprd"
7.40072784686085e-180,0.32963974214874,0.892,0.876,2.38925097808056e-175,"heterozygous","Pde8b","UP","Pde8b"
9.66955536642548e-179,-0.220875801588829,0.509,0.665,3.1217192544968e-174,"heterozygous","Smpd3","DOWN","Smpd3"
3.05039635911424e-178,0.312797774864152,0.869,0.848,9.8478996057644e-174,"heterozygous","Gabrg2","UP","Gabrg2"
1.2961556636452e-172,-0.221928580515696,0.548,0.703,4.18450894451217e-168,"heterozygous","Klf9","DOWN","Klf9"
4.04475877839639e-172,0.2134921665713,0.994,0.992,1.30580992401749e-167,"heterozygous","Ube3a","UP","Ube3a"
4.26113746332938e-172,-0.240710763495237,0.798,0.882,1.37566561866126e-167,"heterozygous","Brinp2","DOWN","Brinp2"
9.1864973702976e-172,-0.272704990856451,0.994,0.997,2.96576881102688e-167,"heterozygous","Negr1","DOWN","Negr1"
4.66967313360939e-171,-0.429037818307275,0.273,0.423,1.50755727445446e-166,"heterozygous","Zfp804b","DOWN","Zfp804b"
6.50652037106448e-171,0.216306699789231,0.998,0.998,2.10056503659446e-166,"heterozygous","Opcml","UP","Opcml"
4.38907405235393e-169,-0.152615953469216,0.168,0.304,1.41696866706194e-164,"heterozygous","Bhlhe40","DOWN","Bhlhe40"
6.38079888030297e-165,-0.20107901976487,0.576,0.729,2.05997711051701e-160,"heterozygous","Tef","DOWN","Tef"
1.17062041643943e-164,-0.238887957530227,0.806,0.896,3.77923095243306e-160,"heterozygous","Baiap2","DOWN","Baiap2"
3.35231220182178e-164,-0.12376134308699,0.118,0.238,1.08226047123614e-159,"heterozygous","Bhlhe41","DOWN","Bhlhe41"
7.74701954704495e-163,-0.247396384429284,0.751,0.848,2.50104779056799e-158,"heterozygous","Lyst","DOWN","Lyst"
6.45397332120045e-161,-0.217113630632514,0.837,0.912,2.08360074701635e-156,"heterozygous","Fam49b","DOWN","Fam49b"
1.81522961458767e-160,0.179731917456849,0.147,0.058,5.86028728773482e-156,"heterozygous","Tll1","UP","Tll1"
7.58760044485376e-160,0.243748381597792,0.953,0.949,2.44958092761659e-155,"heterozygous","Ptprn","UP","Ptprn"
1.48713609631129e-159,-0.107741519681968,0.078,0.182,4.80107017333137e-155,"heterozygous","Ciart","DOWN","Ciart"
7.35942041590507e-159,-0.261938521387635,0.622,0.76,2.37591528707079e-154,"heterozygous","Galnt17","DOWN","Galnt17"
3.83641248404908e-157,-0.195236560728082,0.404,0.561,1.2385474063504e-152,"heterozygous","Anks1","DOWN","Anks1"
2.29068942401928e-156,0.429729414107468,0.821,0.778,7.39526173650386e-152,"heterozygous","Trhde","UP","Trhde"
3.4614044056494e-156,0.176988421744853,0.166,0.074,1.11747979831985e-151,"heterozygous","Gm21860","UP","Gm21860"
5.88379163328424e-155,0.305038290580133,0.34,0.218,1.89952329088949e-150,"heterozygous","Adam2","UP","Adam2"
7.27660094778486e-154,0.606514800215996,0.594,0.51,2.34917784998287e-149,"heterozygous","Gm15398","UP","Gm15398"
4.38271684517987e-153,-0.192393950177278,0.592,0.741,1.41491630629787e-148,"heterozygous","Mpc1","DOWN","Mpc1"
1.10981877956154e-152,0.26769861717374,0.977,0.975,3.58293894793648e-148,"heterozygous","Ppfia2","UP","Ppfia2"
5.83113478901259e-152,-0.197118923740672,0.818,0.896,1.88252355528482e-147,"heterozygous","Ankrd12","DOWN","Ankrd12"
1.12790420696555e-151,-0.200367089348765,0.885,0.936,3.64132594176757e-147,"heterozygous","Nsf","DOWN","Nsf"
7.52671706051564e-151,0.208977975759878,0.978,0.975,2.42992533581687e-146,"heterozygous","Asap1","UP","Asap1"
1.91609982992894e-150,-0.243009213247863,0.817,0.897,6.18593669094258e-146,"heterozygous","Gas7","DOWN","Gas7"
3.91115442522603e-150,-0.17816548510402,0.354,0.504,1.26267709463997e-145,"heterozygous","Lamc1","DOWN","Lamc1"
2.31091200396471e-149,-0.138575306717469,0.203,0.338,7.46054831359966e-145,"heterozygous","Coro1c","DOWN","Coro1c"
4.11721423320292e-149,-0.228704466635236,0.835,0.902,1.32920144304723e-144,"heterozygous","Trim2","DOWN","Trim2"
1.82215035038266e-148,-0.198965335658082,0.832,0.903,5.88263019117537e-144,"heterozygous","Tcf20","DOWN","Tcf20"
