"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
0,1.04146505865038,0.777,0.55,0,"heterozygous","Spp1","UP","Spp1"
0,1.00362311911583,0.771,0.566,0,"heterozygous","S100g","UP","S100g"
0,0.988187943412594,0.888,0.743,0,"heterozygous","Umod","UP","Umod"
0,0.969557637036617,0.903,0.775,0,"heterozygous","Slc12a1","UP","Slc12a1"
0,0.96455797598986,0.786,0.574,0,"heterozygous","Gatm","UP","Gatm"
0,0.947291859226569,0.622,0.382,0,"heterozygous","Gstm1","UP","Gstm1"
0,0.91735035751628,0.851,0.721,0,"heterozygous","Chchd2","UP","Chchd2"
0,0.916188785681606,0.874,0.772,0,"heterozygous","Cox6c","UP","Cox6c"
0,0.888239298201565,0.99,0.966,0,"heterozygous","Fxyd2","UP","Fxyd2"
0,0.868208179679255,0.997,0.985,0,"heterozygous","mt-Co1","UP","mt-Co1"
0,0.85260960448998,0.999,0.999,0,"heterozygous","Gpx3","UP","Gpx3"
0,0.848462421495901,0.699,0.531,0,"heterozygous","Slc25a5","UP","Slc25a5"
0,0.816715843170455,0.901,0.81,0,"heterozygous","Ndrg1","UP","Ndrg1"
0,0.816437495890889,0.871,0.777,0,"heterozygous","Cox4i1","UP","Cox4i1"
0,0.809391192273439,0.994,0.98,0,"heterozygous","mt-Co3","UP","mt-Co3"
0,0.809111115088706,0.78,0.611,0,"heterozygous","Egf","UP","Egf"
0,0.799116441333827,0.771,0.641,0,"heterozygous","Rps29","UP","Rps29"
0,0.789944305949535,0.957,0.909,0,"heterozygous","Eef1a1","UP","Eef1a1"
0,0.778239204302345,0.835,0.73,0,"heterozygous","Prdx5","UP","Prdx5"
0,0.774466195522868,0.911,0.85,0,"heterozygous","Atp5b","UP","Atp5b"
0,0.772839705457981,0.83,0.736,0,"heterozygous","Rpl41","UP","Rpl41"
0,0.771063650327085,0.797,0.678,0,"heterozygous","Ndufa4","UP","Ndufa4"
0,0.768370765561084,0.695,0.519,0,"heterozygous","Igfbp5","UP","Igfbp5"
0,0.753251824648218,0.861,0.787,0,"heterozygous","Cox7c","UP","Cox7c"
0,0.749004156372758,1,1,0,"heterozygous","Gm42418","UP","Gm42418"
0,0.736411883710326,0.991,0.974,0,"heterozygous","Aldob","UP","Aldob"
0,0.732084791911516,0.918,0.852,0,"heterozygous","Gpx1","UP","Gpx1"
0,0.720228963055661,0.901,0.844,0,"heterozygous","Atp5a1","UP","Atp5a1"
0,0.711589607033449,0.956,0.914,0,"heterozygous","mt-Co2","UP","mt-Co2"
0,0.707708211738947,0.974,0.947,0,"heterozygous","Atp1a1","UP","Atp1a1"
0,0.700302410769083,0.959,0.917,0,"heterozygous","mt-Atp6","UP","mt-Atp6"
0,0.691668845212857,0.897,0.851,0,"heterozygous","Akr1c21","UP","Akr1c21"
0,0.680165578903731,0.877,0.792,0,"heterozygous","mt-Nd4","UP","mt-Nd4"
0,0.666269658740186,1,1,0,"heterozygous","Kap","UP","Kap"
