"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
4.6097751463716e-103,-1.0860381694982,0.168,0.476,1.48821980825461e-98,"heterozygous","Zbtb16","DOWN","Zbtb16"
7.87282820870481e-77,-0.692230950548788,0.683,0.844,2.54166385889826e-72,"heterozygous","Paqr8","DOWN","Paqr8"
7.01719700174147e-73,-0.9664023703778,0.139,0.382,2.26543188004222e-68,"heterozygous","Etnppl","DOWN","Etnppl"
8.05646346997779e-71,-0.784042255261077,0.218,0.48,2.60094866664763e-66,"heterozygous","Hif3a","DOWN","Hif3a"
8.21423934275154e-71,-0.661996162367098,0.716,0.866,2.65188502941391e-66,"heterozygous","Kcnn2","DOWN","Kcnn2"
6.20591242334879e-56,-0.724469445402127,0.367,0.602,2.00351676675392e-51,"heterozygous","Nxn","DOWN","Nxn"
1.47777716327168e-55,0.786354219347407,0.551,0.342,4.77085579390628e-51,"heterozygous","Gm47283","UP","Gm47283"
1.70907884820522e-50,-0.523758775216005,0.745,0.859,5.51759015354573e-46,"heterozygous","Spire1","DOWN","Spire1"
1.97693535620665e-49,-0.714870116622672,0.224,0.429,6.38233810397754e-45,"heterozygous","Lrrc8c","DOWN","Lrrc8c"
4.58928690967486e-49,0.63039539096774,0.827,0.742,1.48160538591943e-44,"heterozygous","Cpeb4","UP","Cpeb4"
1.59030390165477e-46,-0.681652106332332,0.208,0.409,5.13413711610225e-42,"heterozygous","Azin1","DOWN","Azin1"
7.35293637984409e-44,-0.541151962242625,0.527,0.706,2.37382198086887e-39,"heterozygous","9330159F19Rik","DOWN","9330159F19Rik"
1.46172232984106e-43,-0.422868796401415,0.848,0.901,4.71902436965887e-39,"heterozygous","Mertk","DOWN","Mertk"
9.63734347007902e-43,-0.542101654906464,0.629,0.769,3.11131996588031e-38,"heterozygous","Fam171b","DOWN","Fam171b"
3.52027793982852e-42,0.385998535020667,0.971,0.964,1.13648653009424e-37,"heterozygous","Dclk1","UP","Dclk1"
4.82341956442027e-42,-0.63135852574666,0.159,0.34,1.55719277217744e-37,"heterozygous","Tsc22d3","DOWN","Tsc22d3"
5.32253747990081e-40,0.457310402803869,0.878,0.8,1.71832800001118e-35,"heterozygous","C130071C03Rik","UP","C130071C03Rik"
1.04940216437884e-39,-0.568849569723793,0.209,0.392,3.38788994748064e-35,"heterozygous","Rin2","DOWN","Rin2"
2.24918819792499e-37,-0.508977047361733,0.665,0.795,7.26127917818104e-33,"heterozygous","Vcl","DOWN","Vcl"
3.37025735918544e-37,-0.537212028413044,0.353,0.544,1.08805388583943e-32,"heterozygous","Cables1","DOWN","Cables1"
3.00879368319677e-35,-0.780245091206183,0.03,0.141,9.71358952683246e-31,"heterozygous","Fkbp5","DOWN","Fkbp5"
1.00272369464622e-34,-0.472301673573016,0.494,0.668,3.23719317579585e-30,"heterozygous","Asic2","DOWN","Asic2"
3.2757493289815e-34,-0.610877389548171,0.471,0.624,1.05754291336839e-29,"heterozygous","Usp53","DOWN","Usp53"
4.8411836561823e-34,-0.547356012286022,0.451,0.614,1.56292773156189e-29,"heterozygous","Fam107a","DOWN","Fam107a"
7.469647496939e-34,-0.491426625044806,0.65,0.779,2.41150099791179e-29,"heterozygous","Mapk4","DOWN","Mapk4"
1.99588535048474e-33,0.442124962596797,0.607,0.452,6.44351626550494e-29,"heterozygous","Sox2ot","UP","Sox2ot"
5.39371099465686e-33,-0.588417772869383,0.244,0.411,1.74130565751502e-28,"heterozygous","Rhou","DOWN","Rhou"
2.77448524085121e-32,-0.4578779725094,0.119,0.268,8.95714815156403e-28,"heterozygous","Per1","DOWN","Per1"
3.10388100311813e-32,0.494851472345302,0.69,0.57,1.00205694304666e-27,"heterozygous","Mtss2","UP","Mtss2"
5.51864205344974e-32,-0.506048910130861,0.409,0.587,1.78163840053571e-27,"heterozygous","Lhfp","DOWN","Lhfp"
2.7441172148847e-31,-0.497378995859482,0.42,0.587,8.85910801653378e-27,"heterozygous","Klf9","DOWN","Klf9"
3.08501433879969e-31,0.592321967793175,0.34,0.188,9.95966029138091e-27,"heterozygous","Disp3","UP","Disp3"
3.76749449556813e-30,0.55578646403309,0.224,0.097,1.21629792294921e-25,"heterozygous","Fabp7","UP","Fabp7"
8.37873877963418e-30,0.426055281195698,0.885,0.838,2.7049920276171e-25,"heterozygous","Meis2","UP","Meis2"
1.1963794209106e-29,-0.572489932368934,0.715,0.813,3.86239132246779e-25,"heterozygous","Mt1","DOWN","Mt1"
1.77151961710422e-29,-0.480812778106349,0.165,0.315,5.71917393185925e-25,"heterozygous","Gpt2","DOWN","Gpt2"
2.21888552976639e-29,0.493210925111575,0.711,0.601,7.16345004429783e-25,"heterozygous","Mir9-3hg","UP","Mir9-3hg"
2.27219705288925e-29,-0.349865405379018,0.876,0.913,7.33556096554767e-25,"heterozygous","Ntrk2","DOWN","Ntrk2"
5.72540028086399e-29,-0.421759687991664,0.712,0.806,1.84838822667413e-24,"heterozygous","Phka1","DOWN","Phka1"
6.54434492376293e-29,-0.439463147891259,0.645,0.764,2.11277631518762e-24,"heterozygous","Plekhg1","DOWN","Plekhg1"
7.24191321487397e-29,0.53215892935832,0.626,0.511,2.33797926228991e-24,"heterozygous","Gm40578","UP","Gm40578"
1.17849280419966e-28,0.3978485328029,0.891,0.856,3.80464616907817e-24,"heterozygous","Cspg5","UP","Cspg5"
1.77078644667062e-28,-0.396910803419387,0.045,0.148,5.71680696443144e-24,"heterozygous","Nrros","DOWN","Nrros"
8.28873777062758e-27,0.685575238580281,0.418,0.28,2.67593610186941e-22,"heterozygous","Pde10a","UP","Pde10a"
1.5055335571054e-26,-0.458425476434125,0.289,0.446,4.86046453575908e-22,"heterozygous","Dzip1l","DOWN","Dzip1l"
1.70938579421234e-26,-0.482825110246846,0.289,0.444,5.5185810980351e-22,"heterozygous","Mxi1","DOWN","Mxi1"
1.95866993176084e-26,-0.311187655958849,0.925,0.945,6.32337000769669e-22,"heterozygous","Gria2","DOWN","Gria2"
3.14068034848818e-26,-0.350906893468781,0.792,0.885,1.01393724370592e-21,"heterozygous","Enah","DOWN","Enah"
7.64444558147437e-26,-0.394582129331902,0.776,0.847,2.46793281152318e-21,"heterozygous","Nhsl1","DOWN","Nhsl1"
1.64198033121112e-25,-0.270366565663084,0.925,0.945,5.30096930128197e-21,"heterozygous","Tnik","DOWN","Tnik"
5.80960510596872e-25,-0.414092870521904,0.263,0.412,1.87557291241094e-20,"heterozygous","Pitpnm2","DOWN","Pitpnm2"
7.98995739871066e-25,-0.540433458459582,0.463,0.598,2.57947784659975e-20,"heterozygous","Ccdc85a","DOWN","Ccdc85a"
8.05080314811428e-25,-0.349278490777215,0.049,0.147,2.59912128833721e-20,"heterozygous","Nfkbia","DOWN","Nfkbia"
8.10597457798803e-25,-0.436863683613603,0.305,0.457,2.61693283275766e-20,"heterozygous","Sdc4","DOWN","Sdc4"
1.12508435733568e-24,-0.389225138517863,0.163,0.304,3.6322223392225e-20,"heterozygous","Scrg1","DOWN","Scrg1"
1.15384691202646e-24,-0.33826913948094,0.818,0.881,3.72507937078622e-20,"heterozygous","Htra1","DOWN","Htra1"
1.21044463619231e-24,0.55786581567058,0.367,0.232,3.90779946348326e-20,"heterozygous","Gm28175","UP","Gm28175"
1.41276520092123e-24,-0.260109644001147,0.842,0.918,4.56097117465408e-20,"heterozygous","Ptprd","DOWN","Ptprd"
2.04783547646043e-24,-0.45614047936374,0.41,0.553,6.61123205220485e-20,"heterozygous","Pik3c2a","DOWN","Pik3c2a"
