"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
2.16138678229293e-92,-2.1548214537283,0.303,0.718,6.97782108795451e-88,"heterozygous","Fkbp5","DOWN","Fkbp5"
7.06825269685424e-67,-1.71719895315016,0.487,0.794,2.28191470065242e-62,"heterozygous","Ccnd3","DOWN","Ccnd3"
2.22766593699016e-29,0.620613627967324,0.971,0.925,7.19179671097903e-25,"heterozygous","Fxyd2","UP","Fxyd2"
8.29688715107778e-29,0.733181499546655,0.843,0.697,2.67856704785395e-24,"heterozygous","Ndrg1","UP","Ndrg1"
2.37406695561081e-28,-0.754559225878569,0.535,0.713,7.66443775949393e-24,"heterozygous","Rnf169","DOWN","Rnf169"
1.33078308221404e-25,-0.513267329874403,0.044,0.227,4.29630010261979e-21,"heterozygous","Per1","DOWN","Per1"
1.53417016924032e-25,0.542545807440681,0.974,0.921,4.95291497437546e-21,"heterozygous","Aldob","UP","Aldob"
1.10541022453764e-23,-0.829132677745442,0.192,0.403,3.56870636889732e-19,"heterozygous","Tsc22d3","DOWN","Tsc22d3"
1.14711378345419e-23,-0.73585261170861,0.246,0.479,3.70334213850352e-19,"heterozygous","Sla","DOWN","Sla"
2.13076105548972e-23,0.571905565965889,0.221,0.058,6.87894899154303e-19,"heterozygous","Npas2","UP","Npas2"
2.23179530130146e-23,0.610152516073298,0.794,0.655,7.20512795072163e-19,"heterozygous","Cltrn","UP","Cltrn"
9.93662625186003e-22,-0.553380223332903,0.209,0.424,3.20794041915049e-17,"heterozygous","Nr1d2","DOWN","Nr1d2"
9.99475694872962e-22,0.540860079627928,0.819,0.682,3.22670733332787e-17,"heterozygous","Akr1c21","UP","Akr1c21"
2.32724007949299e-21,0.622971805410202,0.756,0.612,7.51326187263516e-17,"heterozygous","Gatm","UP","Gatm"
4.00882086990991e-21,0.512734414933275,0.935,0.87,1.29420772964172e-16,"heterozygous","Atp1a1","UP","Atp1a1"
7.03767169161028e-21,0.449561129276242,0.995,0.975,2.27204192891946e-16,"heterozygous","mt-Co3","UP","mt-Co3"
7.1877320980361e-20,0.493504183698334,0.993,0.983,2.32048743052998e-15,"heterozygous","mt-Co1","UP","mt-Co1"
4.22890539871431e-19,0.402570924660393,1,0.999,1.36525981892093e-14,"heterozygous","Gpx3","UP","Gpx3"
1.57204332151283e-18,0.573749030326426,0.746,0.604,5.07518465917203e-14,"heterozygous","Rpl13","UP","Rpl13"
3.16328506807457e-18,-0.548743258746368,0.651,0.769,1.02123495137719e-13,"heterozygous","Lncpint","DOWN","Lncpint"
4.94300838114875e-18,0.364540145152625,1,1,1.59580082577006e-13,"heterozygous","Kap","UP","Kap"
6.93198269662024e-18,0.566140905579642,0.681,0.491,2.23792129377688e-13,"heterozygous","Igfbp5","UP","Igfbp5"
8.92515418438471e-18,0.505978880120509,0.293,0.125,2.88139677688676e-13,"heterozygous","Hao2","UP","Hao2"
1.32050676660992e-17,-0.58854881938083,0.321,0.524,4.26312404532346e-13,"heterozygous","Mlxip","DOWN","Mlxip"
1.42152999776168e-17,-0.641817913958232,0.506,0.692,4.58926744477382e-13,"heterozygous","Errfi1","DOWN","Errfi1"
3.49701919973377e-17,0.510316770859032,0.767,0.601,1.12897767844205e-12,"heterozygous","Spink1","UP","Spink1"
4.03885870009458e-17,0.55175061365396,0.709,0.547,1.30390514273853e-12,"heterozygous","Spp1","UP","Spp1"
7.99654200744781e-17,0.516556606676599,0.715,0.567,2.58160362168445e-12,"heterozygous","Rpl23","UP","Rpl23"
3.30913426506735e-16,-0.435427473133455,0.068,0.211,1.06832090613434e-11,"heterozygous","Dusp1","DOWN","Dusp1"
1.27672656281029e-15,0.487937112420542,0.864,0.767,4.12178403537675e-11,"heterozygous","mt-Nd4","UP","mt-Nd4"
1.47118215461671e-15,-0.325802414340726,0.033,0.154,4.74956446796457e-11,"heterozygous","Egr1","DOWN","Egr1"
1.71337115188802e-15,-0.846950608896101,0.297,0.475,5.53144742675527e-11,"heterozygous","Entpd1","DOWN","Entpd1"
2.60907403566017e-15,-0.632516407420102,0.091,0.237,8.42313461672528e-11,"heterozygous","Jdp2","DOWN","Jdp2"
3.6162896568405e-15,0.54170320876978,0.81,0.699,1.16748295281439e-10,"heterozygous","Cox6c","UP","Cox6c"
3.64246295830017e-15,-0.595800661940456,0.284,0.465,1.17593274145763e-10,"heterozygous","Pnpla7","DOWN","Pnpla7"
3.74219001176384e-15,0.456828994749844,0.954,0.879,1.20812862339784e-10,"heterozygous","mt-Co2","UP","mt-Co2"
6.37532240021134e-15,0.497782077868053,0.763,0.631,2.05820908368423e-10,"heterozygous","Rpl41","UP","Rpl41"
6.5139344355171e-15,0.531926995545993,0.591,0.421,2.10295859316234e-10,"heterozygous","Chchd10","UP","Chchd10"
7.00757798769704e-15,0.547581564968042,0.303,0.156,2.26232647754811e-10,"heterozygous","Gsta2","UP","Gsta2"
2.3035165919624e-14,-0.535000107926436,0.079,0.218,7.43667296549142e-10,"heterozygous","Pla2g7","DOWN","Pla2g7"
3.25658859621662e-14,0.570796215176594,0.685,0.552,1.05135706240257e-09,"heterozygous","S100g","UP","S100g"
3.2876010553298e-14,-0.583254982251285,0.049,0.167,1.06136912470267e-09,"heterozygous","Strip2","DOWN","Strip2"
3.37884817759744e-14,0.318812728306914,0.988,0.961,1.09082734565556e-09,"heterozygous","Fth1","UP","Fth1"
3.64941286338889e-14,0.499491419329251,0.738,0.601,1.17817644881647e-09,"heterozygous","Cox8a","UP","Cox8a"
5.21077504368369e-14,0.496748094761843,0.782,0.675,1.68224661510284e-09,"heterozygous","Cox7c","UP","Cox7c"
5.86530509907947e-14,0.451125581572881,0.727,0.588,1.89355509818682e-09,"heterozygous","Rps29","UP","Rps29"
7.37580384780175e-14,0.429679069245405,0.824,0.71,2.38120451422432e-09,"heterozygous","Cox4i1","UP","Cox4i1"
1.0500431028551e-13,-0.458975208329277,0.745,0.819,3.3899591532574e-09,"heterozygous","Ssh2","DOWN","Ssh2"
1.33513550028763e-13,-0.689412342571189,0.506,0.647,4.31035144912858e-09,"heterozygous","Man2a1","DOWN","Man2a1"
1.38279925636795e-13,0.433733143339207,0.827,0.731,4.46422911925829e-09,"heterozygous","Atp5a1","UP","Atp5a1"
2.21024761295467e-13,0.401264647217694,1,1,7.13556339366286e-09,"heterozygous","Gm42418","UP","Gm42418"
2.2562902963916e-13,0.561288099352921,0.835,0.761,7.28420759287063e-09,"heterozygous","Umod","UP","Umod"
2.62887402405431e-13,0.423729110338276,0.794,0.69,8.48705689925694e-09,"heterozygous","Igfbp7","UP","Igfbp7"
3.21454004428485e-13,-0.208222764703406,0.02,0.114,1.03778210789692e-08,"heterozygous","Gm22146","DOWN","Gm22146"
3.61936543176999e-13,0.481700302246664,0.737,0.588,1.16847593599262e-08,"heterozygous","Napsa","UP","Napsa"
7.99938306615957e-13,-0.687706993104027,0.445,0.592,2.58252082907896e-08,"heterozygous","Pag1","DOWN","Pag1"
8.45544678159507e-13,0.506784972866858,0.753,0.659,2.72975643897015e-08,"heterozygous","Chchd2","UP","Chchd2"
9.67279174646588e-13,0.480497841653085,0.752,0.622,3.12276408742904e-08,"heterozygous","mt-Nd2","UP","mt-Nd2"
1.12771928879723e-12,0.442199359242701,0.869,0.809,3.64072895195298e-08,"heterozygous","Tpt1","UP","Tpt1"
1.23869293724632e-12,0.451458926592205,0.589,0.436,3.99899627860603e-08,"heterozygous","Cox7a2","UP","Cox7a2"
1.26482102201026e-12,0.584289250388501,0.839,0.753,4.08334818745793e-08,"heterozygous","Slc12a1","UP","Slc12a1"
1.2895278261295e-12,0.417249734451953,0.789,0.675,4.16311163387647e-08,"heterozygous","mt-Nd1","UP","mt-Nd1"
1.52633269390463e-12,-0.558733219519149,0.317,0.479,4.92761246900171e-08,"heterozygous","Il6ra","DOWN","Il6ra"
1.55412199786405e-12,0.379779992108837,0.166,0.06,5.01732745790429e-08,"heterozygous","Rdh16f2","UP","Rdh16f2"
1.64249811463478e-12,-0.497141934537095,0.205,0.363,5.30264091328694e-08,"heterozygous","Slco1a1","DOWN","Slco1a1"
1.9608891511541e-12,0.449486087304504,0.735,0.621,6.3305345355859e-08,"heterozygous","Prdx5","UP","Prdx5"
2.15098127725241e-12,0.480968375237621,0.307,0.164,6.9442279554817e-08,"heterozygous","Wfdc15b","UP","Wfdc15b"
2.994686648595e-12,0.473343083026944,0.611,0.467,9.66804637632411e-08,"heterozygous","Rps27a","UP","Rps27a"
3.32072015524842e-12,0.466894505326073,0.611,0.466,1.0720612949204e-07,"heterozygous","Rpl38","UP","Rpl38"
3.79846290217879e-12,0.394726907875931,0.746,0.631,1.2262957633394e-07,"heterozygous","Slc25a3","UP","Slc25a3"
7.09406473954074e-12,0.477261216523311,0.54,0.407,2.29024786051333e-07,"heterozygous","Eif1","UP","Eif1"
1.14735368189176e-11,-0.407997573350783,0.172,0.318,3.70411662661935e-07,"heterozygous","Gm49980","DOWN","Gm49980"
1.24426377635429e-11,-0.795871223741257,0.416,0.543,4.01698117558218e-07,"heterozygous","Zbtb16","DOWN","Zbtb16"
1.33768746262858e-11,0.361099029364405,0.529,0.371,4.3185902043501e-07,"heterozygous","Atp5d","UP","Atp5d"
1.34971946229097e-11,0.397161535395646,0.93,0.882,4.35743431206016e-07,"heterozygous","Eef1a1","UP","Eef1a1"
1.66081565569448e-11,0.455686770394735,0.452,0.305,5.36177726284405e-07,"heterozygous","Dnase1","UP","Dnase1"
1.9816870531506e-11,0.485769049624925,0.491,0.343,6.39767848239141e-07,"heterozygous","Gstm1","UP","Gstm1"
2.03080570782575e-11,-0.456931569338513,0.745,0.827,6.55625314714466e-07,"heterozygous","Serinc3","DOWN","Serinc3"
2.19169151633686e-11,0.438570973732681,0.69,0.571,7.07565689134193e-07,"heterozygous","Cd63","UP","Cd63"
2.45236416210859e-11,0.395178206596791,0.855,0.803,7.91721246095136e-07,"heterozygous","Gpx1","UP","Gpx1"
3.15780800113669e-11,0.556005510002487,0.177,0.072,1.01946673508697e-06,"heterozygous","Mmp12","UP","Mmp12"
3.17737987085654e-11,-0.455610310893222,0.382,0.536,1.02578531750732e-06,"heterozygous","Washc4","DOWN","Washc4"
3.22301609989868e-11,0.457536616326319,0.378,0.233,1.04051851769129e-06,"heterozygous","Mif","UP","Mif"
3.46049200986905e-11,0.409398759425601,0.472,0.328,1.11718524046612e-06,"heterozygous","Guca2b","UP","Guca2b"
3.73752010283786e-11,0.391441020052413,0.213,0.101,1.20662099000018e-06,"heterozygous","Ddc","UP","Ddc"
3.88039081060856e-11,-0.278236085242616,0.089,0.207,1.25274536929687e-06,"heterozygous","Per3","DOWN","Per3"
5.99376965288373e-11,-0.348767313449804,0.044,0.14,1.93502859473698e-06,"heterozygous","Nr4a1","DOWN","Nr4a1"
7.67379357257516e-11,0.451634040759448,0.619,0.492,2.47740751697017e-06,"heterozygous","Sod1","UP","Sod1"
9.11015317344071e-11,-0.480002981175061,0.806,0.866,2.9411218505136e-06,"heterozygous","Etv6","DOWN","Etv6"
9.78220541603008e-11,-0.480705266231662,0.411,0.548,3.15808719651115e-06,"heterozygous","Fam168a","DOWN","Fam168a"
1.28324256303788e-10,0.471196018947974,0.569,0.427,4.14282029051148e-06,"heterozygous","Ubb","UP","Ubb"
1.48228752066846e-10,-0.429492035239483,0.505,0.634,4.78541703172606e-06,"heterozygous","Foxo3","DOWN","Foxo3"
2.50521205070979e-10,-0.431636852662233,0.821,0.907,8.08782658451147e-06,"heterozygous","Arhgap15","DOWN","Arhgap15"
2.91828357955136e-10,-0.340973928725148,0.179,0.313,9.42138670822362e-06,"heterozygous","Usp2","DOWN","Usp2"
2.92791055086383e-10,0.425145095838517,0.714,0.605,9.45246642240878e-06,"heterozygous","Mdh1","UP","Mdh1"
3.2455551661587e-10,-0.328437181179691,0.184,0.322,1.04779502984268e-05,"heterozygous","Gm43305","DOWN","Gm43305"
3.2690131747191e-10,0.312544983006745,0.304,0.172,1.05536821332631e-05,"heterozygous","Arntl","UP","Arntl"
