"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
3.27998288676432e-23,0.569030880683425,1,1,1.05890967516299e-18,"heterozygous","Kap","UP","Kap"
6.83428784873701e-22,-1.16175344138592,0.014,0.386,2.20638148908626e-17,"heterozygous","Egr1","DOWN","Egr1"
2.60600182496183e-21,0.780913737958304,0.995,0.977,8.41321629170678e-17,"heterozygous","mt-Co1","UP","mt-Co1"
3.10658579226219e-20,0.944634944220576,0.919,0.795,1.00293015717393e-15,"heterozygous","Slc12a1","UP","Slc12a1"
2.30486236854332e-19,-1.08594155189111,0.905,0.983,7.44101767060525e-15,"heterozygous","Rbpms","DOWN","Rbpms"
4.17894333931466e-19,-1.01534102297839,0.729,0.909,1.34913006766435e-14,"heterozygous","Proser2","DOWN","Proser2"
5.10520184375557e-18,-0.998461349478228,0.919,0.977,1.64816336323805e-13,"heterozygous","Gm26917","DOWN","Gm26917"
1.89933448718139e-17,-0.999628620519961,0.719,0.926,6.13181145841639e-13,"heterozygous","Atp10b","DOWN","Atp10b"
2.51403625097175e-17,0.716378366315552,0.995,0.955,8.11631463263719e-13,"heterozygous","mt-Co3","UP","mt-Co3"
4.18355709954483e-17,-1.28460842680818,0.353,0.71,1.35061957401705e-12,"heterozygous","Itga3","DOWN","Itga3"
4.47346615852768e-17,0.838089120600735,0.973,0.841,1.44421381461908e-12,"heterozygous","Aldob","UP","Aldob"
6.03819719895748e-16,0.593703209853077,1,0.994,1.94937158371143e-11,"heterozygous","Gpx3","UP","Gpx3"
2.76699786979271e-15,-1.0263767241953,0.303,0.653,8.93297592283879e-11,"heterozygous","Polr3e","DOWN","Polr3e"
3.11993006109047e-15,-1.30030753662935,0.145,0.489,1.00723822092245e-10,"heterozygous","Zbtb16","DOWN","Zbtb16"
7.00704084277115e-15,0.486180612990173,1,1,2.26215306568024e-10,"heterozygous","Gm42418","UP","Gm42418"
1.24747129825117e-14,-0.999339774939523,0.19,0.557,4.02733633927407e-10,"heterozygous","Gm49980","DOWN","Gm49980"
1.61539898822923e-14,-1.01951764333598,0.719,0.898,5.21515409359925e-10,"heterozygous","Col4a6","DOWN","Col4a6"
2.21845586616065e-14,-1.22391319673699,0.493,0.761,7.16206291831305e-10,"heterozygous","Vcl","DOWN","Vcl"
2.27048866928853e-14,0.649646993855455,1,0.943,7.3300456199311e-10,"heterozygous","Hnrnpr","UP","Hnrnpr"
6.96214970723413e-14,-0.894797525247887,0.475,0.773,2.24766041148347e-09,"heterozygous","Myh9","DOWN","Myh9"
1.01955462007022e-13,-0.503871539277651,1,1,3.29153013543471e-09,"heterozygous","Arl15","DOWN","Arl15"
