"","gene","astrocytes","excitatory_neurons","fibro_cortex","inhibitory_neurons","microglia","mural","oligodendrocytes","opcs"
"58","1600025M17Rik",935.279590334646,1561.01895628563,1111.08691184333,982.411306759151,387.945234191046,677.972434051334,733.332631299666,684.286367923999
"59","1600027J07Rik",850.54178883711,834.59745801685,819.11522535043,384.188932203855,402.422527107418,612.431383346845,666.673234800187,616.023061137225
"60","1700001C02Rik",715.629244909826,672.065681972022,742.45780229876,815.547568404903,525.749793920747,516.975405722514,586.237224953492,524.885175886761
"61","1700001C19Rik",1040.42740009224,1175.98736138619,766.847172957511,945.420219534367,823.340357142645,1110.59779484671,693.767531357917,918.4523265903
"62","1700001D01Rik",824.023674337524,765.650970361215,825.881541873485,787.459196643101,581.196732947779,782.54545260549,776.859302294785,696.764084396804
"63","1700001F09Rik",871.021708703692,975.701151065008,839.047439489092,920.012596316769,374.288249667893,624.172569785491,678.750396887499,629.869030677599
"64","1700001G01Rik",830.372476917537,868.914459306603,800.604989098397,796.13235480743,489.821739303091,597.181677235714,649.139392025574,666.402596290108
"65","1700001G11Rik",908.098559231039,599.155766035699,907.726569846353,801.018016706501,320.956398614908,853.931840862651,636.814888696062,429.253345144937
"66","1700001J03Rik",622.200538507541,1432.38557511237,1295.91937228612,741.168153241862,449.175734230749,511.950187080503,1031.24674830691,510.8202925367
"67","1700001K19Rik",383.105550796149,835.863321657019,515.07442528251,451.981490680574,366.439950408527,462.353435806779,716.493362811791,575.141607721266
"68","1700001K23Rik",529.768920634523,1463.51155075223,1315.6447901664,1414.66902497703,434.227508735668,581.891220253888,676.883508673805,1086.28213959548
"69","1700001L05Rik",954.899408321072,843.221775328837,684.572332283298,850.275449355875,506.964669434133,424.148638076466,706.160531602294,862.365436169006
"70","1700001L19Rik",924.347029847134,910.933407783707,599.420293727782,553.369639279388,369.711601484353,844.150383356989,778.418360406042,981.801035961089
"71","1700001O22Rik",732.368171697619,1005.44106883421,1069.93108894455,1031.89463646988,597.09938770369,1016.00489206732,984.582624436554,892.495694216657
"72","1700001P01Rik",823.701537251584,932.747997827784,924.949279188476,598.03029967244,464.220838530072,509.877896697874,1079.45233837115,1014.42861192727
"73","1700003C15Rik",1329.09631432881,1388.41113042624,692.053207038431,763.726501216988,471.913783270578,491.955130349384,544.498634803564,496.640905874094
"74","1700003D09Rik",666.209623738957,633.319537342651,676.207773637902,714.169488313282,378.884073332709,661.104812285185,973.870234004295,790.874154135706
"75","1700003E16Rik",412.65702980706,642.015390035989,647.333486467338,289.395941360304,433.327381748252,473.963908742501,1053.20796505383,319.802732340416
"76","1700003E24Rik",740.01553863307,853.916653507013,707.122645665318,791.761581170953,203.785417173271,490.476437163207,541.118571077313,496.290344710403
"77","1700003F12Rik",772.502225783369,926.60808981039,924.773412445224,903.368722865378,687.758481667152,876.563137468301,1158.30062208805,835.416598980459
"78","1700003G18Rik",354.177508980772,638.271158339051,555.015459979984,666.911865693569,415.113991756365,501.218322982073,584.885908689632,890.861057207042
"79","1700003H04Rik",874.679440440229,470.03357497355,842.249952477662,924.02255581746,348.356288794409,625.537979058578,680.818838502733,631.678844567986
"80","1700003I22Rik",805.537395684611,871.949488475683,777.785339744598,852.713988758122,437.212838824477,573.42900214926,625.373183556033,578.880789259661
"81","1700003L19Rik",708.704705164871,1594.57191010008,664.550639495829,789.383478131117,516.552497256099,638.494178313581,693.449435884228,1190.57710628371
"82","1700003M07Rik",627.402854293871,997.100829494136,1226.87462780685,692.781111373658,613.421892685698,528.643110089553,1019.86694645996,881.898459996069
"83","1700003P14Rik",605.278551662867,758.721025051047,881.502278036755,1220.27957306027,438.67583919161,656.845208131488,712.456163906729,663.954316338111
"84","1700006A11Rik",808.810568323943,917.174881614155,777.506410853991,860.2476866038,421.100673576603,559.903304797466,615.29413667015,565.16220820719
"85","1700006F04Rik",1069.96477711497,713.392120119306,1417.02136087056,693.964722688218,480.320742964731,679.541802693435,735.990405593644,411.068487013572
"86","1700006H21Rik",752.875005664659,582.043983539524,725.79960640357,794.769661353312,509.262258159432,508.864093897095,552.70445334177,511.12746088746
"87","1700007F19Rik",557.51364969377,562.27409047112,882.149563811783,614.083009492207,543.229353174843,649.157983204306,959.393671838118,591.269283187586
"88","1700007J10Rik",848.791852127846,569.46290221616,878.002823912406,806.199531981718,511.71250648131,877.809349866841,852.641072478947,776.237966158054
"89","1700007K13Rik",752.163912050589,875.73456185309,783.711812666345,627.938576462464,530.72465612498,578.799354055256,1168.79235901761,742.95616877875
"90","1700007L15Rik",239.550931339326,1243.22154791056,960.097887894089,668.395295466505,250.275479778882,425.594724762806,512.304144158872,608.643759372822
"91","1700007P06Rik",1448.2268320608,1129.86945379508,1005.82855097974,559.028630329721,314.942238026627,589.466151902613,1200.01769192118,592.721541045733
"92","1700008C04Rik",593.208430331464,1373.84653844154,780.293820282307,695.701525182929,420.165140250607,560.272926760552,614.268539253838,585.844590236157
"93","1700008J07Rik",1129.32300708257,1184.14218239252,1035.2236630116,1114.52452535249,568.856205754361,516.054275576012,596.621169939376,921.57580151223
"94","1700008K24Rik",718.87724250438,1422.46352139062,1162.0993790949,588.714829997148,439.596350623152,493.979043229559,544.760744354404,497.145307370575
"95","1700008O03Rik",784.060261385785,924.803994689895,865.930948131185,841.541777350997,594.683989971278,690.184576459194,804.322082250642,931.073912299846
"96","1700008P02Rik",963.161215235203,507.55407317664,929.157920621923,1010.58399987415,466.477862288923,717.557414943088,769.724409789762,720.685840816345
"97","1700009C05Rik",893.059687683742,830.424807901823,680.652493443143,1306.87357006356,422.116989209742,647.838607174136,702.983122357526,653.013325714281
"98","1700009J07Rik",710.89139860004,1410.70931579621,683.325412334866,757.926115068991,342.317683702948,490.13277311217,539.018053278087,493.746945070054
"99","1700009N14Rik",856.559356910655,962.316251088111,825.562362146534,904.974648005121,501.959240737731,610.203576537543,664.604346698452,616.202203635101
"100","1700010B08Rik",728.268783288482,515.241998659588,700.349986926916,775.455056261013,394.747030967038,503.469041887581,556.286528990893,507.166621263554
"101","1700010D01Rik",866.595662150908,1326.01635611042,832.67730075739,914.181298509088,377.5789110953,611.405064482163,664.353275543862,615.530320091375
"102","1700010I02Rik",989.531946284836,538.880524467647,955.437717858714,1649.28949431597,466.532017943426,734.25150356648,789.738744597259,738.530861418062
"103","1700010I14Rik",927.105485150818,613.612782233522,1142.45129751219,942.808401826315,448.772530736266,436.734445483897,592.689728257769,795.360062307129
"104","1700010J16Rik",788.442348715557,875.72433774104,1242.31554168467,729.190837458929,481.538382923935,547.098072993154,599.686461066977,641.719832836607
"105","1700010K23Rik",1044.98954382559,1516.91594337925,682.115210100671,720.676825258028,473.353113119127,755.472774798618,631.955319446733,1061.24350566217
"106","1700011B04Rik",911.667560892271,784.084202123866,877.091112301003,958.278142284587,407.244720388141,658.301717069321,711.345948681115,660.441770665899
"107","1700011C11Rik",708.30735860405,919.499579743702,796.443953266455,802.490380359849,558.146026608589,571.336668633167,625.989414347362,1116.95231509027
"108","1700011L22Rik",659.543205174284,822.1974170389,801.75844835405,805.161800498388,464.681188430916,683.167490999583,737.339479420516,741.984285687501
"109","1700011M02Rik",641.112737712977,1147.70802256196,614.305715928588,688.390569946456,373.162787926309,355.87915179816,440.589790686604,357.568330342614
"110","1700012A03Rik",830.504135164662,934.912002314661,800.709043950387,878.364058719087,420.26419906936,595.689005382311,644.239128288213,600.177600469247
"111","1700012B07Rik",1410.90560561812,1087.87801192133,743.988540854027,1448.82537275156,438.287797887451,538.811139311509,591.218425129715,544.152909599437
"112","1700012B09Rik",1443.4328692818,645.47000949981,782.914266149891,861.933533071703,443.704873652248,580.862013367002,633.458944775587,586.689561104923
"113","1700012C14Rik",677.783373121344,435.378165808434,650.851662255076,1338.69777743219,411.446314337911,376.664612755231,462.452500917374,374.246143636521
"114","1700012D14Rik",890.376854114803,659.605365251115,910.115904685318,939.120982990631,453.233136776433,871.333727715065,805.314675023218,780.708352948644
"115","1700012D16Rik",697.691479660653,469.72900555351,671.160145021726,743.59182077748,417.717384135912,437.522940429812,671.992300162185,442.807658003935
"116","1700012I11Rik",790.003297976657,676.81540640821,658.930393881556,1342.12646954148,450.289597536686,691.222917023339,736.224192620431,611.416957382117
"117","1700012P22Rik",731.527991054398,988.327132526349,702.806257904159,463.290591411573,407.59849197653,495.981706874302,547.87833593756,1030.28368639977
"118","1700013D24Rik",927.023504542455,758.866465564011,896.920296299319,1619.6679562111,394.391491452721,674.590200197432,727.82625088285,680.993211801653
"119","1700013F07Rik",495.495639710216,662.559115209524,759.309712663654,753.899712321,321.606931331175,865.369879983214,580.913200761625,1073.79825886954
"120","1700013G24Rik",669.78819247318,766.675000007437,642.380928070194,715.673062500297,421.5020367692,433.422677026046,497.614822411377,437.086630395793
"121","1700013H16Rik",715.60853874666,1320.12000185984,1032.4777706035,676.899047093495,558.280934488071,881.155587080401,514.072019351671,618.53000349911
"122","1700015F17Rik",531.413520414188,1362.10933737076,796.241917409887,752.303435944322,533.411732888214,647.02152878956,600.950927655574,650.684285611492
"123","1700015G11Rik",733.170039319558,682.264082183844,702.486875385486,1425.84171832643,308.791063047379,489.07774335157,543.114672007041,494.76861746959
"124","1700016C15Rik",416.890067852301,587.791549950857,978.781367627111,1035.26123047561,427.874860684332,548.31463545873,661.235786312343,607.031068925996
"125","1700016D06Rik",808.167871590249,775.304213081247,866.5005918689,1011.43659065207,415.918230941996,572.094631140318,644.979533522421,469.481998759633
"126","1700016G22Rik",707.146638421063,846.564037160665,680.863857399044,647.902411589553,483.435235406675,452.997136833749,461.000949250445,454.143080798824
"127","1700016H13Rik",732.175390511266,821.384034232391,708.245819933549,776.623564733554,474.837603473528,414.604713422685,517.606712027474,413.295107849747
"128","1700016K05Rik",594.854306532953,813.601625593076,1094.63667068992,775.266331596842,420.041186020095,627.207423733242,577.074230740612,688.208191325134
"129","1700016K19Rik",961.518987410715,1164.14957106827,911.361135007526,884.580619000626,564.711307505829,505.468073358534,580.491873291972,607.113553608304
"130","1700016L21Rik",878.776805455105,709.40423889106,843.949065912042,923.970832052388,419.372654414629,630.487523941602,683.20978575103,423.531920699453
"131","1700016P04Rik",767.475560222585,408.292257225186,736.881428417556,816.833303279924,330.729765887602,523.434493262407,577.089784330438,529.541670836825
"132","1700017B05Rik",992.384340217535,838.15522827813,1077.23919486486,846.236498837819,667.256510890699,974.161811116701,653.632815240292,628.872791074393
"133","1700017D01Rik",672.110802258192,1260.74723318535,824.377209219855,873.01409436711,371.215784557717,550.032450032217,390.335745563691,1073.13332962156
"134","1700017G19Rik",1429.17664794922,610.549858833664,736.704070150437,650.220693769431,512.87527645706,567.818565314903,618.626867474949,570.8955127042
"135","1700017J07Rik",680.772893438128,769.285050801156,657.385396148471,723.138557396214,535.340618273533,441.950957839404,409.267481933414,446.377404752944
"136","1700017L05Rik",783.347495153913,885.910741379219,752.691566867794,830.790605648111,392.828751574471,548.587611823745,598.331320942253,555.390956717468
"137","1700017N19Rik",1022.54892081269,973.10679661119,987.708348852876,405.219438159794,460.050459266277,757.774849304715,816.421407176139,764.438432001132
"138","1700018A04Rik",589.62278304735,1352.70995499568,1415.8522561287,554.207910757609,573.144724552253,796.870919758161,1222.64579791854,638.910047613348
"139","1700018B08Rik",1033.47286615302,680.138523343753,699.570855225873,577.708533829331,388.765171561016,514.347337009027,654.815744033147,516.745561894322
"140","1700018B24Rik",902.118948571808,1434.5344713942,867.981799081809,949.488404602908,436.587210324165,658.215652993615,711.808737901875,660.186292873784
"141","1700018F24Rik",791.794342422979,896.581319033764,763.575876523697,838.952889903392,412.223917561028,564.954839460507,613.355621204807,567.607793050994
"142","1700018G05Rik",741.74981852305,677.869330718036,712.805517131421,1355.69686712809,446.43884960055,507.482159037875,565.027843825932,509.867899254048
"143","1700018L02Rik",993.241034557699,785.445803591348,866.726273477621,808.849869963628,523.421020449931,812.241662736826,793.612884013578,852.087705948714
"144","1700019A02Rik",1249.41019863918,821.712396135371,630.611187991286,916.934992055861,449.377273654246,460.733780137711,454.001909690803,803.843064317189
"145","1700019C18Rik",817.35609550756,569.571512566981,785.925908260663,475.660903708077,310.010204255545,570.790801597498,625.481134173576,575.726854944657
"146","1700019D03Rik",958.847726377944,1237.61267383001,572.338601592789,968.679780733984,347.829243354204,891.527889717149,698.129295713666,721.266300174855
"147","1700019E08Rik",884.598264234815,987.346680261486,855.69019569808,931.282870263091,479.95730030521,648.061807662981,695.158939384588,653.899337454058
"148","1700019G24Rik",943.086912555669,1598.71790810074,627.460825272326,1228.25553543703,694.632365013528,637.393920746817,694.568841671758,1010.49245657563
"149","1700019N19Rik",535.398392060739,858.407614775318,534.412007246844,570.090283163883,480.472343085372,404.283485596112,390.304931488824,407.565025330179
"150","1700019P21Rik",822.687216956943,930.812533648101,791.433996152396,1031.41236033613,390.344598319351,573.650262047897,625.40688784499,579.726934153943
"151","1700020A23Rik",665.048831167651,1219.77784536429,1107.37214207724,1321.04577368577,394.135033175827,429.877554046132,488.074429535194,433.392301449645
"152","1700020D05Rik",633.151985168578,940.351365644212,889.859174828529,934.057147219039,418.597049031888,362.337617270335,846.883930168954,510.474326866074
"153","1700020G17Rik",443.022027836879,1339.63538913241,766.230821432799,838.863915724118,389.069205807741,562.814802967663,619.364302650712,568.731808597825
"154","1700020L24Rik",477.725708716349,584.492673096688,880.279979321354,688.758804454581,476.627533792508,537.709769197042,788.67123680878,520.064865822339
"155","1700020M21Rik",750.992341104455,626.89540282188,724.539005706107,584.148602544888,529.87050242217,512.042528328784,574.078253831362,514.801440496342
"156","1700020N01Rik",731.897659801424,927.31393158583,930.924475057282,688.125215303034,604.647370979842,705.308115814183,761.213373397271,710.25198311026
"157","1700020N15Rik",701.98301429407,802.581887544415,674.019534421569,748.828826205878,420.544066255157,450.544375267119,516.331199299595,453.690604885404
"158","1700020N18Rik",820.432854421647,1528.15278338734,789.730114458842,862.939725702602,597.60161305693,577.031393433144,623.806691718155,581.89864325184
"159","1700021F05Rik",828.815716492734,883.467857912285,860.983588005546,903.70383848188,531.236281354555,657.520785373981,812.267637281228,641.954325534022
"160","1700021F07Rik",737.054768067481,634.999968361879,711.9295847208,639.172154758556,489.127709922722,526.481345185884,564.768052124018,528.607338078722
"161","1700021N21Rik",1234.48578708023,1380.32832433534,927.848151874348,907.564281097999,497.715509594424,401.95388446927,467.164343481159,404.703403869731
"162","1700022A22Rik",756.462711616459,564.056910407936,587.044999805039,366.600095736495,474.775199611929,572.239928047631,607.454149040211,1026.93064563954
"163","1700022E09Rik",877.158558771744,981.309139913042,844.278601554489,924.518785052619,382.646519395723,630.98929732958,684.076325588827,636.180977255656
"164","1700022H01Rik",512.945592498677,474.739089197023,765.004072823978,668.346351478176,379.199018562094,326.510554575272,658.341178617091,454.42448110643
"165","1700022H16Rik",753.741369657604,723.420069547275,678.298879472065,800.026100920078,498.212891599734,512.662666304788,577.09138675248,515.497510452266
"166","1700022I11Rik",866.625951737308,866.003567925907,752.081108863004,858.851699618301,450.508781339291,574.441606607041,668.314435886918,444.663681099772
"167","1700023C21Rik",927.204705656615,639.314011322039,893.179774411876,975.075700777479,575.910964695934,676.083901666023,731.932604580725,722.753075764475
"168","1700023F02Rik",432.05754287269,786.608810128136,597.559324246824,621.665384284974,536.491595351739,941.730847428031,555.854049371826,777.692819460682
"169","1700023F06Rik",944.756774577063,950.687800913988,621.182285137269,928.26073121916,540.559141889768,874.250550076283,721.206697783914,696.792534038968
"170","1700024B18Rik",800.299306293268,879.236944926636,867.771871505758,770.603257045551,460.355610046707,812.144620009648,776.237817681105,781.833290378115
"171","1700024G13Rik",714.330316259219,492.924021133223,688.652085060587,760.874558688531,490.114477369079,461.717547751999,531.999459745898,461.548418372327
"172","1700024I08Rik",565.080045981267,1564.97573749733,498.292781234813,674.05564804006,446.315411890237,679.241705203559,627.991501660199,682.004119419306
"173","1700024P04Rik",901.804617646758,1007.58131907505,868.742159129557,952.406952600001,381.477072615386,645.052010783488,698.509505609149,650.921905646089
"174","1700025B11Rik",789.347202154405,1501.18041770136,758.996588697247,837.722068413928,376.625242902098,559.738205954391,611.377699265657,562.556999728021
"175","1700025C18Rik",825.884528564695,991.980561933042,796.823189935461,680.020516034846,537.064736181654,609.510515395117,656.803573261071,611.340820851905
"176","1700025F22Rik",505.261824259054,956.437276250277,804.451948622252,620.141883688011,464.491048246623,613.57033279341,662.755554455345,618.365253868832
"177","1700025F24Rik",756.296003140759,893.023629670497,763.05858861594,872.920358541593,475.713277802744,560.473165206795,606.562191690179,564.511530510298
"178","1700025G04Rik",888.454684433573,925.906355289456,913.583919049789,923.12361739602,336.178868417284,831.972055019071,819.527779769651,826.850088802009
"179","1700025J12Rik",659.460523188503,612.210818944979,628.511339478715,710.493895637746,186.779774307727,426.974933137067,475.779927666333,432.58130040957
"180","1700025K24Rik",576.998385501984,1084.67480085115,1048.0366796057,925.357812648571,390.609596245888,626.374937972444,683.366849387221,632.06553174317
"181","1700025M24Rik",876.698865289343,414.299091978525,845.352170514179,927.106842742726,358.404407850329,622.362846809399,680.182591676104,627.646121784519
"182","1700025N23Rik",739.304701533257,513.114656430419,711.976006550343,786.947455207692,468.641437984604,511.611872009239,564.634982890839,516.06309640877
"183","1700026D11Rik",391.397895664459,789.141757273996,721.011766220539,555.703316586705,382.818303043582,524.594415472851,645.459184736784,528.622448052837
"184","1700026F02Rik",1028.47016922579,848.48721546949,1255.1275762613,770.521597121548,508.306612279565,555.006383933342,583.266221052349,803.750111478685
"185","1700026J14Rik",466.609331849068,1122.75739039555,1361.94531332297,1028.05301113449,426.871076651715,516.600389891794,215.048925895313,1091.78497210211
"186","1700027A15Rik",746.844510484731,1268.67558513949,886.028448835002,739.887522386302,553.349332786689,668.518976819333,657.141437690276,675.549446481981
"187","1700027F06Rik",768.312182973378,871.060879540906,738.304276609488,816.893533454847,429.033633300802,537.226736969815,588.23555216015,542.844654336107
"188","1700027F09Rik",802.172519565037,626.750133589705,773.798096205359,847.498590903824,558.084641225202,582.974714895623,632.088527245442,584.2999549063
"189","1700027H10Rik",729.680453047146,1273.88617905185,878.682577951178,900.604364361788,445.780635366524,356.749254823473,495.585561976789,559.64652632618
"190","1700027I24Rik",387.589874814936,477.562196673628,590.666063002504,532.264139461591,232.056730213177,541.574543226448,418.722682726009,1120.7217832865
"191","1700027J07Rik",809.339285526685,960.388077245495,779.139732466773,963.509750810547,577.625792503116,552.226785440925,620.638067376924,556.775381724716
"192","1700028D13Rik",884.478385940182,987.32755863531,854.995064458481,1548.37892018505,674.621957673917,612.265967887047,681.087031492384,621.045221719848
"193","1700028E10Rik",843.154361860004,1140.22027506721,898.249670904414,977.761144987536,495.975740241805,462.428285320222,785.737854451224,868.888374115563
"194","1700028I16Rik",1308.2991077513,638.579105590376,679.576368267426,750.04072011222,523.435044456738,426.52282213239,445.830381098019,577.597877251657
"195","1700028J19Rik",928.760208705257,914.274096224352,554.342960792007,778.609734334918,585.984687220429,516.47455361368,704.140302500228,745.648544050149
"196","1700028K03Rik",649.673577868339,879.452930902073,840.183841894829,861.331540225131,366.831687774868,485.451897728488,516.840646461526,895.589706417606
"197","1700028M03Rik",1430.85863290413,950.588559458744,769.661575139648,847.131627191289,397.884947916997,565.802834432107,616.519616996599,571.880015112918
"198","1700028P14Rik",597.91698328777,1419.6473665548,931.469195756745,1510.63628792723,671.804600814637,620.001302600606,673.160514804333,590.532046774962
"199","1700028P15Rik",709.416835769575,808.872112874157,682.542596947228,756.767031746598,392.851497193494,480.051155054929,537.653668626804,485.402580182258
"200","1700029B22Rik",737.603805012817,849.87855556236,703.359978837938,787.733573258013,196.111679228881,487.206724515985,537.10465329523,491.850727821797
