"","gene","astrocytes","excitatory_neurons","fibro_cortex","inhibitory_neurons","microglia","mural","oligodendrocytes","opcs"
"181","1700025M24Rik",1033.4653561878,1151.54134732039,800.649324585999,925.261155516943,359.845729616387,369.688198984696,485.338132113586,718.393604759926
"182","1700025N23Rik",470.097081618404,613.98188883826,671.472397202682,655.851971159553,500.900216502617,417.652162549956,380.747814677302,597.001606198575
"183","1700026D11Rik",544.58578879036,819.066509827,684.055896901518,1115.19534323924,377.969840568658,370.70464064363,411.228260636802,622.936466202252
"184","1700026F02Rik",992.089346286371,917.147693596306,868.439761242387,698.364602553803,496.217592853979,491.455937986981,718.682202275695,647.020958991708
"185","1700026J14Rik",619.903256136454,330.874559022042,547.92193769378,602.184261227329,267.069577866678,272.696843483422,344.038039284059,909.868015751842
"186","1700027A15Rik",801.775154642353,689.74203816996,639.646938813512,822.152283978571,499.642261750914,458.208470215321,528.312050187905,1331.81073301729
"187","1700027F06Rik",915.734052636053,1035.43940050912,700.854778921357,814.742575178913,424.426272171768,417.80364560764,409.471710423325,621.034796674407
"188","1700027F09Rik",940.96719452073,790.807783350213,965.319028439483,846.291329862256,554.140970960261,548.173208758848,484.282312953205,660.917278602507
"189","1700027H10Rik",803.986362304116,797.335843203335,896.060535235965,804.009195587941,555.934312290348,557.128375734174,523.36745707648,708.288268393307
"190","1700027I24Rik",963.02819789322,462.701765177674,721.049211472947,1492.97811622039,256.046510729885,268.750829784853,846.076833789049,633.783352151043
"191","1700027J07Rik",948.743741667494,659.119292669812,739.086757656513,1403.03055262039,571.505252305474,567.688149243803,530.032407881078,657.625744454593
"192","1700028D13Rik",1030.83099065321,1143.01234064661,812.267150962183,927.867585417659,670.183460550747,664.137733222916,622.719709651154,722.416236902387
"193","1700028E10Rik",917.963629415877,928.307014449888,862.83245047767,925.852646308262,697.668921312897,530.648827625649,677.620730136856,940.025337818756
"194","1700028I16Rik",837.948312423017,1101.90097781364,637.783424660902,748.948154508498,519.831604361588,514.950713262953,762.154334288828,522.873274481194
"195","1700028J19Rik",532.214201897194,852.947519342961,1216.60960154953,1304.27964252724,526.959402540176,438.249460598772,770.567073832908,601.986669949417
"196","1700028K03Rik",952.448109670313,879.78063782472,844.794689957317,776.83696934509,529.357883188476,418.874330886861,605.850531889874,1117.01573038331
"197","1700028M03Rik",1047.99831200302,987.728199591685,728.172465353695,1357.75473272719,388.431814495829,381.462739675147,453.22916477802,651.482217433022
"198","1700028P14Rik",794.066195294841,925.792415809458,917.401942958678,904.712973669033,609.929560688502,541.934239494088,570.623167099478,780.098083124078
"199","1700028P15Rik",853.861009907609,967.11522468834,643.353363468467,755.629745550238,388.722718354974,384.175826567686,335.739874541091,570.050896650363
"200","1700029B22Rik",895.10978641209,1023.25317636852,657.499722660814,784.583563018519,217.443873864615,230.638850060911,352.125632797146,574.433893849215
