"","p_val","gene","diffexpressed","celltype"
"854",4.62795958559734e-139,"Castor2","DOWN","excitatory.neurons"
"855",5.46100773878166e-139,"Ripor2","DOWN","excitatory.neurons"
"856",7.75397066652809e-139,"Mgat5b","DOWN","excitatory.neurons"
"857",8.5104313599618e-139,"Pantr1","UP","excitatory.neurons"
"858",5.66098235033642e-138,"Slc17a7","DOWN","excitatory.neurons"
"859",5.80821198794549e-138,"Hes1","DOWN","excitatory.neurons"
"860",1.48127300739532e-137,"Nsg2","DOWN","excitatory.neurons"
"861",1.93241565781791e-137,"Cbfa2t3","DOWN","excitatory.neurons"
"862",6.75809724333551e-137,"Gm42439","UP","excitatory.neurons"
"863",1.10883999060697e-136,"Prkcg","DOWN","excitatory.neurons"
"864",1.50992352144249e-136,"Stxbp5l","UP","excitatory.neurons"
"865",7.22063935972536e-136,"Srcin1","DOWN","excitatory.neurons"
"866",1.78350043362933e-135,"Ksr1","DOWN","excitatory.neurons"
"867",9.97381996158968e-135,"Cacna1d","DOWN","excitatory.neurons"
"868",2.14991271459117e-134,"Cpeb1","DOWN","excitatory.neurons"
"869",2.23426350243872e-134,"Sbk1","DOWN","excitatory.neurons"
"870",4.1096972546594e-134,"A230004M16Rik","UP","excitatory.neurons"
"871",1.5222520600411e-133,"Dtnb","DOWN","excitatory.neurons"
"872",5.69501791598115e-133,"Auts2","UP","excitatory.neurons"
"873",9.36607281055044e-133,"Sept9","DOWN","excitatory.neurons"
"874",2.4811286818861e-132,"Diras2","UP","excitatory.neurons"
"875",8.41517289100086e-132,"Grik5","DOWN","excitatory.neurons"
"876",1.89079523046823e-131,"Nav2","DOWN","excitatory.neurons"
"877",2.45845526677369e-131,"Man1c1","DOWN","excitatory.neurons"
"878",4.15145582842789e-131,"Rhobtb2","DOWN","excitatory.neurons"
"879",7.59610443206677e-131,"Nuak1","DOWN","excitatory.neurons"
"880",2.33883963202371e-130,"Cntnap5a","DOWN","excitatory.neurons"
"881",8.71226757283334e-130,"Mrps6","DOWN","excitatory.neurons"
"882",1.05427031659409e-129,"9530059O14Rik","DOWN","excitatory.neurons"
"883",1.66803142493127e-128,"Dscam","DOWN","excitatory.neurons"
"884",5.67200918763491e-127,"4930473D10Rik","UP","excitatory.neurons"
"885",1.40239118884594e-126,"Ttc39c","DOWN","excitatory.neurons"
"886",3.39382837820975e-126,"Eml5","UP","excitatory.neurons"
"887",5.16640375230677e-126,"Adora1","DOWN","excitatory.neurons"
"888",1.81653700935222e-125,"Pdzrn3","UP","excitatory.neurons"
"889",2.26286457643078e-125,"Fhit","DOWN","excitatory.neurons"
"890",2.60860769617186e-125,"Dpf1","DOWN","excitatory.neurons"
"891",4.19438597011276e-125,"Add2","DOWN","excitatory.neurons"
"892",5.0851080578584e-125,"Rapgef2","DOWN","excitatory.neurons"
"893",1.01136608989942e-124,"Mbnl2","DOWN","excitatory.neurons"
"894",4.43031347716956e-123,"Acot7","DOWN","excitatory.neurons"
"895",5.30648725202312e-123,"Rybp","DOWN","excitatory.neurons"
"896",6.45689357814868e-123,"Rasal1","DOWN","excitatory.neurons"
"897",1.65848805821742e-122,"Scn3b","DOWN","excitatory.neurons"
"898",1.77612483365037e-122,"Gng2","DOWN","excitatory.neurons"
"899",1.91135721397922e-122,"Gm34237","DOWN","excitatory.neurons"
"900",4.92737687275834e-121,"Zdhhc14","DOWN","excitatory.neurons"
"901",1.13574426649666e-120,"Efr3b","DOWN","excitatory.neurons"
"902",3.57426360087434e-120,"Sez6l","DOWN","excitatory.neurons"
"903",2.45563935796579e-118,"Mbp","DOWN","excitatory.neurons"
"904",1.94435800173507e-117,"Camkk1","DOWN","excitatory.neurons"
"905",2.48797501532923e-117,"Unc5a","DOWN","excitatory.neurons"
"906",2.35234742981811e-116,"Pkig","DOWN","excitatory.neurons"
"907",3.98835262650244e-116,"Mef2d","DOWN","excitatory.neurons"
"908",9.63274890675998e-116,"Ptma","DOWN","excitatory.neurons"
"909",3.78823233689277e-115,"Rab15","DOWN","excitatory.neurons"
"910",2.39568264860189e-114,"Nrn1","UP","excitatory.neurons"
"911",2.81900154109693e-114,"Fam49a","DOWN","excitatory.neurons"
"912",3.32756300120541e-114,"Ago2","DOWN","excitatory.neurons"
"913",1.42006386297382e-113,"Lama2","UP","excitatory.neurons"
"914",3.03940997674761e-113,"Acap2","DOWN","excitatory.neurons"
"915",1.65135949869914e-112,"Agap1","DOWN","excitatory.neurons"
"916",1.99730131381954e-112,"Plxnd1","DOWN","excitatory.neurons"
"917",1.19735844589134e-111,"Tgfbr3","DOWN","excitatory.neurons"
"918",1.2358438309138e-111,"9630014M24Rik","UP","excitatory.neurons"
"919",1.58219906317705e-111,"Banp","DOWN","excitatory.neurons"
"920",1.9895121679969e-111,"Ank","DOWN","excitatory.neurons"
"921",3.37655673762027e-111,"Gm49678","DOWN","excitatory.neurons"
"922",4.61958433959398e-111,"Ube2b","DOWN","excitatory.neurons"
"923",4.67034744734968e-111,"Sh3gl3","DOWN","excitatory.neurons"
"924",1.18342909217014e-110,"Dgkg","DOWN","excitatory.neurons"
"925",1.23362527940891e-110,"Rtn1","DOWN","excitatory.neurons"
"926",4.34166658310312e-110,"Cdkl5","UP","excitatory.neurons"
"927",9.7414303075251e-110,"Sesn1","DOWN","excitatory.neurons"
"928",1.66324159631118e-109,"Traip","DOWN","excitatory.neurons"
"929",3.68948109744756e-109,"Stum","DOWN","excitatory.neurons"
"930",4.36964929092464e-109,"Kctd16","UP","excitatory.neurons"
"931",8.36482691363714e-109,"Snhg11","UP","excitatory.neurons"
"932",3.13202200126684e-108,"Kcnab2","DOWN","excitatory.neurons"
"933",3.46786897684342e-108,"Klf13","DOWN","excitatory.neurons"
"934",4.61128416657557e-108,"Crispld1","DOWN","excitatory.neurons"
"935",4.93480466949924e-108,"Kcnd2","UP","excitatory.neurons"
"936",7.24989988807124e-108,"Ski","DOWN","excitatory.neurons"
"937",8.20083752224949e-108,"Tmem38a","DOWN","excitatory.neurons"
"938",1.97068589471033e-107,"Scn1a","UP","excitatory.neurons"
"939",2.39782022151612e-107,"Klhl2","UP","excitatory.neurons"
"940",5.5739154538599e-107,"Rassf3","UP","excitatory.neurons"
"941",3.60067263170872e-106,"Hpcal4","DOWN","excitatory.neurons"
"942",4.88757090291345e-106,"Prdx6","DOWN","excitatory.neurons"
"943",5.69939758519583e-106,"Ociad2","DOWN","excitatory.neurons"
"944",8.62034579059804e-106,"Maml3","UP","excitatory.neurons"
"945",1.15991757919906e-105,"Adgra1","DOWN","excitatory.neurons"
"946",2.63962267612556e-105,"Pgm2l1","DOWN","excitatory.neurons"
"947",5.36821228780417e-105,"Rtn3","DOWN","excitatory.neurons"
"948",5.61094757382022e-105,"Sesn3","DOWN","excitatory.neurons"
"949",1.36991222284617e-104,"Ptms","DOWN","excitatory.neurons"
"950",1.37458043103579e-104,"Sdk1","DOWN","excitatory.neurons"
"951",1.93685346364569e-104,"Pde10a","UP","excitatory.neurons"
"952",2.8326810739895e-103,"Csnk1a1","DOWN","excitatory.neurons"
"953",2.90803297352612e-103,"Pde2a","DOWN","excitatory.neurons"
"954",2.97112274728316e-103,"Pxdn","DOWN","excitatory.neurons"
"955",1.41116265395071e-102,"Tcf4","UP","excitatory.neurons"
"956",2.05159791482125e-102,"Ubl3","DOWN","excitatory.neurons"
"957",8.19555778573884e-102,"Sort1","DOWN","excitatory.neurons"
"958",8.96556331946913e-102,"Adamts17","DOWN","excitatory.neurons"
"959",1.54290806143351e-101,"Anxa7","DOWN","excitatory.neurons"
"960",1.60991905630181e-101,"Sgcz","DOWN","excitatory.neurons"
"961",3.78525384999565e-101,"Sez6l2","DOWN","excitatory.neurons"
"962",4.1334526529269e-101,"Zfp407","UP","excitatory.neurons"
"963",4.56420300826671e-101,"Slit1","DOWN","excitatory.neurons"
"964",8.67294769882397e-101,"Vrk2","UP","excitatory.neurons"
"965",3.47213293658678e-100,"Sgsm1","DOWN","excitatory.neurons"
"966",3.5620518178628e-100,"Ptpre","DOWN","excitatory.neurons"
"967",1.25452749848476e-99,"Pgbd5","DOWN","excitatory.neurons"
"968",1.50294797073498e-99,"Spire1","DOWN","excitatory.neurons"
"969",2.11017034660796e-99,"Hdac7","DOWN","excitatory.neurons"
"970",5.07947015818882e-99,"Shc3","DOWN","excitatory.neurons"
"971",6.18138221646766e-99,"Ablim3","DOWN","excitatory.neurons"
"972",6.72393156258618e-99,"Tmsb10","DOWN","excitatory.neurons"
"973",9.18129935530552e-99,"Map4k3","DOWN","excitatory.neurons"
"974",1.64222283247889e-98,"Gm46367","UP","excitatory.neurons"
"975",3.37091369618835e-98,"Cadps2","UP","excitatory.neurons"
"976",3.42871558911273e-98,"Rnf165","DOWN","excitatory.neurons"
"977",3.63304459400401e-98,"Wls","UP","excitatory.neurons"
"978",4.01590589777614e-98,"2210408F21Rik","DOWN","excitatory.neurons"
"979",7.05777480503992e-98,"Tox3","DOWN","excitatory.neurons"
"980",8.16584105790058e-98,"Arhgap21","DOWN","excitatory.neurons"
"981",8.28740270672376e-98,"Mapk10","DOWN","excitatory.neurons"
"982",1.04418805397531e-97,"Rufy3","DOWN","excitatory.neurons"
"983",1.35390034160353e-97,"Prpf4b","UP","excitatory.neurons"
"984",3.19525822913015e-97,"Stat4","UP","excitatory.neurons"
"985",8.13388464771695e-97,"Cntnap2","UP","excitatory.neurons"
"986",9.01962217198981e-97,"Arpc2","DOWN","excitatory.neurons"
"987",1.53577183691347e-96,"Ahdc1","DOWN","excitatory.neurons"
"988",4.38633741984996e-96,"Tmsb4x","DOWN","excitatory.neurons"
"989",6.252697808614e-96,"Gm26691","DOWN","excitatory.neurons"
"990",8.90711315536157e-96,"Frmd4a","DOWN","excitatory.neurons"
"991",9.01669941075557e-96,"Syngr3","DOWN","excitatory.neurons"
"992",1.82066158971665e-95,"Rbm39","UP","excitatory.neurons"
"993",3.63687509424394e-95,"Aff2","DOWN","excitatory.neurons"
"994",4.11146008922615e-95,"Tnfrsf21","DOWN","excitatory.neurons"
"995",4.11918971885958e-95,"Pcdh1","DOWN","excitatory.neurons"
"996",5.18627454718499e-95,"Cdh2","DOWN","excitatory.neurons"
"997",8.55604109849207e-95,"Slc6a7","DOWN","excitatory.neurons"
"998",4.3595604834422e-94,"Spock2","DOWN","excitatory.neurons"
"999",1.17777830176428e-93,"Slc2a3","DOWN","excitatory.neurons"
"1000",3.44597605067693e-93,"Ctif","DOWN","excitatory.neurons"
"1001",4.58274736878278e-93,"Dlg1","UP","excitatory.neurons"
"1002",6.00730889303562e-93,"Elfn2","DOWN","excitatory.neurons"
"1003",1.06584047476603e-92,"Kirrel3","DOWN","excitatory.neurons"
"1004",1.21836516652062e-92,"Fry","DOWN","excitatory.neurons"
"1005",1.43449316072948e-92,"Sytl2","UP","excitatory.neurons"
"1006",2.37524216266551e-92,"Galnt16","DOWN","excitatory.neurons"
"1007",2.74004644308144e-92,"Lrrc4b","DOWN","excitatory.neurons"
"1008",3.02436114092834e-92,"Neurl1a","DOWN","excitatory.neurons"
"1009",4.95164327826866e-92,"Fam110b","DOWN","excitatory.neurons"
"1010",5.58662913177387e-92,"Gm41361","DOWN","excitatory.neurons"
"1011",5.91605632671547e-92,"Cmip","DOWN","excitatory.neurons"
"1012",1.38266765500837e-91,"Pak1","DOWN","excitatory.neurons"
"1013",1.45881271359174e-91,"Chrm1","DOWN","excitatory.neurons"
"1014",1.77148979899227e-91,"Akt3","UP","excitatory.neurons"
"1015",2.26519615703427e-91,"Aak1","DOWN","excitatory.neurons"
"1016",2.58975927019329e-91,"Mcf2l","DOWN","excitatory.neurons"
"1017",2.48767270602489e-90,"Tmem117","DOWN","excitatory.neurons"
"1018",2.52925130640559e-90,"Etl4","UP","excitatory.neurons"
"1019",2.92700892290429e-90,"Atp2b4","DOWN","excitatory.neurons"
"1020",4.34701702816932e-90,"Plekha6","DOWN","excitatory.neurons"
"1021",4.88628984820764e-90,"Mtmr12","DOWN","excitatory.neurons"
"1022",9.85897268178538e-90,"Cttnbp2","UP","excitatory.neurons"
"1023",1.0573624989376e-89,"Cadps","DOWN","excitatory.neurons"
"1024",1.30433389872302e-88,"Nyap2","UP","excitatory.neurons"
"1025",1.48111563206933e-88,"Sema4d","DOWN","excitatory.neurons"
"1026",1.54597040394331e-88,"Gtf2ird1","DOWN","excitatory.neurons"
"1027",1.86925233432963e-88,"Slc38a2","DOWN","excitatory.neurons"
"1028",3.76797179553587e-88,"Syt11","DOWN","excitatory.neurons"
"1029",5.76381942316318e-88,"Rab6b","DOWN","excitatory.neurons"
"1030",6.5661348011621e-88,"Pcdh15","UP","excitatory.neurons"
"1031",8.37843763566753e-88,"Fkbp1a","DOWN","excitatory.neurons"
"1032",1.56180056038693e-87,"Kcnip4","DOWN","excitatory.neurons"
"1033",5.6569522967332e-87,"Arhgap12","DOWN","excitatory.neurons"
"1034",1.01248538044027e-86,"Lpin2","DOWN","excitatory.neurons"
"1035",1.21946817554525e-86,"Per2","DOWN","excitatory.neurons"
"1036",2.97221304492299e-86,"C730002L08Rik","UP","excitatory.neurons"
"1037",4.610933538614e-86,"Selenow","DOWN","excitatory.neurons"
"1038",9.20830633346689e-86,"Kansl1","DOWN","excitatory.neurons"
"1039",1.38948809303723e-85,"Smad1","DOWN","excitatory.neurons"
"1040",1.3922103392192e-85,"Tub","DOWN","excitatory.neurons"
"1041",2.95845914273614e-85,"Snph","DOWN","excitatory.neurons"
"1042",3.37191734638275e-85,"Rgs17","DOWN","excitatory.neurons"
"1043",3.44002624970188e-85,"5330438D12Rik","UP","excitatory.neurons"
"1044",6.65216664284037e-85,"Crebzf","UP","excitatory.neurons"
"1045",1.17766985937816e-84,"Fam189a1","DOWN","excitatory.neurons"
"1046",2.9745263737025e-84,"Ankrd33b","DOWN","excitatory.neurons"
"1047",6.80496480144136e-84,"Ovol2","DOWN","excitatory.neurons"
"1048",8.21365177134464e-84,"Srpk2","DOWN","excitatory.neurons"
"1049",1.26479611164409e-83,"Mir124-2hg","UP","excitatory.neurons"
"1050",1.50005112909065e-83,"Ephb2","DOWN","excitatory.neurons"
"1051",1.82500103010671e-83,"Gm11418","UP","excitatory.neurons"
"1052",2.29933180107972e-83,"Upp2","DOWN","excitatory.neurons"
"1053",2.31599851918037e-83,"Sntb2","DOWN","excitatory.neurons"
"1054",2.51905833906993e-83,"Anxa6","DOWN","excitatory.neurons"
"1055",3.94368991874213e-83,"Hsph1","DOWN","excitatory.neurons"
"1056",8.14125683766631e-83,"Lrrc3b","DOWN","excitatory.neurons"
"1057",1.11954382986162e-82,"Eno1","DOWN","excitatory.neurons"
"1058",1.18080464951391e-82,"Wscd2","DOWN","excitatory.neurons"
"1059",2.271842380315e-82,"App","DOWN","excitatory.neurons"
"1060",4.12177034451503e-82,"Gm1043","DOWN","excitatory.neurons"
"1061",5.4010477577549e-82,"Mrtfa","DOWN","excitatory.neurons"
"1062",6.29450593222712e-82,"Kif1a","DOWN","excitatory.neurons"
"1063",2.00336099486562e-81,"Grid2","UP","excitatory.neurons"
"1064",4.2586822011763e-81,"Ankrd27","DOWN","excitatory.neurons"
"1065",3.33328345764705e-80,"Luc7l3","UP","excitatory.neurons"
"1066",4.9405750213816e-80,"Mapt","DOWN","excitatory.neurons"
"1067",6.01881847391574e-80,"Mvb12b","DOWN","excitatory.neurons"
"1068",6.12321544620264e-80,"Oip5os1","DOWN","excitatory.neurons"
"1069",1.19088415544396e-79,"Ncs1","DOWN","excitatory.neurons"
"1070",2.1034960775573e-79,"Cetn3","UP","excitatory.neurons"
"1071",2.21737146471748e-79,"Lrtm1","UP","excitatory.neurons"
"1072",3.3413017963778e-79,"Mmp17","DOWN","excitatory.neurons"
"1073",3.77580553177269e-79,"Ccdc85a","DOWN","excitatory.neurons"
"1074",6.54400970589696e-79,"Clvs1","DOWN","excitatory.neurons"
"1075",7.97167904179108e-79,"Fstl4","UP","excitatory.neurons"
"1076",1.07302152418312e-78,"Slc1a1","DOWN","excitatory.neurons"
"1077",1.37573772921352e-78,"Syn2","DOWN","excitatory.neurons"
"1078",4.62107512155763e-78,"Bcr","DOWN","excitatory.neurons"
"1079",4.88675970754026e-78,"Ssbp3","DOWN","excitatory.neurons"
"1080",8.94664218164458e-78,"Tiam1","DOWN","excitatory.neurons"
"1081",1.10950782139636e-77,"Ilf3","DOWN","excitatory.neurons"
"1082",3.94103143324864e-77,"Camk2n1","DOWN","excitatory.neurons"
"1083",4.14661964218644e-77,"Tanc1","DOWN","excitatory.neurons"
"1084",4.68547003924293e-77,"Gabbr1","DOWN","excitatory.neurons"
"1085",6.46318086953112e-77,"Gm43948","UP","excitatory.neurons"
"1086",8.89718321438957e-77,"Sept3","DOWN","excitatory.neurons"
"1087",1.04041665333677e-76,"Foxg1","UP","excitatory.neurons"
"1088",1.58683487046749e-76,"Abhd6","DOWN","excitatory.neurons"
"1089",1.6735321065321e-76,"Map6","DOWN","excitatory.neurons"
"1090",2.75166195655555e-76,"Bmerb1","DOWN","excitatory.neurons"
"1091",3.01655972001333e-76,"Camk2d","DOWN","excitatory.neurons"
"1092",3.29417362263496e-76,"Kif5a","DOWN","excitatory.neurons"
"1093",4.29631415949647e-76,"Mbnl1","DOWN","excitatory.neurons"
"1094",1.90522729773701e-75,"Mthfd1l","DOWN","excitatory.neurons"
"1095",2.64318400174947e-75,"Inpp4a","DOWN","excitatory.neurons"
"1096",3.12848487407766e-75,"Spred2","DOWN","excitatory.neurons"
"1097",3.1944601438437e-75,"Sobp","DOWN","excitatory.neurons"
"1098",3.65821124484334e-75,"Ahi1","UP","excitatory.neurons"
"1099",4.7979075823697e-75,"Gm5820","UP","excitatory.neurons"
"1100",7.17137829777636e-75,"Lrfn2","DOWN","excitatory.neurons"
"1101",8.43282902511173e-75,"E330009J07Rik","DOWN","excitatory.neurons"
"1102",1.60453633113567e-74,"Lypd1","DOWN","excitatory.neurons"
"1103",1.71601889282933e-74,"Scai","UP","excitatory.neurons"
"1104",2.37855624668265e-74,"Shank2","DOWN","excitatory.neurons"
"1105",2.62255512415733e-74,"Slc4a10","UP","excitatory.neurons"
"1106",4.36070013766481e-74,"Gse1","DOWN","excitatory.neurons"
"1107",6.84393738912796e-74,"Sema6a","DOWN","excitatory.neurons"
"1108",7.94404168232445e-74,"Rasgef1a","DOWN","excitatory.neurons"
"1109",8.12064611876209e-74,"Srgap2","DOWN","excitatory.neurons"
"1110",1.0816787431972e-73,"Myt1l","DOWN","excitatory.neurons"
"1111",2.63624372607576e-73,"Erc2","DOWN","excitatory.neurons"
"1112",3.48174110693498e-73,"Zbtb7c","DOWN","excitatory.neurons"
"1113",4.88968068906428e-73,"Kcnj3","UP","excitatory.neurons"
"1114",7.25507575312427e-73,"Crtc3","DOWN","excitatory.neurons"
"1115",9.59315134737489e-73,"Syt17","DOWN","excitatory.neurons"
"1116",9.60415596625976e-73,"Kcnh4","DOWN","excitatory.neurons"
"1117",1.05161894154224e-72,"Stox2","DOWN","excitatory.neurons"
"1118",1.22500647364616e-72,"Flnb","DOWN","excitatory.neurons"
"1119",1.26675921220191e-72,"Sntg1","UP","excitatory.neurons"
"1120",1.36383981173714e-72,"Ctnnb1","DOWN","excitatory.neurons"
"1121",1.73917649624471e-72,"Farp1","DOWN","excitatory.neurons"
"1122",2.96601995796329e-72,"Syt7","DOWN","excitatory.neurons"
"1123",3.21096388985149e-72,"Gm34544","UP","excitatory.neurons"
"1124",4.53835578351058e-72,"Cacna1c","DOWN","excitatory.neurons"
"1125",5.62103042696918e-72,"Wnk2","DOWN","excitatory.neurons"
"1126",6.981700672781e-72,"Nck2","DOWN","excitatory.neurons"
"1127",1.18299646650475e-71,"Ajap1","DOWN","excitatory.neurons"
"1128",1.4755388922804e-71,"Gm12940","DOWN","excitatory.neurons"
"1129",1.83632697705643e-71,"Gnao1","DOWN","excitatory.neurons"
"1130",1.91234176412552e-71,"Ap2b1","DOWN","excitatory.neurons"
"1131",1.92338710969559e-71,"Kif13a","DOWN","excitatory.neurons"
"1132",2.13590971735217e-71,"Kif1b","DOWN","excitatory.neurons"
"1133",2.17898039059031e-71,"Zfyve1","DOWN","excitatory.neurons"
"1134",2.84267364602499e-71,"Ctnnd2","DOWN","excitatory.neurons"
"1135",3.65360284991887e-71,"Fubp1","UP","excitatory.neurons"
"1136",4.22752041639505e-71,"Me1","DOWN","excitatory.neurons"
"1137",6.22791401716947e-71,"Med13l","DOWN","excitatory.neurons"
"1138",1.06063201641732e-70,"Cdh11","UP","excitatory.neurons"
"1139",1.89801003486908e-70,"Cyth3","DOWN","excitatory.neurons"
"1140",2.18414814045481e-70,"Unc13a","UP","excitatory.neurons"
"1141",2.73212028821829e-70,"Lrch1","DOWN","excitatory.neurons"
"1142",4.99739173567443e-70,"Rnf169","DOWN","excitatory.neurons"
"1143",7.2699722046002e-70,"Plppr1","DOWN","excitatory.neurons"
"1144",7.61128028350767e-70,"Rprml","DOWN","excitatory.neurons"
"1145",7.67421788964762e-70,"Dnajc3","DOWN","excitatory.neurons"
"1146",9.90057587422291e-70,"Nol4l","DOWN","excitatory.neurons"
"1147",1.02969813997917e-69,"Gm20275","UP","excitatory.neurons"
"1148",1.36130368392175e-69,"Sipa1l3","DOWN","excitatory.neurons"
"1149",1.44146775696585e-69,"Rbfox2","DOWN","excitatory.neurons"
"1150",1.79791405337588e-69,"Camk1","DOWN","excitatory.neurons"
"1151",3.59124492556116e-69,"Gm46102","DOWN","excitatory.neurons"
"1152",3.76269612319638e-69,"Frmd6","DOWN","excitatory.neurons"
"1153",6.70397693880836e-69,"Osbpl2","DOWN","excitatory.neurons"
"1154",9.96136446060591e-69,"Ywhaz","DOWN","excitatory.neurons"
"1155",1.03058730999428e-68,"Ina","DOWN","excitatory.neurons"
"1156",1.15129468505721e-68,"Zfand3","DOWN","excitatory.neurons"
"1157",1.39153647037252e-68,"Sorbs2os","UP","excitatory.neurons"
"1158",1.54591082761997e-68,"2900026A02Rik","DOWN","excitatory.neurons"
"1159",2.15362946424878e-68,"Sgcd","DOWN","excitatory.neurons"
"1160",2.3492003365536e-68,"Rilpl1","DOWN","excitatory.neurons"
"1161",3.08543259833086e-68,"Map2k1","DOWN","excitatory.neurons"
"1162",3.33690188038115e-68,"Elavl3","DOWN","excitatory.neurons"
"1163",5.52396433294306e-68,"Robo2","DOWN","excitatory.neurons"
"1164",6.45977946398438e-68,"5530401A14Rik","UP","excitatory.neurons"
"1165",6.85009910470579e-68,"Ranbp9","DOWN","excitatory.neurons"
"1166",7.97113194755753e-68,"Hunk","UP","excitatory.neurons"
"1167",9.99886090329215e-68,"Tmem196","UP","excitatory.neurons"
"1168",1.23952971472647e-67,"Arl6ip1","DOWN","excitatory.neurons"
"1169",1.25694760277817e-67,"Tspan14","DOWN","excitatory.neurons"
"1170",1.58297860382694e-67,"Dpp4","UP","excitatory.neurons"
"1171",1.74726929067276e-67,"Agap3","DOWN","excitatory.neurons"
"1172",2.65586236572187e-67,"Kcnc3","DOWN","excitatory.neurons"
"1173",5.73953774435309e-67,"Col23a1","DOWN","excitatory.neurons"
"1174",7.31641960634289e-67,"Ankfn1","DOWN","excitatory.neurons"
"1175",8.52232994787082e-67,"Bzw2","DOWN","excitatory.neurons"
"1176",1.66443210113815e-66,"Kcnip2","DOWN","excitatory.neurons"
"1177",1.73781474326852e-66,"Inpp4b","DOWN","excitatory.neurons"
"1178",2.06420527623712e-66,"Rfx7","DOWN","excitatory.neurons"
"1179",3.72558622360488e-66,"Rbm26","UP","excitatory.neurons"
"1180",3.73804836888558e-66,"Arhgef4","DOWN","excitatory.neurons"
"1181",4.22489437643823e-66,"Fhod3","DOWN","excitatory.neurons"
"1182",4.65242544580847e-66,"Sncb","DOWN","excitatory.neurons"
"1183",7.3126645123871e-66,"Itgb8","UP","excitatory.neurons"
"1184",1.94365264022424e-65,"Dpy19l1","UP","excitatory.neurons"
"1185",2.79916942072175e-65,"Xkr6","UP","excitatory.neurons"
"1186",3.1346579256086e-65,"Rtn4r","DOWN","excitatory.neurons"
"1187",3.80312582357259e-65,"Kcnn3","DOWN","excitatory.neurons"
"1188",4.72591533446738e-65,"Dlg4","DOWN","excitatory.neurons"
"1189",5.52975026574453e-65,"Serinc3","DOWN","excitatory.neurons"
"1190",6.98266277512935e-65,"Atp5md","DOWN","excitatory.neurons"
"1191",7.20080023199362e-65,"Wipf2","DOWN","excitatory.neurons"
"1192",1.10027282821637e-64,"Gria1","DOWN","excitatory.neurons"
"1193",1.30891079692919e-64,"Grb14","DOWN","excitatory.neurons"
"1194",1.33713907097024e-64,"Fbxl16","DOWN","excitatory.neurons"
"1195",1.36302001913229e-64,"Herc6","UP","excitatory.neurons"
"1196",1.45337276794753e-64,"Grik1","DOWN","excitatory.neurons"
"1197",3.37603293232073e-64,"3110039M20Rik","UP","excitatory.neurons"
"1198",3.38666774115529e-64,"Ablim1","DOWN","excitatory.neurons"
"1199",3.6683590028593e-64,"Hspb3","UP","excitatory.neurons"
"1200",3.7631538877675e-64,"Cpne7","DOWN","excitatory.neurons"
"1201",4.03693277000334e-64,"Gm36975","UP","excitatory.neurons"
"1202",4.63222529035616e-64,"Epn2","DOWN","excitatory.neurons"
"1203",6.18324855578865e-64,"Gng12","DOWN","excitatory.neurons"
"1204",1.43375589607439e-63,"Gm48530","UP","excitatory.neurons"
"1205",3.69998209498793e-63,"Prickle2","DOWN","excitatory.neurons"
"1206",5.50686699886002e-63,"Vsnl1","UP","excitatory.neurons"
"1207",1.5090473987391e-62,"Tent4b","DOWN","excitatory.neurons"
"1208",1.68596610194402e-62,"Smurf1","DOWN","excitatory.neurons"
"1209",1.77453503019104e-62,"Gm48091","UP","excitatory.neurons"
"1210",1.84474324080442e-62,"Nrxn3","UP","excitatory.neurons"
"1211",2.22002121337087e-62,"Hivep3","DOWN","excitatory.neurons"
"1212",2.32137651365434e-62,"Psd","DOWN","excitatory.neurons"
"1213",2.88423997579545e-62,"Tnik","DOWN","excitatory.neurons"
"1214",3.86603445301503e-62,"Arhgef11","DOWN","excitatory.neurons"
"1215",1.34574336775014e-61,"Cbarp","DOWN","excitatory.neurons"
"1216",1.37479708158661e-61,"Fbxo41","DOWN","excitatory.neurons"
"1217",1.41995101902343e-61,"Rnf115","DOWN","excitatory.neurons"
"1218",2.04504400179141e-61,"Uvrag","DOWN","excitatory.neurons"
"1219",5.05861335482816e-61,"Mllt3","DOWN","excitatory.neurons"
"1220",5.23470016974567e-61,"Hipk3","UP","excitatory.neurons"
"1221",6.07197498984786e-61,"Gtdc1","UP","excitatory.neurons"
"1222",7.45596921074848e-61,"Rere","DOWN","excitatory.neurons"
"1223",7.61708251369313e-61,"Fbxw7","UP","excitatory.neurons"
"1224",9.79209829612313e-61,"Lrch3","DOWN","excitatory.neurons"
"1225",1.06710306102873e-60,"Prkd1","UP","excitatory.neurons"
"1226",1.39391869592626e-60,"Olfm1","DOWN","excitatory.neurons"
"1227",1.69282023422732e-60,"1700025G04Rik","DOWN","excitatory.neurons"
"1228",1.96827553773805e-60,"Zeb1","DOWN","excitatory.neurons"
"1229",1.9991403390513e-60,"Rab31","DOWN","excitatory.neurons"
"1230",2.43908286665315e-60,"Tbc1d24","DOWN","excitatory.neurons"
"1231",2.94016285650168e-60,"Gtf3c1","DOWN","excitatory.neurons"
"1232",3.49074036490572e-60,"Cabp1","DOWN","excitatory.neurons"
"1233",3.6201864692236e-60,"Gm15997","UP","excitatory.neurons"
"1234",6.23800763016987e-60,"Slc24a4","DOWN","excitatory.neurons"
"1235",6.26369570136442e-60,"2900097C17Rik","DOWN","excitatory.neurons"
"1236",8.84727816407567e-60,"Slc4a4","UP","excitatory.neurons"
"1237",9.6217132084117e-60,"Ndrg4","DOWN","excitatory.neurons"
