"","p_val","gene","diffexpressed","celltype"
"2693",0.00922017636934173,"Gm13883","DOWN","opcs"
"2694",0.00924451389895429,"Nus1","DOWN","opcs"
"2695",0.00927331034687118,"Cant1","DOWN","opcs"
"2696",0.00928769839753149,"Myo16","UP","opcs"
"2697",0.00930758341836,"Chchd2","DOWN","opcs"
"2698",0.00931694347486906,"Snx3","DOWN","opcs"
"2699",0.00934552777406297,"Fam214a","DOWN","opcs"
"2700",0.00938434864733196,"Rnf130","DOWN","opcs"
"2701",0.00941871480379198,"Celf2","UP","opcs"
"2702",0.00942543451802298,"Morf4l1","DOWN","opcs"
"2703",0.00948674069748933,"1700047M11Rik","DOWN","opcs"
"2704",0.00948864239149269,"Has2","DOWN","opcs"
"2705",0.00949553082781958,"Kcnq3","DOWN","opcs"
"2706",0.00954557714156316,"Ube2e1","DOWN","opcs"
"2707",0.00964380034433702,"Ldlrad3","DOWN","opcs"
"2708",0.00967218810793921,"Hp1bp3","DOWN","opcs"
"2709",0.00975570650532988,"Parp1","DOWN","opcs"
"2710",0.00976572575080508,"Arpc1b","DOWN","opcs"
"2711",0.00983191272529286,"Sh3gl3","DOWN","opcs"
"2712",0.00986210978205311,"Ldb1","DOWN","opcs"
"2713",0.00990292477166903,"Akap10","DOWN","opcs"
"2714",0.00992933874177167,"Ppp1r37","DOWN","opcs"
"2715",0.00996148297788712,"Ezh2","DOWN","opcs"
"2716",1.13268746675707e-150,"Sgk1","DOWN","oligodendrocytes"
"2717",1.99050557820287e-139,"Zbtb16","DOWN","oligodendrocytes"
"2718",4.17775406519684e-71,"Tmod2","DOWN","oligodendrocytes"
"2719",1.05961815397195e-68,"Polr3e","DOWN","oligodendrocytes"
"2720",2.31274724557291e-68,"Adipor2","DOWN","oligodendrocytes"
"2721",2.06541621707997e-62,"Mobp","DOWN","oligodendrocytes"
"2722",9.20814559356014e-57,"Bcl2l1","DOWN","oligodendrocytes"
"2723",2.99637744044574e-52,"Map7d2","DOWN","oligodendrocytes"
"2724",4.39084945735493e-50,"Rcan2","DOWN","oligodendrocytes"
"2725",2.79693848628348e-48,"Fkbp5","DOWN","oligodendrocytes"
"2726",1.39756440839989e-42,"Arid5b","DOWN","oligodendrocytes"
"2727",2.56027445263525e-42,"Hecw2","DOWN","oligodendrocytes"
"2728",2.32161431453608e-38,"Mat2a","DOWN","oligodendrocytes"
"2729",7.66119704641189e-37,"Itpk1","DOWN","oligodendrocytes"
"2730",3.66381341925689e-34,"Mast4","DOWN","oligodendrocytes"
"2731",2.16548871522557e-32,"Map7","DOWN","oligodendrocytes"
"2732",1.34086247141828e-29,"Vmp1","DOWN","oligodendrocytes"
"2733",6.12400358982956e-28,"Eml1","UP","oligodendrocytes"
"2734",8.39523320979132e-28,"Klf13","DOWN","oligodendrocytes"
"2735",1.83107688641776e-27,"Mtmr2","DOWN","oligodendrocytes"
"2736",4.4628272386293e-27,"Ptpn11","DOWN","oligodendrocytes"
"2737",5.59844971825347e-27,"Pstpip2","DOWN","oligodendrocytes"
"2738",2.34600667934342e-25,"Per1","DOWN","oligodendrocytes"
"2739",5.92131761509276e-25,"Klf9","DOWN","oligodendrocytes"
"2740",6.11186545766878e-25,"Sox2ot","UP","oligodendrocytes"
"2741",6.1154821573236e-25,"Arrdc2","DOWN","oligodendrocytes"
"2742",9.84135465861732e-25,"Creb5","UP","oligodendrocytes"
"2743",1.28571728812626e-24,"Slc6a1","DOWN","oligodendrocytes"
"2744",1.67399805503491e-24,"Pip4k2a","DOWN","oligodendrocytes"
"2745",3.91277520394833e-24,"Elmo1","DOWN","oligodendrocytes"
"2746",4.71425494186669e-24,"Rab31","DOWN","oligodendrocytes"
"2747",6.6775945943162e-24,"Fnbp1","UP","oligodendrocytes"
"2748",1.45473920539725e-21,"Gatm","UP","oligodendrocytes"
"2749",1.6802878542671e-21,"Endod1","DOWN","oligodendrocytes"
"2750",5.64690193734415e-21,"Fam214a","DOWN","oligodendrocytes"
"2751",1.50398868696915e-20,"Plcl1","DOWN","oligodendrocytes"
"2752",5.93162861273217e-20,"Ankrd13a","DOWN","oligodendrocytes"
"2753",1.14917978046667e-19,"Trf","UP","oligodendrocytes"
"2754",4.88920988727571e-19,"Hdgfl2","DOWN","oligodendrocytes"
"2755",1.04856196163709e-18,"Ikzf2","DOWN","oligodendrocytes"
"2756",1.82669398189646e-18,"Plekha1","DOWN","oligodendrocytes"
"2757",4.321719392291e-18,"Dnm3","UP","oligodendrocytes"
"2758",5.03884371786895e-18,"Mast3","DOWN","oligodendrocytes"
"2759",7.88718717519677e-18,"Slc38a2","DOWN","oligodendrocytes"
"2760",8.97460444304582e-18,"Tnfaip6","DOWN","oligodendrocytes"
"2761",9.26070220587907e-18,"Daam2","DOWN","oligodendrocytes"
"2762",1.90773430172341e-17,"Hsph1","DOWN","oligodendrocytes"
"2763",2.359099761074e-17,"Zfp536","DOWN","oligodendrocytes"
"2764",4.26812989135902e-17,"Tob2","DOWN","oligodendrocytes"
"2765",5.0644613210302e-16,"Ssh2","DOWN","oligodendrocytes"
"2766",6.57563752426539e-16,"Stard13","DOWN","oligodendrocytes"
"2767",6.69791979936354e-16,"Sulf2","DOWN","oligodendrocytes"
"2768",1.66278821580872e-15,"Gm9895","DOWN","oligodendrocytes"
"2769",1.73990673608431e-15,"Slc8a1","DOWN","oligodendrocytes"
"2770",7.60849312491303e-15,"Otud7a","DOWN","oligodendrocytes"
"2771",8.25598786279555e-15,"Dbndd2","DOWN","oligodendrocytes"
"2772",9.89872787712174e-15,"Pdxk","DOWN","oligodendrocytes"
"2773",9.92991105599501e-15,"Unc5c","DOWN","oligodendrocytes"
"2774",1.34354475494272e-14,"Lzts2","DOWN","oligodendrocytes"
"2775",2.37638062995084e-14,"Arrdc3","DOWN","oligodendrocytes"
"2776",2.38108595061807e-14,"Nr1d2","DOWN","oligodendrocytes"
"2777",2.83591639024452e-14,"Cpm","DOWN","oligodendrocytes"
"2778",3.89579937789101e-14,"Ppp1r16b","DOWN","oligodendrocytes"
"2779",7.66194837843563e-14,"Sox10","UP","oligodendrocytes"
"2780",8.36546104333859e-14,"Jade2","DOWN","oligodendrocytes"
"2781",1.24347149730266e-13,"Dennd5b","DOWN","oligodendrocytes"
"2782",1.29394006340175e-13,"Glul","DOWN","oligodendrocytes"
"2783",1.43798085641424e-13,"Naa16","DOWN","oligodendrocytes"
"2784",1.4428946201763e-13,"Ddit4","DOWN","oligodendrocytes"
"2785",1.89749306341909e-13,"A330015K06Rik","DOWN","oligodendrocytes"
"2786",2.4736958011286e-13,"B3galt5","DOWN","oligodendrocytes"
"2787",2.86243285776161e-13,"Cdc37l1","DOWN","oligodendrocytes"
"2788",3.84429204076228e-13,"Agap1","DOWN","oligodendrocytes"
"2789",4.43439437386891e-13,"Mbp","DOWN","oligodendrocytes"
"2790",5.59216975234156e-13,"Klf15","DOWN","oligodendrocytes"
"2791",1.08072780685439e-12,"Kctd13","DOWN","oligodendrocytes"
"2792",1.58412035346965e-12,"Galnt16","DOWN","oligodendrocytes"
"2793",1.62938721233267e-12,"Slc22a23","UP","oligodendrocytes"
"2794",1.92951138681655e-12,"Htra1","DOWN","oligodendrocytes"
"2795",2.23173180909878e-12,"Cdr2","DOWN","oligodendrocytes"
"2796",2.80724199572112e-12,"Tef","DOWN","oligodendrocytes"
"2797",2.95443995591216e-12,"Gng12","DOWN","oligodendrocytes"
"2798",3.4795771802673e-12,"Dennd6a","DOWN","oligodendrocytes"
"2799",3.77362797137772e-12,"Kat2b","DOWN","oligodendrocytes"
"2800",7.70390573150026e-12,"Prkn","DOWN","oligodendrocytes"
"2801",8.25282291536848e-12,"Kcnip4","DOWN","oligodendrocytes"
"2802",9.57977867700703e-12,"Usp54","DOWN","oligodendrocytes"
"2803",9.73136496639391e-12,"Zdhhc20","DOWN","oligodendrocytes"
"2804",1.41837803779979e-11,"Fbxl5","DOWN","oligodendrocytes"
"2805",1.83959249652535e-11,"Bcat1","DOWN","oligodendrocytes"
"2806",2.14480777359958e-11,"Gm47283","UP","oligodendrocytes"
"2807",2.17622945732873e-11,"Slc15a2","DOWN","oligodendrocytes"
"2808",2.22070403889821e-11,"Itsn2","DOWN","oligodendrocytes"
"2809",2.22495619861209e-11,"Lamc1","DOWN","oligodendrocytes"
"2810",2.354873586212e-11,"P4ha1","DOWN","oligodendrocytes"
"2811",2.64166557073152e-11,"Cerk","DOWN","oligodendrocytes"
"2812",3.4529968962623e-11,"St3gal3","DOWN","oligodendrocytes"
"2813",4.56968344315928e-11,"Adam2","UP","oligodendrocytes"
"2814",6.52244319445199e-11,"Tubb3","DOWN","oligodendrocytes"
"2815",6.56283714576737e-11,"Kcna1","DOWN","oligodendrocytes"
"2816",8.0304654092397e-11,"Map4k5","DOWN","oligodendrocytes"
"2817",8.03324552653612e-11,"Ptprf","DOWN","oligodendrocytes"
"2818",8.08331900744173e-11,"Arhgap39","DOWN","oligodendrocytes"
"2819",1.08059558175991e-10,"Enah","DOWN","oligodendrocytes"
"2820",1.16274220965838e-10,"Tsc22d3","DOWN","oligodendrocytes"
"2821",1.22345307874631e-10,"Tmeff2","UP","oligodendrocytes"
"2822",1.52656642305605e-10,"Dnm2","DOWN","oligodendrocytes"
"2823",1.60003160186326e-10,"Pakap","DOWN","oligodendrocytes"
"2824",1.77699544764182e-10,"Emilin2","DOWN","oligodendrocytes"
"2825",2.86050302679347e-10,"Dusp16","UP","oligodendrocytes"
"2826",3.88660126800235e-10,"Bach2","UP","oligodendrocytes"
"2827",5.25631176587346e-10,"E330020D12Rik","DOWN","oligodendrocytes"
"2828",5.74589408274701e-10,"Man1a","DOWN","oligodendrocytes"
"2829",6.13627419650107e-10,"Pak2","DOWN","oligodendrocytes"
"2830",7.35243395589998e-10,"Zfp365","DOWN","oligodendrocytes"
"2831",7.86103712487316e-10,"Tbc1d5","DOWN","oligodendrocytes"
"2832",7.92467490040661e-10,"Zfp740","DOWN","oligodendrocytes"
"2833",8.55950776841063e-10,"Rhou","DOWN","oligodendrocytes"
"2834",9.1221851693135e-10,"Errfi1","DOWN","oligodendrocytes"
"2835",1.30464375454441e-09,"Mxi1","DOWN","oligodendrocytes"
"2836",1.68330079789978e-09,"Ranbp9","DOWN","oligodendrocytes"
"2837",2.30774938694081e-09,"Gm26917","DOWN","oligodendrocytes"
"2838",2.67813619245314e-09,"Plpbp","DOWN","oligodendrocytes"
"2839",2.80068606918618e-09,"Slc44a1","DOWN","oligodendrocytes"
"2840",3.0178462716343e-09,"Phyhipl","UP","oligodendrocytes"
"2841",3.16055177824072e-09,"Npepps","DOWN","oligodendrocytes"
"2842",4.61606701906555e-09,"Phactr4","DOWN","oligodendrocytes"
"2843",4.76597839093152e-09,"Zfp608","UP","oligodendrocytes"
"2844",5.57966849089773e-09,"Sh3rf1","DOWN","oligodendrocytes"
"2845",5.67242235903156e-09,"Trim2","UP","oligodendrocytes"
"2846",6.87912600247973e-09,"Pllp","UP","oligodendrocytes"
"2847",6.97300821581811e-09,"Il1rap","DOWN","oligodendrocytes"
"2848",7.10094565902233e-09,"Paqr8","DOWN","oligodendrocytes"
"2849",7.70759567339973e-09,"Sgk3","DOWN","oligodendrocytes"
"2850",8.92102159887705e-09,"Azin1","DOWN","oligodendrocytes"
"2851",1.07291736907516e-08,"Zfp276","DOWN","oligodendrocytes"
"2852",1.10740388286011e-08,"Mxd4","DOWN","oligodendrocytes"
"2853",1.11408526499205e-08,"Slc12a2","DOWN","oligodendrocytes"
"2854",1.17088089014603e-08,"Rap1gds1","DOWN","oligodendrocytes"
"2855",1.34593127649598e-08,"Stim1","DOWN","oligodendrocytes"
"2856",1.42516302466965e-08,"Aopep","UP","oligodendrocytes"
"2857",1.46237480581517e-08,"Strn","DOWN","oligodendrocytes"
"2858",1.72296886418663e-08,"Lrrn1","DOWN","oligodendrocytes"
"2859",2.00280969670007e-08,"Atp11a","DOWN","oligodendrocytes"
"2860",2.19062882563276e-08,"Tcf4","UP","oligodendrocytes"
"2861",2.20096034254927e-08,"Ubxn7","DOWN","oligodendrocytes"
"2862",2.23827769110712e-08,"Ptpdc1","DOWN","oligodendrocytes"
"2863",2.5838687413956e-08,"Csrnp3","DOWN","oligodendrocytes"
"2864",2.69376705073856e-08,"Rhpn2","DOWN","oligodendrocytes"
"2865",3.68906537951265e-08,"Opalin","UP","oligodendrocytes"
"2866",3.74763552474934e-08,"Frmd4b","UP","oligodendrocytes"
"2867",3.92520711766856e-08,"Ttll5","UP","oligodendrocytes"
"2868",4.25724934657248e-08,"Ralgps1","DOWN","oligodendrocytes"
"2869",4.3186571736549e-08,"Ptprk","DOWN","oligodendrocytes"
"2870",4.85301533144925e-08,"Ak3","DOWN","oligodendrocytes"
"2871",5.15113016739937e-08,"Inpp5j","DOWN","oligodendrocytes"
"2872",5.19013431993857e-08,"Snx24","DOWN","oligodendrocytes"
"2873",5.36403696013665e-08,"Neat1","UP","oligodendrocytes"
"2874",5.62514377417242e-08,"Bcas1","UP","oligodendrocytes"
"2875",5.99390540154607e-08,"Enpp2","UP","oligodendrocytes"
"2876",6.92469074769566e-08,"Znfx1","DOWN","oligodendrocytes"
"2877",8.21171645162627e-08,"Lrrc1","DOWN","oligodendrocytes"
"2878",9.86453072879589e-08,"Cisd2","DOWN","oligodendrocytes"
"2879",1.02727632035903e-07,"Ctdspl","DOWN","oligodendrocytes"
"2880",1.03445478595744e-07,"Cldn11","DOWN","oligodendrocytes"
"2881",1.05712327002396e-07,"Dnaja1","DOWN","oligodendrocytes"
"2882",1.1429684233771e-07,"Pcolce2","DOWN","oligodendrocytes"
"2883",1.26019972977463e-07,"Gpd1","DOWN","oligodendrocytes"
"2884",1.27847212301249e-07,"App","UP","oligodendrocytes"
"2885",1.40469926576249e-07,"Erlin2","DOWN","oligodendrocytes"
"2886",1.69340882394138e-07,"Nrg3","DOWN","oligodendrocytes"
"2887",1.79374536404753e-07,"Ppp2r3a","DOWN","oligodendrocytes"
"2888",1.82336418293656e-07,"Abl1","DOWN","oligodendrocytes"
"2889",1.93314920525317e-07,"Aplp2","DOWN","oligodendrocytes"
"2890",2.21156241306144e-07,"Slc25a13","DOWN","oligodendrocytes"
"2891",2.24357486646032e-07,"Pbx3","UP","oligodendrocytes"
"2892",2.37345163097648e-07,"Mvb12b","DOWN","oligodendrocytes"
"2893",2.74019584575625e-07,"Nrg1","DOWN","oligodendrocytes"
"2894",2.85876808194129e-07,"Elovl6","UP","oligodendrocytes"
"2895",3.17760382536394e-07,"9330159F19Rik","DOWN","oligodendrocytes"
"2896",3.30949399339002e-07,"Ccdc50","DOWN","oligodendrocytes"
"2897",3.55270267918395e-07,"Mink1","DOWN","oligodendrocytes"
"2898",3.84825367267867e-07,"Zcchc2","DOWN","oligodendrocytes"
"2899",3.87668655954156e-07,"C130071C03Rik","UP","oligodendrocytes"
"2900",4.05807056556637e-07,"Smox","DOWN","oligodendrocytes"
"2901",4.19913438602791e-07,"Mt1","DOWN","oligodendrocytes"
"2902",4.46139003195118e-07,"Hip1","DOWN","oligodendrocytes"
"2903",4.68680844009674e-07,"Ppp1r13b","DOWN","oligodendrocytes"
"2904",5.16400258549612e-07,"Txndc16","DOWN","oligodendrocytes"
"2905",5.30716277099666e-07,"Oxr1","DOWN","oligodendrocytes"
"2906",5.49194873872518e-07,"Nde1","DOWN","oligodendrocytes"
"2907",5.49671625110842e-07,"Pkp4","DOWN","oligodendrocytes"
"2908",5.86961738893343e-07,"Gpt2","DOWN","oligodendrocytes"
"2909",7.76925367475226e-07,"Amer2","DOWN","oligodendrocytes"
"2910",8.32350739915112e-07,"Ddr1","UP","oligodendrocytes"
"2911",8.36420050311073e-07,"Nufip2","DOWN","oligodendrocytes"
"2912",8.52779912786596e-07,"Mrps6","DOWN","oligodendrocytes"
"2913",9.47302179350652e-07,"Anln","DOWN","oligodendrocytes"
"2914",9.79992494569211e-07,"Cdc5l","DOWN","oligodendrocytes"
"2915",9.8268781713884e-07,"Rnf144a","DOWN","oligodendrocytes"
"2916",1.11739613420652e-06,"Scmh1","UP","oligodendrocytes"
"2917",1.1696835239674e-06,"Fxr1","DOWN","oligodendrocytes"
"2918",1.18409572362184e-06,"Zfand4","DOWN","oligodendrocytes"
"2919",1.20671681875739e-06,"Robo2","DOWN","oligodendrocytes"
"2920",1.21703054544991e-06,"Gm48678","DOWN","oligodendrocytes"
"2921",1.22885817786956e-06,"Spen","DOWN","oligodendrocytes"
"2922",1.31361466047983e-06,"Kctd3","DOWN","oligodendrocytes"
"2923",1.33176782796431e-06,"Ppil2","DOWN","oligodendrocytes"
"2924",1.40308365051594e-06,"S100pbp","DOWN","oligodendrocytes"
"2925",1.40733783250743e-06,"Sema6a","UP","oligodendrocytes"
"2926",1.41758755450492e-06,"Aak1","DOWN","oligodendrocytes"
"2927",1.44425741606892e-06,"Osbp","DOWN","oligodendrocytes"
"2928",1.56147318334852e-06,"Trim36","UP","oligodendrocytes"
"2929",1.64940236453707e-06,"Arhgap21","DOWN","oligodendrocytes"
"2930",1.67422703928668e-06,"Trmt13","DOWN","oligodendrocytes"
"2931",1.71511729036959e-06,"Hnrnpl","DOWN","oligodendrocytes"
"2932",1.71633355712729e-06,"Slc5a3","DOWN","oligodendrocytes"
"2933",2.04371339295993e-06,"Plaat3","DOWN","oligodendrocytes"
"2934",2.05213788146916e-06,"Mfn1","DOWN","oligodendrocytes"
"2935",2.0611414351227e-06,"Ahsa2","DOWN","oligodendrocytes"
"2936",2.28951655443024e-06,"Med21","DOWN","oligodendrocytes"
"2937",2.920902513999e-06,"Tmeff1","DOWN","oligodendrocytes"
"2938",3.03484892869478e-06,"Nt5c3","DOWN","oligodendrocytes"
"2939",3.09661271815377e-06,"Hspa4l","DOWN","oligodendrocytes"
"2940",3.2903856741431e-06,"D16Ertd472e","DOWN","oligodendrocytes"
"2941",3.73264864621565e-06,"Inpp5a","DOWN","oligodendrocytes"
"2942",3.79630151717397e-06,"Serf2","DOWN","oligodendrocytes"
"2943",4.38072277543513e-06,"Mtmr6","DOWN","oligodendrocytes"
"2944",4.40684523886772e-06,"E130308A19Rik","DOWN","oligodendrocytes"
"2945",4.41887266230225e-06,"Enoph1","DOWN","oligodendrocytes"
"2946",4.62034228007743e-06,"Herpud1","DOWN","oligodendrocytes"
"2947",5.32182370074002e-06,"Carhsp1","DOWN","oligodendrocytes"
"2948",5.4453358750024e-06,"Rtkn","DOWN","oligodendrocytes"
"2949",5.77858698595314e-06,"C030029H02Rik","UP","oligodendrocytes"
"2950",5.80089329643481e-06,"Ehbp1","DOWN","oligodendrocytes"
"2951",6.76188075635802e-06,"Elovl7","UP","oligodendrocytes"
"2952",6.83488401128302e-06,"Hsf2","DOWN","oligodendrocytes"
"2953",6.84159174791866e-06,"Snx1","DOWN","oligodendrocytes"
"2954",7.10289615861393e-06,"Maml3","UP","oligodendrocytes"
"2955",7.39943560283641e-06,"Mgat3","DOWN","oligodendrocytes"
"2956",7.60297144898609e-06,"C2cd2","DOWN","oligodendrocytes"
"2957",7.60928525976434e-06,"Ifrd1","DOWN","oligodendrocytes"
"2958",7.65647629701624e-06,"Rnf13","DOWN","oligodendrocytes"
"2959",7.75206932669574e-06,"Acap2","DOWN","oligodendrocytes"
"2960",7.80637681930342e-06,"Chordc1","DOWN","oligodendrocytes"
"2961",8.31157811534402e-06,"Rnf220","UP","oligodendrocytes"
"2962",8.94200342383738e-06,"Csad","DOWN","oligodendrocytes"
"2963",9.04953323250242e-06,"Dst","UP","oligodendrocytes"
"2964",9.2111038764842e-06,"Slc6a8","DOWN","oligodendrocytes"
"2965",9.42181344288334e-06,"Vapa","DOWN","oligodendrocytes"
"2966",9.42846083418932e-06,"Srgap1","UP","oligodendrocytes"
"2967",9.57270866349773e-06,"Gjc3","UP","oligodendrocytes"
"2968",9.67223672172774e-06,"Banp","DOWN","oligodendrocytes"
"2969",1.04727454152828e-05,"Edil3","DOWN","oligodendrocytes"
"2970",1.15624241788674e-05,"Pkm","DOWN","oligodendrocytes"
"2971",1.15977507449949e-05,"Gm42413","UP","oligodendrocytes"
"2972",1.2455334739276e-05,"Abhd17b","DOWN","oligodendrocytes"
"2973",1.34945322731462e-05,"Add1","DOWN","oligodendrocytes"
"2974",1.35598476780891e-05,"Cdh19","DOWN","oligodendrocytes"
"2975",1.35761513668938e-05,"Gm42418","DOWN","oligodendrocytes"
"2976",1.38137005577738e-05,"Arpc1b","DOWN","oligodendrocytes"
"2977",1.41448840515685e-05,"Epc1","DOWN","oligodendrocytes"
"2978",1.42394995147519e-05,"Rhoa","DOWN","oligodendrocytes"
"2979",1.46731480183828e-05,"Actb","UP","oligodendrocytes"
"2980",1.49553679940738e-05,"Erbin","UP","oligodendrocytes"
"2981",1.50697659415818e-05,"Prr5l","UP","oligodendrocytes"
"2982",1.51283843422781e-05,"Vps8","DOWN","oligodendrocytes"
"2983",1.52428863497146e-05,"Mir99ahg","UP","oligodendrocytes"
"2984",1.57057772737271e-05,"Fbn2","UP","oligodendrocytes"
"2985",1.57145734308398e-05,"Caprin1","DOWN","oligodendrocytes"
"2986",1.63860834996081e-05,"Tsc22d4","DOWN","oligodendrocytes"
"2987",1.7164217393323e-05,"Pla2g3","DOWN","oligodendrocytes"
"2988",1.72253801381366e-05,"Megf9","DOWN","oligodendrocytes"
"2989",1.80820833675315e-05,"Actn4","DOWN","oligodendrocytes"
"2990",1.80863873128993e-05,"8030462N17Rik","DOWN","oligodendrocytes"
"2991",1.81019755531216e-05,"Rcbtb1","DOWN","oligodendrocytes"
"2992",1.81254848097547e-05,"4931406P16Rik","DOWN","oligodendrocytes"
"2993",1.85266340765509e-05,"Yipf1","DOWN","oligodendrocytes"
"2994",1.86888111309729e-05,"Jam3","DOWN","oligodendrocytes"
"2995",1.91843891139909e-05,"Rttn","DOWN","oligodendrocytes"
"2996",1.93665869169546e-05,"Mag","UP","oligodendrocytes"
"2997",1.97007339611052e-05,"Csnk1g3","DOWN","oligodendrocytes"
"2998",2.11952686938382e-05,"Cnot3","DOWN","oligodendrocytes"
"2999",2.19461804390542e-05,"Ncam1","DOWN","oligodendrocytes"
"3000",2.21481221098317e-05,"Fam117b","DOWN","oligodendrocytes"
"3001",2.25132270688564e-05,"Stip1","DOWN","oligodendrocytes"
"3002",2.27655995661762e-05,"Appbp2","DOWN","oligodendrocytes"
"3003",2.35502896508445e-05,"Spock3","UP","oligodendrocytes"
"3004",2.44532932675329e-05,"Mcam","UP","oligodendrocytes"
"3005",2.54483824625848e-05,"Psap","DOWN","oligodendrocytes"
"3006",2.78109535240367e-05,"Glcci1","UP","oligodendrocytes"
"3007",2.81553796944006e-05,"Fnip2","DOWN","oligodendrocytes"
"3008",2.83942699253991e-05,"1500004A13Rik","UP","oligodendrocytes"
"3009",3.06596867030311e-05,"Slc49a4","DOWN","oligodendrocytes"
"3010",3.11549038325094e-05,"Camk1d","DOWN","oligodendrocytes"
"3011",3.16631112493965e-05,"Rufy3","DOWN","oligodendrocytes"
"3012",3.17866378612327e-05,"Dscaml1","DOWN","oligodendrocytes"
"3013",3.32737484660176e-05,"Rasal1","DOWN","oligodendrocytes"
"3014",3.34934644602901e-05,"Hagh","DOWN","oligodendrocytes"
"3015",3.36282007973114e-05,"D10Wsu102e","DOWN","oligodendrocytes"
"3016",3.6680623053806e-05,"Lpar1","UP","oligodendrocytes"
"3017",3.75922150684422e-05,"Cyth1","DOWN","oligodendrocytes"
"3018",3.83815425347569e-05,"Sytl2","UP","oligodendrocytes"
"3019",3.84477172566197e-05,"Adam9","DOWN","oligodendrocytes"
"3020",3.8900771268125e-05,"Ints6","DOWN","oligodendrocytes"
"3021",3.97009060407915e-05,"Tmem219","DOWN","oligodendrocytes"
"3022",3.98971708496629e-05,"Nfxl1","DOWN","oligodendrocytes"
"3023",4.4327852826469e-05,"Lcor","DOWN","oligodendrocytes"
"3024",4.45532123011973e-05,"Rapgef2","DOWN","oligodendrocytes"
"3025",4.45667558668571e-05,"Nrxn2","DOWN","oligodendrocytes"
"3026",4.50540922359351e-05,"Bcar1","DOWN","oligodendrocytes"
"3027",4.54907152318253e-05,"Ube2k","DOWN","oligodendrocytes"
"3028",4.61041653431578e-05,"Adcy9","DOWN","oligodendrocytes"
"3029",4.67367416753108e-05,"Plekhh1","UP","oligodendrocytes"
"3030",4.76050004102669e-05,"Rab21","DOWN","oligodendrocytes"
"3031",4.8189395785808e-05,"Rsf1os1","DOWN","oligodendrocytes"
"3032",4.84298214646887e-05,"Ubn2","DOWN","oligodendrocytes"
"3033",4.84319981727699e-05,"Atp6v1g1","DOWN","oligodendrocytes"
"3034",4.8948844939274e-05,"Lonp2","DOWN","oligodendrocytes"
"3035",4.90142014888387e-05,"Ppp2r5a","UP","oligodendrocytes"
"3036",4.98045299771789e-05,"Gm49797","DOWN","oligodendrocytes"
"3037",5.03090134819739e-05,"Pgbd5","DOWN","oligodendrocytes"
"3038",5.17569351423129e-05,"Ppp3ca","UP","oligodendrocytes"
"3039",5.22800603166042e-05,"Elmsan1","DOWN","oligodendrocytes"
"3040",5.28566284971769e-05,"Ptges3","DOWN","oligodendrocytes"
"3041",5.42098000556764e-05,"Crk","DOWN","oligodendrocytes"
"3042",5.71614713017553e-05,"Rps6ka5","UP","oligodendrocytes"
"3043",5.79865404531713e-05,"Macf1","UP","oligodendrocytes"
"3044",6.1080781533356e-05,"Mob3b","UP","oligodendrocytes"
"3045",6.14349421913745e-05,"Shtn1","UP","oligodendrocytes"
"3046",6.15129309900835e-05,"Shisa4","UP","oligodendrocytes"
"3047",6.27797280712112e-05,"Dpy19l1","UP","oligodendrocytes"
"3048",6.29681160384451e-05,"Dgkd","DOWN","oligodendrocytes"
"3049",6.48100513040964e-05,"Galnt7","DOWN","oligodendrocytes"
"3050",6.58340518833774e-05,"Cdc42bpa","DOWN","oligodendrocytes"
"3051",6.79553400228193e-05,"Ell2","DOWN","oligodendrocytes"
"3052",6.87027873223147e-05,"Ypel2","UP","oligodendrocytes"
"3053",6.90345279009078e-05,"Cdip1","DOWN","oligodendrocytes"
"3054",7.36819010403818e-05,"Efnb3","UP","oligodendrocytes"
"3055",7.50247147132933e-05,"Dennd5a","UP","oligodendrocytes"
"3056",7.56082859604523e-05,"Gm4258","UP","oligodendrocytes"
"3057",7.61810382493448e-05,"Rragc","DOWN","oligodendrocytes"
"3058",7.65249026243991e-05,"Ugt8a","UP","oligodendrocytes"
"3059",7.82602949705133e-05,"Rab33b","DOWN","oligodendrocytes"
"3060",8.03680808173862e-05,"Phgdh","DOWN","oligodendrocytes"
"3061",8.06892072891188e-05,"Rsrp1","UP","oligodendrocytes"
"3062",8.27642577926784e-05,"Rybp","UP","oligodendrocytes"
"3063",8.41487717671304e-05,"Bcas1os2","UP","oligodendrocytes"
"3064",8.60278551317165e-05,"Tnni1","UP","oligodendrocytes"
"3065",8.72886438259805e-05,"Xrcc6","UP","oligodendrocytes"
"3066",8.95287558056442e-05,"Tma16","DOWN","oligodendrocytes"
"3067",9.83203611378006e-05,"Mta3","DOWN","oligodendrocytes"
"3068",0.000101239475658847,"B3galnt2","DOWN","oligodendrocytes"
"3069",0.000107368782902572,"Cct4","DOWN","oligodendrocytes"
"3070",0.000107993177748471,"D5Ertd579e","UP","oligodendrocytes"
"3071",0.000108420557986022,"Alcam","DOWN","oligodendrocytes"
"3072",0.000108864167979764,"Wipf2","DOWN","oligodendrocytes"
"3073",0.000110159860566747,"Selenow","DOWN","oligodendrocytes"
"3074",0.000111646549124192,"Hcn2","UP","oligodendrocytes"
"3075",0.000117372320917727,"Fth1","UP","oligodendrocytes"
"3076",0.000119113709271039,"Gigyf2","DOWN","oligodendrocytes"
"3077",0.000119799585964009,"Txnl1","DOWN","oligodendrocytes"
