"","p_val","gene","diffexpressed","celltype"
"1602",5.22018242140606e-07,"Fermt1","UP","CD.PC"
"1603",5.24012626680935e-07,"Arhgdib","UP","CD.PC"
"1604",5.33380737255955e-07,"Kmt5c","DOWN","CD.PC"
"1605",5.41243160583852e-07,"Klhl32","UP","CD.PC"
"1606",5.43184366773403e-07,"Dhcr24","UP","CD.PC"
"1607",5.58266536923032e-07,"Ccdc173","UP","CD.PC"
"1608",5.78384305400948e-07,"Mef2a","DOWN","CD.PC"
"1609",5.9075413019317e-07,"Ccs","UP","CD.PC"
"1610",6.03933436891063e-07,"Ctps","UP","CD.PC"
"1611",6.11035617261631e-07,"Lsm4","UP","CD.PC"
"1612",6.16586059270619e-07,"Ndufa12","UP","CD.PC"
"1613",6.20367395199314e-07,"Arhgef28","DOWN","CD.PC"
"1614",6.28019257643978e-07,"Lamtor5","UP","CD.PC"
"1615",6.40636190999995e-07,"Pawr","DOWN","CD.PC"
"1616",6.43020829844848e-07,"Nsd3","DOWN","CD.PC"
"1617",6.61997160209624e-07,"Mdh2","UP","CD.PC"
"1618",6.82285017970841e-07,"Hmgn3","UP","CD.PC"
"1619",6.8839920919691e-07,"Sltm","DOWN","CD.PC"
"1620",6.92706369184342e-07,"Ehf","DOWN","CD.PC"
"1621",6.99028549802596e-07,"2210408F21Rik","DOWN","CD.PC"
"1622",7.1075424147143e-07,"Cachd1","UP","CD.PC"
"1623",7.17905853716445e-07,"Zc3h7a","DOWN","CD.PC"
"1624",7.29246795896702e-07,"Ppat","UP","CD.PC"
"1625",7.33245876720243e-07,"Diaph1","DOWN","CD.PC"
"1626",7.3583463386995e-07,"Glud1","UP","CD.PC"
"1627",7.67352004423116e-07,"Arid1b","DOWN","CD.PC"
"1628",7.69586942176786e-07,"Gigyf2","DOWN","CD.PC"
"1629",7.70568530664226e-07,"Ocln","DOWN","CD.PC"
"1630",7.72562315520659e-07,"Hnf4a","UP","CD.PC"
"1631",7.74224319280646e-07,"Akap13","DOWN","CD.PC"
"1632",7.79190554062178e-07,"Kitl","DOWN","CD.PC"
"1633",8.01378792879821e-07,"Rufy3","DOWN","CD.PC"
"1634",8.10428505069324e-07,"Pank1","UP","CD.PC"
"1635",8.10866736810475e-07,"Ranbp2","DOWN","CD.PC"
"1636",8.13480749735492e-07,"Hsbp1","UP","CD.PC"
"1637",8.17890738782821e-07,"Ptar1","UP","CD.PC"
"1638",8.19071084067789e-07,"Smpdl3a","UP","CD.PC"
"1639",8.19567784979365e-07,"Slc22a7","UP","CD.PC"
"1640",8.20968347232964e-07,"Atp2b4","UP","CD.PC"
"1641",8.27858256217164e-07,"Klhl3","UP","CD.PC"
"1642",8.41947709248089e-07,"Gatad2b","DOWN","CD.PC"
"1643",8.4422980405761e-07,"Ildr1","UP","CD.PC"
"1644",8.50411988370391e-07,"Heg1","DOWN","CD.PC"
"1645",8.55887949566656e-07,"Ctsb","UP","CD.PC"
"1646",8.66160941331444e-07,"Mrpl57","UP","CD.PC"
"1647",8.69096315933473e-07,"Fah","UP","CD.PC"
"1648",8.75364361090133e-07,"Asah2","UP","CD.PC"
"1649",9.02937846962354e-07,"Myl12b","UP","CD.PC"
"1650",9.06402542238223e-07,"Sec61b","UP","CD.PC"
"1651",9.34167105185072e-07,"Stc1","DOWN","CD.PC"
"1652",9.3447517646546e-07,"Hebp1","UP","CD.PC"
"1653",9.44638771654506e-07,"Arhgap18","UP","CD.PC"
"1654",9.71420834765686e-07,"Platr21","UP","CD.PC"
"1655",9.79716021711569e-07,"Rpl23a","UP","CD.PC"
"1656",9.88383311587596e-07,"Zfp598","DOWN","CD.PC"
"1657",9.92024603916092e-07,"Rock1","DOWN","CD.PC"
"1658",1.02510125657408e-06,"Snx25","DOWN","CD.PC"
"1659",1.04385526972755e-06,"Susd1","UP","CD.PC"
"1660",1.06680248214967e-06,"Pspc1","DOWN","CD.PC"
"1661",1.07680161597164e-06,"Lgmn","UP","CD.PC"
"1662",1.09539893469914e-06,"Exoc2","UP","CD.PC"
"1663",1.09699358231644e-06,"Mettl7a2","UP","CD.PC"
"1664",1.1025253935799e-06,"Etf1","DOWN","CD.PC"
"1665",1.10750891728262e-06,"BC067074","UP","CD.PC"
"1666",1.11648900559888e-06,"Ap3s1","DOWN","CD.PC"
"1667",1.13226788699513e-06,"Ncam2","UP","CD.PC"
"1668",1.18606817877034e-06,"Ube2d2a","DOWN","CD.PC"
"1669",1.19223900605773e-06,"Lcor","DOWN","CD.PC"
"1670",1.1963137662986e-06,"Gpc6","UP","CD.PC"
"1671",1.21740136956429e-06,"Snrk","DOWN","CD.PC"
"1672",1.23259329490925e-06,"Map2k4","DOWN","CD.PC"
"1673",1.23847948888395e-06,"Gapvd1","DOWN","CD.PC"
"1674",1.26639407210362e-06,"Setd2","DOWN","CD.PC"
"1675",1.26726558452317e-06,"Cish","DOWN","CD.PC"
"1676",1.28302750171172e-06,"Hmgcs1","UP","CD.PC"
"1677",1.28532260430594e-06,"Erc1","DOWN","CD.PC"
"1678",1.28583364707847e-06,"Mrfap1","UP","CD.PC"
"1679",1.29002778270214e-06,"Fam107b","UP","CD.PC"
"1680",1.3016656798006e-06,"Commd10","UP","CD.PC"
"1681",1.30529762229098e-06,"Fuca2","UP","CD.PC"
"1682",1.30928926859366e-06,"Ino80","DOWN","CD.PC"
"1683",1.32895582688338e-06,"Hddc2","UP","CD.PC"
"1684",1.33033132789004e-06,"Hint2","UP","CD.PC"
"1685",1.3435474400257e-06,"Nufip2","DOWN","CD.PC"
"1686",1.36277741361032e-06,"Srrm1","DOWN","CD.PC"
"1687",1.36913731320777e-06,"Ppfia1","DOWN","CD.PC"
"1688",1.39660370073543e-06,"Stx5a","DOWN","CD.PC"
"1689",1.39741320577294e-06,"Rab3gap2","DOWN","CD.PC"
"1690",1.42063006259319e-06,"4632427E13Rik","UP","CD.PC"
"1691",1.42573960360878e-06,"Dlg1","DOWN","CD.PC"
"1692",1.45686619202434e-06,"Coa3","UP","CD.PC"
"1693",1.46959680983946e-06,"Vegfa","DOWN","CD.PC"
"1694",1.47017213921256e-06,"Ptpn13","DOWN","CD.PC"
"1695",1.48581283733558e-06,"Nisch","DOWN","CD.PC"
"1696",1.54404240663854e-06,"Fbrsl1","DOWN","CD.PC"
"1697",1.56367575365962e-06,"Znrf1","DOWN","CD.PC"
"1698",1.60531730223085e-06,"Tes","DOWN","CD.PC"
"1699",1.6057900653784e-06,"Nr3c2","UP","CD.PC"
"1700",1.66721487462863e-06,"Nmi","UP","CD.PC"
"1701",1.67187385796526e-06,"Prkcz","UP","CD.PC"
"1702",1.68080911019189e-06,"Srsf4","DOWN","CD.PC"
"1703",1.69780679009221e-06,"Ugdh","DOWN","CD.PC"
"1704",1.6997216853698e-06,"Pgm2l1","DOWN","CD.PC"
"1705",1.7217792950343e-06,"Abat","UP","CD.PC"
"1706",1.76130615981516e-06,"1110032A03Rik","UP","CD.PC"
"1707",1.78347094010311e-06,"Exoc6b","DOWN","CD.PC"
"1708",1.7902341097113e-06,"Ubr2","DOWN","CD.PC"
"1709",1.80973215235834e-06,"Gak","DOWN","CD.PC"
"1710",1.81552310775856e-06,"Ankhd1","DOWN","CD.PC"
"1711",1.82668655027792e-06,"Flnb","DOWN","CD.PC"
"1712",1.82756984871256e-06,"Glrx5","UP","CD.PC"
"1713",1.85307540041191e-06,"Tex9","UP","CD.PC"
"1714",1.86409482841005e-06,"Cep162","UP","CD.PC"
"1715",1.87705594653269e-06,"Ly6e","UP","CD.PC"
"1716",1.91120704415932e-06,"Thrap3","DOWN","CD.PC"
"1717",1.91799267338378e-06,"Jade1","DOWN","CD.PC"
"1718",1.93231535137992e-06,"Rap1gap","UP","CD.PC"
"1719",2.00211577467152e-06,"Car15","UP","CD.PC"
"1720",2.03897705505989e-06,"Rhoa","DOWN","CD.PC"
"1721",2.04748995338736e-06,"Srsf11","DOWN","CD.PC"
"1722",2.06357646321261e-06,"Laptm4a","UP","CD.PC"
"1723",2.10297798104757e-06,"H3f3a","UP","CD.PC"
"1724",2.10360587024429e-06,"Cdk5rap1","UP","CD.PC"
"1725",2.11578856798303e-06,"Krcc1","UP","CD.PC"
"1726",2.12830895465321e-06,"Polr3e","DOWN","CD.PC"
"1727",2.12975616511638e-06,"Usp37","DOWN","CD.PC"
"1728",2.13147041509491e-06,"Pgap1","DOWN","CD.PC"
"1729",2.14115394760754e-06,"Got2","UP","CD.PC"
"1730",2.15559193782651e-06,"Ccser1","DOWN","CD.PC"
"1731",2.18697543578931e-06,"Sox6","DOWN","CD.PC"
"1732",2.19272706058609e-06,"Tcf25","DOWN","CD.PC"
"1733",2.20514104317839e-06,"Pkm","UP","CD.PC"
"1734",2.22748684814378e-06,"Chp1","DOWN","CD.PC"
"1735",2.24284398552683e-06,"Pomp","UP","CD.PC"
"1736",2.26565730008179e-06,"Clybl","UP","CD.PC"
"1737",2.28825605349981e-06,"Dsp","DOWN","CD.PC"
"1738",2.32240324431114e-06,"Dalrd3","UP","CD.PC"
"1739",2.33554425740993e-06,"1500004A13Rik","UP","CD.PC"
"1740",2.33991009020414e-06,"Pid1","UP","CD.PC"
"1741",2.34182129285865e-06,"Atp5g2","UP","CD.PC"
"1742",2.36046994258065e-06,"Slc22a2","UP","CD.PC"
"1743",2.3708159378364e-06,"Ugt8a","DOWN","CD.PC"
"1744",2.3863243231795e-06,"Zfp36l1","UP","CD.PC"
"1745",2.39935293738583e-06,"Dazap1","DOWN","CD.PC"
"1746",2.4395843602144e-06,"Nfkbia","DOWN","CD.PC"
"1747",2.45962706318091e-06,"Washc3","UP","CD.PC"
"1748",2.48079412171295e-06,"Apeh","UP","CD.PC"
"1749",2.48807521462321e-06,"Hsd17b12","DOWN","CD.PC"
"1750",2.51354850846757e-06,"Mapk6","DOWN","CD.PC"
"1751",2.57370530354141e-06,"Iscu","UP","CD.PC"
"1752",2.61188903763815e-06,"Cltc","DOWN","CD.PC"
"1753",2.62706442236893e-06,"Esyt2","DOWN","CD.PC"
"1754",2.67176342872041e-06,"Sppl3","DOWN","CD.PC"
"1755",2.69753055056476e-06,"Kpna4","DOWN","CD.PC"
"1756",2.70651063682178e-06,"Cyp7b1","UP","CD.PC"
"1757",2.76891556580799e-06,"Ptpn23","DOWN","CD.PC"
"1758",2.84353742625925e-06,"Ghitm","UP","CD.PC"
"1759",2.84363363173051e-06,"Capza1","DOWN","CD.PC"
"1760",2.87553606596979e-06,"Usp4","DOWN","CD.PC"
"1761",2.89178182954273e-06,"Rab27a","UP","CD.PC"
"1762",2.91800466816801e-06,"Rybp","DOWN","CD.PC"
"1763",2.95542122926816e-06,"Nectin2","DOWN","CD.PC"
"1764",2.97324521316075e-06,"Mrps16","UP","CD.PC"
"1765",2.98273705235054e-06,"Cdh4","UP","CD.PC"
"1766",3.00742249931364e-06,"Fam110b","UP","CD.PC"
"1767",3.02087083519736e-06,"Fabp3","UP","CD.PC"
"1768",3.04130670319445e-06,"Zfp618","UP","CD.PC"
"1769",3.05875856718356e-06,"Phf14","UP","CD.PC"
"1770",3.07365765120553e-06,"Gsr","UP","CD.PC"
"1771",3.07709980319952e-06,"Tubb2a","UP","CD.PC"
"1772",3.11730707074798e-06,"Gcnt1","UP","CD.PC"
"1773",3.12269006856182e-06,"Plcb4","DOWN","CD.PC"
"1774",3.17119956129793e-06,"Rfk","UP","CD.PC"
"1775",3.17784762547988e-06,"Osbpl11","DOWN","CD.PC"
"1776",3.19041262288965e-06,"Hgd","UP","CD.PC"
"1777",3.20605397919934e-06,"Psme4","DOWN","CD.PC"
"1778",3.2352867005109e-06,"Cald1","UP","CD.PC"
"1779",3.26072025198424e-06,"3830406C13Rik","UP","CD.PC"
"1780",3.26176049568701e-06,"Wbp1l","DOWN","CD.PC"
"1781",3.30605810674079e-06,"Foxo3","DOWN","CD.PC"
"1782",3.31937685383144e-06,"Zfp827","UP","CD.PC"
"1783",3.3290725291132e-06,"Dop1b","DOWN","CD.PC"
"1784",3.36261240495536e-06,"Pigk","UP","CD.PC"
"1785",3.46312129787703e-06,"Nexmif","UP","CD.PC"
"1786",3.48482677150221e-06,"Vps37b","DOWN","CD.PC"
"1787",3.57694024642096e-06,"Uevld","UP","CD.PC"
"1788",3.60525871568971e-06,"Sec16a","DOWN","CD.PC"
"1789",3.6249840214642e-06,"Itch","DOWN","CD.PC"
"1790",3.66347422104644e-06,"Ipo7","DOWN","CD.PC"
"1791",3.76566603643543e-06,"Ift80","UP","CD.PC"
"1792",3.80796609482776e-06,"Gm15261","UP","CD.PC"
"1793",3.83850500498272e-06,"Pfkp","DOWN","CD.PC"
"1794",3.8615388554023e-06,"Kdm2b","UP","CD.PC"
"1795",3.90488012343188e-06,"Uqcrc2","UP","CD.PC"
"1796",3.92568105363338e-06,"Mfsd4b1","UP","CD.PC"
"1797",3.98917500122753e-06,"Cc2d2a","UP","CD.PC"
"1798",3.99738240867406e-06,"Ebf1","UP","CD.PC"
"1799",4.07759172460369e-06,"Creb3l2","UP","CD.PC"
"1800",4.18333767493242e-06,"Zfp131","DOWN","CD.PC"
"1801",4.19358006007303e-06,"Mrps24","UP","CD.PC"
"1802",4.20360448765439e-06,"Gab1","DOWN","CD.PC"
"1803",4.20983047558994e-06,"Vps13c","UP","CD.PC"
"1804",4.25725576049221e-06,"Gata3","UP","CD.PC"
"1805",4.27785044981303e-06,"Cep112","DOWN","CD.PC"
"1806",4.33295583905591e-06,"Ankrd13a","DOWN","CD.PC"
"1807",4.37801279702359e-06,"Slc25a3","UP","CD.PC"
"1808",4.49374131146888e-06,"Tent4a","DOWN","CD.PC"
"1809",4.54697434761662e-06,"Crk","DOWN","CD.PC"
"1810",4.59302640413618e-06,"Evi5","UP","CD.PC"
"1811",4.62649756034716e-06,"Rasa2","DOWN","CD.PC"
"1812",4.64409894005444e-06,"Slc25a39","UP","CD.PC"
"1813",4.68972066249569e-06,"Dock7","DOWN","CD.PC"
"1814",4.69179324007817e-06,"Smg1","DOWN","CD.PC"
"1815",4.77387049399414e-06,"Pnrc1","UP","CD.PC"
"1816",4.77991882786592e-06,"Gm15446","UP","CD.PC"
"1817",4.80062972477685e-06,"Snx2","DOWN","CD.PC"
"1818",4.81399666573927e-06,"Usp36","DOWN","CD.PC"
"1819",4.82534996338429e-06,"Btbd7","DOWN","CD.PC"
"1820",4.87772158349884e-06,"Hoxb7","UP","CD.PC"
"1821",4.89317142612844e-06,"Sdha","UP","CD.PC"
"1822",4.89695275207574e-06,"Ralgapa1","DOWN","CD.PC"
"1823",4.90937571700661e-06,"S100a11","UP","CD.PC"
"1824",4.95419075644233e-06,"Lpp","DOWN","CD.PC"
"1825",5.00504924988058e-06,"Rnf169","DOWN","CD.PC"
"1826",5.01492367381469e-06,"Irs2","DOWN","CD.PC"
"1827",5.05898520389947e-06,"Vmp1","DOWN","CD.PC"
"1828",5.06243884823609e-06,"Dcaf17","UP","CD.PC"
"1829",5.13099353164339e-06,"Slc35g1","UP","CD.PC"
"1830",5.19089852603874e-06,"Mboat7","DOWN","CD.PC"
"1831",5.34589368576933e-06,"Edf1","UP","CD.PC"
"1832",5.49568491252743e-06,"Pard6b","DOWN","CD.PC"
"1833",5.53170073621564e-06,"Bcam","UP","CD.PC"
"1834",5.60273845299022e-06,"Desi2","DOWN","CD.PC"
"1835",5.68190288234616e-06,"Arhgap6","UP","CD.PC"
"1836",5.73166634631431e-06,"Rmnd5b","DOWN","CD.PC"
"1837",5.74599821039064e-06,"Ddx50","DOWN","CD.PC"
"1838",5.75082633376778e-06,"Tiam1","DOWN","CD.PC"
"1839",5.76491962883415e-06,"Kcnq1","DOWN","CD.PC"
"1840",5.9182719785494e-06,"Snhg18","UP","CD.PC"
"1841",5.96971765755096e-06,"Orc3","UP","CD.PC"
"1842",5.97531294891962e-06,"Fndc3a","DOWN","CD.PC"
"1843",6.00779894332095e-06,"Pfdn5","UP","CD.PC"
"1844",6.01718737194022e-06,"Ranbp9","DOWN","CD.PC"
"1845",6.06163436236138e-06,"Otud7b","DOWN","CD.PC"
"1846",6.17405326388991e-06,"Camk2b","DOWN","CD.PC"
"1847",6.23793798623602e-06,"Eno1","UP","CD.PC"
"1848",6.32191999550882e-06,"Ethe1","DOWN","CD.PC"
"1849",6.38162883996723e-06,"5330438D12Rik","UP","CD.PC"
"1850",6.420668136053e-06,"Mier3","DOWN","CD.PC"
"1851",6.55761238412201e-06,"Micu2","UP","CD.PC"
"1852",6.64352720373262e-06,"Wdr35","UP","CD.PC"
"1853",6.70709358730203e-06,"Pkhd1","DOWN","CD.PC"
"1854",6.90340291897745e-06,"Enox2","UP","CD.PC"
"1855",6.91850374868475e-06,"Casc4","UP","CD.PC"
"1856",6.93737701957321e-06,"Acin1","DOWN","CD.PC"
"1857",6.98300703948803e-06,"Tmem126a","UP","CD.PC"
"1858",7.00965172349467e-06,"Pantr1","UP","CD.PC"
"1859",7.11434417766854e-06,"Impa2","UP","CD.PC"
"1860",7.22732355797088e-06,"Nt5e","UP","CD.PC"
"1861",7.28246588619905e-06,"Pcca","UP","CD.PC"
"1862",7.31003638237855e-06,"Dbt","UP","CD.PC"
"1863",7.33153678304875e-06,"Dennd4c","DOWN","CD.PC"
"1864",7.36407038578702e-06,"Ptpn14","DOWN","CD.PC"
"1865",7.37884741798674e-06,"Sh3tc1","UP","CD.PC"
"1866",7.48718042952413e-06,"Sdcbp","DOWN","CD.PC"
"1867",7.50439598058887e-06,"Acadvl","UP","CD.PC"
"1868",7.54585440057252e-06,"Arhgap23","DOWN","CD.PC"
"1869",7.5537987690226e-06,"Eps15l1","DOWN","CD.PC"
"1870",7.57300000812871e-06,"Ubqln4","DOWN","CD.PC"
"1871",7.63734768346033e-06,"Cnksr1","DOWN","CD.PC"
"1872",7.71546010446137e-06,"Mthfs","UP","CD.PC"
"1873",7.76198876509097e-06,"Tma7","UP","CD.PC"
"1874",7.79748093529988e-06,"Nup93","UP","CD.PC"
"1875",7.82519739074989e-06,"Rnf152","UP","CD.PC"
"1876",8.0160972975385e-06,"Tmem117","DOWN","CD.PC"
"1877",8.02874908649054e-06,"Suclg1","UP","CD.PC"
"1878",8.08130844100296e-06,"Gm1976","UP","CD.PC"
"1879",8.09358030753159e-06,"Gm47708","UP","CD.PC"
"1880",8.1471861089871e-06,"Mettl7a1","UP","CD.PC"
"1881",8.41247947005357e-06,"Zranb2","UP","CD.PC"
"1882",8.59593629568118e-06,"Mprip","DOWN","CD.PC"
"1883",8.77820987657754e-06,"Coq2","UP","CD.PC"
"1884",8.8267804712841e-06,"Pon2","UP","CD.PC"
"1885",8.86998642325574e-06,"Sorbs2os","UP","CD.PC"
"1886",8.97663872149823e-06,"Nphp1","UP","CD.PC"
"1887",9.02482895319168e-06,"Lamp2","UP","CD.PC"
"1888",9.03572542449014e-06,"Scpep1","UP","CD.PC"
"1889",9.21185449794577e-06,"Tmem229a","UP","CD.PC"
"1890",9.21408789696612e-06,"Qdpr","UP","CD.PC"
"1891",9.25530945033343e-06,"Zfr","DOWN","CD.PC"
"1892",9.29171177992341e-06,"Sh3bgrl","UP","CD.PC"
"1893",9.63102067667215e-06,"Kpna1","DOWN","CD.PC"
"1894",9.67363812932391e-06,"Coq3","UP","CD.PC"
"1895",9.70011200945653e-06,"Fhit","DOWN","CD.PC"
"1896",9.7122131188893e-06,"Txndc17","UP","CD.PC"
"1897",9.73789793511176e-06,"Tjp2","DOWN","CD.PC"
"1898",9.77324493870573e-06,"Ppp2r2d","DOWN","CD.PC"
"1899",9.99695596595029e-06,"Stambpl1","UP","CD.PC"
"1900",1.00238970990731e-05,"Ripk4","DOWN","CD.PC"
"1901",1.01156963512756e-05,"Ggnbp2","DOWN","CD.PC"
"1902",1.01902562563758e-05,"Tmem170b","DOWN","CD.PC"
"1903",1.02098516062974e-05,"Itgb6","UP","CD.PC"
"1904",1.03529743095429e-05,"Eps8","UP","CD.PC"
"1905",1.04435626384796e-05,"Hnrnpa0","UP","CD.PC"
"1906",1.05288162016931e-05,"Fbxo36","UP","CD.PC"
"1907",1.05515990249553e-05,"Mep1b","UP","CD.PC"
"1908",1.06288894901735e-05,"Mir22hg","DOWN","CD.PC"
"1909",1.0664799220656e-05,"Rassf5","DOWN","CD.PC"
"1910",1.08328430463796e-05,"Fxr2","DOWN","CD.PC"
"1911",1.08745705738253e-05,"Gm46218","UP","CD.PC"
"1912",1.08763148604891e-05,"Trp63","UP","CD.PC"
"1913",1.10123811689042e-05,"Ergic1","DOWN","CD.PC"
"1914",1.10438782985253e-05,"Dcaf11","DOWN","CD.PC"
"1915",1.11184625203083e-05,"Rdh16","UP","CD.PC"
"1916",1.13968197544766e-05,"BC004004","UP","CD.PC"
"1917",1.14220505582227e-05,"Smg7","DOWN","CD.PC"
"1918",1.14504416583127e-05,"Lrrfip1","DOWN","CD.PC"
"1919",1.16156674562545e-05,"Rbfox1","DOWN","CD.PC"
"1920",1.1692076656075e-05,"Me3","UP","CD.PC"
"1921",1.17163726330636e-05,"Psmb5","UP","CD.PC"
"1922",1.17198705503906e-05,"Zfp934","UP","CD.PC"
"1923",1.17795457066085e-05,"Cramp1l","DOWN","CD.PC"
"1924",1.18393495304917e-05,"Nr1h4","DOWN","CD.PC"
"1925",1.18634689385424e-05,"Lactb2","UP","CD.PC"
"1926",1.18865745072898e-05,"Capn15","DOWN","CD.PC"
"1927",1.20017149795183e-05,"Ube2f","DOWN","CD.PC"
"1928",1.20601920345934e-05,"Chn1","UP","CD.PC"
"1929",1.21221205305894e-05,"Ppp1r13b","DOWN","CD.PC"
"1930",1.23309549716003e-05,"Fbxl4","UP","CD.PC"
"1931",1.23756671349147e-05,"Exoc5","DOWN","CD.PC"
"1932",1.24600054597911e-05,"Bola3","UP","CD.PC"
"1933",1.29942782433361e-05,"Gk","DOWN","CD.PC"
"1934",1.32850846213021e-05,"Cd24a","UP","CD.PC"
"1935",1.35068767307332e-05,"Ncoa2","DOWN","CD.PC"
"1936",1.3673997082509e-05,"Tmco1","UP","CD.PC"
"1937",1.38161554327374e-05,"Zfp384","DOWN","CD.PC"
"1938",1.38442898411958e-05,"Zkscan3","DOWN","CD.PC"
"1939",1.38958269138052e-05,"Clasp1","DOWN","CD.PC"
"1940",1.39308014779412e-05,"Napa","DOWN","CD.PC"
"1941",1.42240497686402e-05,"Rnf19a","DOWN","CD.PC"
"1942",1.4288875706347e-05,"Riok3","DOWN","CD.PC"
"1943",1.43563314525341e-05,"Atraid","UP","CD.PC"
"1944",1.4423045828979e-05,"Dock6","DOWN","CD.PC"
"1945",1.44269164008865e-05,"Erbb4","DOWN","CD.PC"
"1946",1.44495514793573e-05,"Chd9","DOWN","CD.PC"
"1947",1.50453248818633e-05,"Dync1i2","DOWN","CD.PC"
"1948",1.51711892938972e-05,"Mgll","UP","CD.PC"
"1949",1.51826176090098e-05,"Ovol2","DOWN","CD.PC"
"1950",1.51879650308072e-05,"Pkp2","DOWN","CD.PC"
"1951",1.52398500015193e-05,"Arid2","DOWN","CD.PC"
"1952",1.54750082833628e-05,"Bcl9","UP","CD.PC"
"1953",1.55968361607947e-05,"Slc23a1","UP","CD.PC"
"1954",1.56762665900587e-05,"Mrps28","UP","CD.PC"
"1955",1.57821404898942e-05,"Tmem72","UP","CD.PC"
"1956",1.5782480609721e-05,"Ythdf3","DOWN","CD.PC"
"1957",1.58051610762427e-05,"Pex7","UP","CD.PC"
"1958",1.5974180349869e-05,"Gtpbp1","DOWN","CD.PC"
"1959",1.59759434258335e-05,"Anapc1","UP","CD.PC"
"1960",1.70484947979058e-05,"Smim5","UP","CD.PC"
"1961",1.71604717687001e-05,"Tbpl1","DOWN","CD.PC"
"1962",1.72201188752936e-05,"Lyst","UP","CD.PC"
"1963",1.73083597211226e-05,"Dvl1","DOWN","CD.PC"
"1964",1.7379186298068e-05,"Mrps14","UP","CD.PC"
"1965",1.82481318154091e-05,"Ppic","UP","CD.PC"
"1966",1.83629168390012e-05,"Slc7a8","UP","CD.PC"
"1967",1.83683854224549e-05,"F11r","DOWN","CD.PC"
"1968",1.88722200024893e-05,"Eif3k","UP","CD.PC"
"1969",1.93195519128756e-05,"9130230L23Rik","DOWN","CD.PC"
"1970",1.97849890163109e-05,"Dennd5a","DOWN","CD.PC"
"1971",1.98290648479634e-05,"Rtn4","DOWN","CD.PC"
"1972",2.02661014101794e-05,"Arih2","DOWN","CD.PC"
"1973",2.03055538019544e-05,"Btf3","UP","CD.PC"
"1974",2.04166441665037e-05,"Gpat4","DOWN","CD.PC"
"1975",2.04193437718283e-05,"Spata17","UP","CD.PC"
"1976",2.05379151655219e-05,"Slf1","UP","CD.PC"
"1977",2.07389812749212e-05,"Jpt2","UP","CD.PC"
"1978",2.10290743346998e-05,"Pias2","DOWN","CD.PC"
"1979",2.1113856494408e-05,"Col4a3bp","DOWN","CD.PC"
"1980",2.11210256287313e-05,"Ppm1l","DOWN","CD.PC"
"1981",2.12894940825805e-05,"Rbx1","UP","CD.PC"
"1982",2.13940970570456e-05,"Ppp2r2a","DOWN","CD.PC"
"1983",2.14832334486099e-05,"Chchd6","UP","CD.PC"
"1984",2.1850714894494e-05,"Psma4","UP","CD.PC"
"1985",2.18677840925625e-05,"Erbb3","DOWN","CD.PC"
"1986",2.20771448310071e-05,"Rapgef2","DOWN","CD.PC"
"1987",2.21957140488818e-05,"Rev3l","DOWN","CD.PC"
"1988",2.24833268542062e-05,"Zc3h8","UP","CD.PC"
"1989",2.27024408852113e-05,"Nubpl","UP","CD.PC"
"1990",2.270865983321e-05,"Ammecr1l","DOWN","CD.PC"
"1991",2.29984885152746e-05,"Nploc4","DOWN","CD.PC"
"1992",2.32904972990864e-05,"Anxa2","DOWN","CD.PC"
"1993",2.35127588264457e-05,"Cav1","DOWN","CD.PC"
"1994",2.36949251692615e-05,"Acsm2","UP","CD.PC"
"1995",2.37016287264101e-05,"Cobll1","DOWN","CD.PC"
"1996",2.40478858060096e-05,"Ube2d3","DOWN","CD.PC"
"1997",2.41170443944915e-05,"Mbd2","DOWN","CD.PC"
"1998",2.4147182864845e-05,"Pcsk7","DOWN","CD.PC"
"1999",2.42331498318495e-05,"Slc22a12","UP","CD.PC"
"2000",2.51957322939818e-05,"Zmym6","UP","CD.PC"
"2001",2.52845784699531e-05,"Sh3glb1","DOWN","CD.PC"
"2002",2.54011412318129e-05,"Mrpl52","UP","CD.PC"
"2003",2.5730280907194e-05,"Sdhb","UP","CD.PC"
"2004",2.62336704175905e-05,"Mpp1","UP","CD.PC"
"2005",2.62564553445264e-05,"Stk11","DOWN","CD.PC"
"2006",2.64887912742266e-05,"Cfl2","UP","CD.PC"
"2007",2.66652354559315e-05,"Galnt11","DOWN","CD.PC"
"2008",2.70799379020125e-05,"Sema3f","DOWN","CD.PC"
"2009",2.71612673061212e-05,"Hras","UP","CD.PC"
"2010",2.71837211308932e-05,"Cox7a2l","UP","CD.PC"
"2011",2.77957521986177e-05,"Smad4","DOWN","CD.PC"
"2012",2.92181316234946e-05,"Fgd6","DOWN","CD.PC"
"2013",2.94633350132287e-05,"Cavin2","UP","CD.PC"
"2014",2.94906384424228e-05,"Cdc42","DOWN","CD.PC"
"2015",2.99120616650092e-05,"Npm1","UP","CD.PC"
"2016",2.99184631601436e-05,"Selenof","UP","CD.PC"
"2017",3.00479481323484e-05,"Gm26618","UP","CD.PC"
"2018",3.01321405801498e-05,"Nt5c3","UP","CD.PC"
"2019",3.0536626302823e-05,"Ilf3","DOWN","CD.PC"
"2020",3.07762108669323e-05,"Sgcd","UP","CD.PC"
"2021",3.07966472338058e-05,"Golga4","DOWN","CD.PC"
"2022",3.10832247627014e-05,"Calb1","UP","CD.PC"
"2023",3.14138965396184e-05,"Rtn4ip1","UP","CD.PC"
