"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Fgf1",2.59484545426901e-185,0.279659948690894,0.338,0.209,8.37719906456208e-181,"heterozygous","Fgf1","excitatory.neurons"
"Lrrn2",6.41229204795671e-185,-0.227853393990009,0.533,0.695,2.07014436476234e-180,"heterozygous","Lrrn2","excitatory.neurons"
"Smad3",4.21066039744142e-184,-0.247950419539137,0.39,0.549,1.35936960270999e-179,"heterozygous","Smad3","excitatory.neurons"
"Gfod1",5.56323380630213e-183,-0.239018789443141,0.742,0.864,1.79603440202658e-178,"heterozygous","Gfod1","excitatory.neurons"
"Car4",6.47005681446733e-183,-0.188510259137254,0.174,0.313,2.08879314198263e-178,"heterozygous","Car4","excitatory.neurons"
"Ak5",5.44670301958206e-182,-0.291571909789042,0.724,0.834,1.75841360284187e-177,"heterozygous","Ak5","excitatory.neurons"
"Plcl2",5.7481514956034e-182,-0.256757978877994,0.854,0.924,1.8557332288406e-177,"heterozygous","Plcl2","excitatory.neurons"
"Sik2",7.14494859955384e-182,-0.239073168958478,0.621,0.77,2.30667520587996e-177,"heterozygous","Sik2","excitatory.neurons"
"Ptprd",4.66032365282946e-180,-0.189525175629195,0.999,0.999,1.50453888807946e-175,"heterozygous","Ptprd","excitatory.neurons"
"Pde8b",7.40072784686085e-180,0.32963974214874,0.892,0.876,2.38925097808056e-175,"heterozygous","Pde8b","excitatory.neurons"
"Smpd3",9.66955536642548e-179,-0.220875801588829,0.509,0.665,3.1217192544968e-174,"heterozygous","Smpd3","excitatory.neurons"
"Gabrg2",3.05039635911424e-178,0.312797774864152,0.869,0.848,9.8478996057644e-174,"heterozygous","Gabrg2","excitatory.neurons"
"Klf9",1.2961556636452e-172,-0.221928580515696,0.548,0.703,4.18450894451217e-168,"heterozygous","Klf9","excitatory.neurons"
"Ube3a",4.04475877839639e-172,0.2134921665713,0.994,0.992,1.30580992401749e-167,"heterozygous","Ube3a","excitatory.neurons"
"Brinp2",4.26113746332938e-172,-0.240710763495237,0.798,0.882,1.37566561866126e-167,"heterozygous","Brinp2","excitatory.neurons"
"Negr1",9.1864973702976e-172,-0.272704990856451,0.994,0.997,2.96576881102688e-167,"heterozygous","Negr1","excitatory.neurons"
"Zfp804b",4.66967313360939e-171,-0.429037818307275,0.273,0.423,1.50755727445446e-166,"heterozygous","Zfp804b","excitatory.neurons"
"Opcml",6.50652037106448e-171,0.216306699789231,0.998,0.998,2.10056503659446e-166,"heterozygous","Opcml","excitatory.neurons"
"Bhlhe40",4.38907405235393e-169,-0.152615953469216,0.168,0.304,1.41696866706194e-164,"heterozygous","Bhlhe40","excitatory.neurons"
"Tef",6.38079888030297e-165,-0.20107901976487,0.576,0.729,2.05997711051701e-160,"heterozygous","Tef","excitatory.neurons"
"Baiap2",1.17062041643943e-164,-0.238887957530227,0.806,0.896,3.77923095243306e-160,"heterozygous","Baiap2","excitatory.neurons"
"Bhlhe41",3.35231220182178e-164,-0.12376134308699,0.118,0.238,1.08226047123614e-159,"heterozygous","Bhlhe41","excitatory.neurons"
"Lyst",7.74701954704495e-163,-0.247396384429284,0.751,0.848,2.50104779056799e-158,"heterozygous","Lyst","excitatory.neurons"
"Fam49b",6.45397332120045e-161,-0.217113630632514,0.837,0.912,2.08360074701635e-156,"heterozygous","Fam49b","excitatory.neurons"
"Tll1",1.81522961458767e-160,0.179731917456849,0.147,0.058,5.86028728773482e-156,"heterozygous","Tll1","excitatory.neurons"
"Ptprn",7.58760044485376e-160,0.243748381597792,0.953,0.949,2.44958092761659e-155,"heterozygous","Ptprn","excitatory.neurons"
"Ciart",1.48713609631129e-159,-0.107741519681968,0.078,0.182,4.80107017333137e-155,"heterozygous","Ciart","excitatory.neurons"
"Galnt17",7.35942041590507e-159,-0.261938521387635,0.622,0.76,2.37591528707079e-154,"heterozygous","Galnt17","excitatory.neurons"
"Anks1",3.83641248404908e-157,-0.195236560728082,0.404,0.561,1.2385474063504e-152,"heterozygous","Anks1","excitatory.neurons"
"Trhde",2.29068942401928e-156,0.429729414107468,0.821,0.778,7.39526173650386e-152,"heterozygous","Trhde","excitatory.neurons"
"Gm21860",3.4614044056494e-156,0.176988421744853,0.166,0.074,1.11747979831985e-151,"heterozygous","Gm21860","excitatory.neurons"
"Adam2",5.88379163328424e-155,0.305038290580133,0.34,0.218,1.89952329088949e-150,"heterozygous","Adam2","excitatory.neurons"
"Gm15398",7.27660094778486e-154,0.606514800215996,0.594,0.51,2.34917784998287e-149,"heterozygous","Gm15398","excitatory.neurons"
"Mpc1",4.38271684517987e-153,-0.192393950177278,0.592,0.741,1.41491630629787e-148,"heterozygous","Mpc1","excitatory.neurons"
"Ppfia2",1.10981877956154e-152,0.26769861717374,0.977,0.975,3.58293894793648e-148,"heterozygous","Ppfia2","excitatory.neurons"
"Ankrd12",5.83113478901259e-152,-0.197118923740672,0.818,0.896,1.88252355528482e-147,"heterozygous","Ankrd12","excitatory.neurons"
"Nsf",1.12790420696555e-151,-0.200367089348765,0.885,0.936,3.64132594176757e-147,"heterozygous","Nsf","excitatory.neurons"
"Asap1",7.52671706051564e-151,0.208977975759878,0.978,0.975,2.42992533581687e-146,"heterozygous","Asap1","excitatory.neurons"
"Gas7",1.91609982992894e-150,-0.243009213247863,0.817,0.897,6.18593669094258e-146,"heterozygous","Gas7","excitatory.neurons"
"Lamc1",3.91115442522603e-150,-0.17816548510402,0.354,0.504,1.26267709463997e-145,"heterozygous","Lamc1","excitatory.neurons"
"Coro1c",2.31091200396471e-149,-0.138575306717469,0.203,0.338,7.46054831359966e-145,"heterozygous","Coro1c","excitatory.neurons"
"Trim2",4.11721423320292e-149,-0.228704466635236,0.835,0.902,1.32920144304723e-144,"heterozygous","Trim2","excitatory.neurons"
"Tcf20",1.82215035038266e-148,-0.198965335658082,0.832,0.903,5.88263019117537e-144,"heterozygous","Tcf20","excitatory.neurons"
"Lzts1",5.47142542396464e-148,-0.202648388846833,0.557,0.703,1.76639498387274e-143,"heterozygous","Lzts1","excitatory.neurons"
"Mir99ahg",8.36671627402572e-147,0.265855766519539,0.956,0.943,2.70111068190646e-142,"heterozygous","Mir99ahg","excitatory.neurons"
"Gm28175",2.92491753833582e-145,0.368859238344946,0.481,0.379,9.44280378076337e-141,"heterozygous","Gm28175","excitatory.neurons"
"Mid1",1.37113627838568e-144,0.199814669894122,0.313,0.199,4.42657636114031e-140,"heterozygous","Mid1","excitatory.neurons"
"Nrg3",1.26650394076943e-143,-0.112173270555355,0.998,0.997,4.08878132238003e-139,"heterozygous","Nrg3","excitatory.neurons"
"Sorcs3",3.11288444955753e-143,0.429482423309642,0.742,0.65,1.00496361569515e-138,"heterozygous","Sorcs3","excitatory.neurons"
"Cnksr2",3.46294409256872e-143,0.203336523010198,0.987,0.985,1.11797687084489e-138,"heterozygous","Cnksr2","excitatory.neurons"
"Sv2b",3.86290762979698e-143,-0.190170750837979,0.922,0.955,1.24710109920366e-138,"heterozygous","Sv2b","excitatory.neurons"
"Adra1a",4.55187481837222e-143,0.250279722331704,0.311,0.198,1.46952726636329e-138,"heterozygous","Adra1a","excitatory.neurons"
"Sntg2",1.12224411427583e-142,-0.206582035658583,0.21,0.336,3.62305289852809e-138,"heterozygous","Sntg2","excitatory.neurons"
"Diaph1",5.02199619135017e-141,-0.174438505689149,0.348,0.496,1.62130125041549e-136,"heterozygous","Diaph1","excitatory.neurons"
"Gm13561",1.80952909624258e-140,0.213464497721303,0.207,0.111,5.84188373430953e-136,"heterozygous","Gm13561","excitatory.neurons"
"Nptx1",1.01586048657003e-139,-0.201188759074467,0.415,0.565,3.2796039948427e-135,"heterozygous","Nptx1","excitatory.neurons"
"Castor2",4.62795958559734e-139,-0.157646769703883,0.344,0.495,1.49409047261424e-134,"heterozygous","Castor2","excitatory.neurons"
"Ripor2",5.46100773878166e-139,-0.240250628037699,0.511,0.647,1.76303173838827e-134,"heterozygous","Ripor2","excitatory.neurons"
"Mgat5b",7.75397066652809e-139,-0.181221511541911,0.306,0.446,2.50329188998193e-134,"heterozygous","Mgat5b","excitatory.neurons"
"Pantr1",8.5104313599618e-139,0.344464944043951,0.606,0.532,2.74750766025007e-134,"heterozygous","Pantr1","excitatory.neurons"
"Slc17a7",5.66098235033642e-138,-0.197137067568474,0.913,0.954,1.82759154198261e-133,"heterozygous","Slc17a7","excitatory.neurons"
"Hes1",5.80821198794549e-138,-0.139583266545073,0.105,0.208,1.87512315818832e-133,"heterozygous","Hes1","excitatory.neurons"
"Nsg2",1.48127300739532e-137,-0.202345292866713,0.603,0.734,4.78214177707506e-133,"heterozygous","Nsg2","excitatory.neurons"
"Cbfa2t3",1.93241565781791e-137,-0.137106613254801,0.2,0.33,6.23861070969934e-133,"heterozygous","Cbfa2t3","excitatory.neurons"
"Gm42439",6.75809724333551e-137,0.323640304795728,0.66,0.592,2.18178411403844e-132,"heterozygous","Gm42439","excitatory.neurons"
"Prkcg",1.10883999060697e-136,-0.260976584792493,0.453,0.579,3.57977902567554e-132,"heterozygous","Prkcg","excitatory.neurons"
"Stxbp5l",1.50992352144249e-136,0.185898319456122,0.984,0.981,4.87463709662493e-132,"heterozygous","Stxbp5l","excitatory.neurons"
"Srcin1",7.22063935972536e-136,-0.190056177192957,0.866,0.928,2.33111121089373e-131,"heterozygous","Srcin1","excitatory.neurons"
"Ksr1",1.78350043362933e-135,-0.176593781222923,0.351,0.497,5.75785279992891e-131,"heterozygous","Ksr1","excitatory.neurons"
"Cacna1d",9.97381996158968e-135,-0.19610737155119,0.921,0.959,3.21994803639961e-130,"heterozygous","Cacna1d","excitatory.neurons"
"Cpeb1",2.14991271459117e-134,-0.209549167513316,0.625,0.75,6.94077820778614e-130,"heterozygous","Cpeb1","excitatory.neurons"
"Sbk1",2.23426350243872e-134,-0.106055487217627,0.109,0.213,7.21309629127316e-130,"heterozygous","Sbk1","excitatory.neurons"
"A230004M16Rik",4.1096972546594e-134,0.26442619790324,0.55,0.46,1.32677466169424e-129,"heterozygous","A230004M16Rik","excitatory.neurons"
"Dtnb",1.5222520600411e-133,-0.220270708481979,0.82,0.892,4.91443855063669e-129,"heterozygous","Dtnb","excitatory.neurons"
"Auts2",5.69501791598115e-133,0.222937073114014,0.986,0.981,1.83857958399535e-128,"heterozygous","Auts2","excitatory.neurons"
"Sept9",9.36607281055044e-133,-0.138043931991336,0.224,0.355,3.0237429461581e-128,"heterozygous","Sept9","excitatory.neurons"
"Diras2",2.4811286818861e-132,0.26032951136524,0.511,0.407,8.0100758366011e-128,"heterozygous","Diras2","excitatory.neurons"
"Grik5",8.41517289100086e-132,-0.197198019767313,0.74,0.843,2.71675441613072e-127,"heterozygous","Grik5","excitatory.neurons"
"Nav2",1.89079523046823e-131,-0.160001232069424,0.978,0.985,6.10424332204363e-127,"heterozygous","Nav2","excitatory.neurons"
"Man1c1",2.45845526677369e-131,-0.205495419720704,0.334,0.465,7.93687698325219e-127,"heterozygous","Man1c1","excitatory.neurons"
"Rhobtb2",4.15145582842789e-131,-0.183507392614003,0.538,0.679,1.34025599964966e-126,"heterozygous","Rhobtb2","excitatory.neurons"
"Nuak1",7.59610443206677e-131,-0.178217639326779,0.454,0.602,2.45232635484844e-126,"heterozygous","Nuak1","excitatory.neurons"
"Cntnap5a",2.33883963202371e-130,-0.392580463868953,0.523,0.64,7.55070986802535e-126,"heterozygous","Cntnap5a","excitatory.neurons"
"Mrps6",8.71226757283334e-130,-0.126503759126117,0.206,0.332,2.81266846321352e-125,"heterozygous","Mrps6","excitatory.neurons"
"9530059O14Rik",1.05427031659409e-129,-0.278504704360889,0.749,0.831,3.40360629009235e-125,"heterozygous","9530059O14Rik","excitatory.neurons"
"Dscam",1.66803142493127e-128,-0.191236620722059,0.936,0.964,5.38507265224812e-124,"heterozygous","Dscam","excitatory.neurons"
"4930473D10Rik",5.67200918763491e-127,0.28858929766359,0.326,0.224,1.83115144613606e-122,"heterozygous","4930473D10Rik","excitatory.neurons"
"Ttc39c",1.40239118884594e-126,-0.127369583715437,0.201,0.324,4.52747971407023e-122,"heterozygous","Ttc39c","excitatory.neurons"
"Eml5",3.39382837820975e-126,0.208512157936859,0.939,0.939,1.09566355362123e-121,"heterozygous","Eml5","excitatory.neurons"
"Adora1",5.16640375230677e-126,-0.156462579867148,0.292,0.427,1.66792178739472e-121,"heterozygous","Adora1","excitatory.neurons"
"Pdzrn3",1.81653700935222e-125,0.386721987983431,0.742,0.697,5.86450808099271e-121,"heterozygous","Pdzrn3","excitatory.neurons"
"Fhit",2.26286457643078e-125,-0.236814896327672,0.366,0.496,7.30543199854914e-121,"heterozygous","Fhit","excitatory.neurons"
"Dpf1",2.60860769617186e-125,-0.128790654974147,0.264,0.4,8.42162908632123e-121,"heterozygous","Dpf1","excitatory.neurons"
"Add2",4.19438597011276e-125,-0.184291253301583,0.834,0.905,1.3541155665912e-120,"heterozygous","Add2","excitatory.neurons"
"Rapgef2",5.0851080578584e-125,-0.177008334014255,0.895,0.942,1.64167628539901e-120,"heterozygous","Rapgef2","excitatory.neurons"
"Mbnl2",1.01136608989942e-124,-0.170067826166824,0.949,0.97,3.26509428463128e-120,"heterozygous","Mbnl2","excitatory.neurons"
"Acot7",4.43031347716956e-123,-0.147845066146209,0.376,0.516,1.43028240296942e-118,"heterozygous","Acot7","excitatory.neurons"
"Rybp",5.30648725202312e-123,-0.140363218117434,0.288,0.422,1.71314634444314e-118,"heterozygous","Rybp","excitatory.neurons"
"Rasal1",6.45689357814868e-123,-0.167792717424115,0.355,0.493,2.08454352276952e-118,"heterozygous","Rasal1","excitatory.neurons"
"Scn3b",1.65848805821742e-122,-0.140829988865205,0.253,0.383,5.35426284714911e-118,"heterozygous","Scn3b","excitatory.neurons"
"Gng2",1.77612483365037e-122,-0.179258968245361,0.546,0.693,5.73404141295687e-118,"heterozygous","Gng2","excitatory.neurons"
"Gm34237",1.91135721397922e-122,-0.110000492417518,0.128,0.232,6.17062562961051e-118,"heterozygous","Gm34237","excitatory.neurons"
"Zdhhc14",4.92737687275834e-121,-0.232967085014524,0.741,0.826,1.5907543496013e-116,"heterozygous","Zdhhc14","excitatory.neurons"
"Efr3b",1.13574426649666e-120,-0.182061710676155,0.608,0.732,3.66663678995783e-116,"heterozygous","Efr3b","excitatory.neurons"
"Sez6l",3.57426360087434e-120,-0.179096345132427,0.797,0.874,1.15391526090627e-115,"heterozygous","Sez6l","excitatory.neurons"
"Mbp",2.45563935796579e-118,-0.184619713514412,0.351,0.488,7.92778610325676e-114,"heterozygous","Mbp","excitatory.neurons"
"Camkk1",1.94435800173507e-117,-0.155574735124903,0.353,0.488,6.27716537280149e-113,"heterozygous","Camkk1","excitatory.neurons"
"Unc5a",2.48797501532923e-117,-0.15240302201028,0.412,0.557,8.03217853948889e-113,"heterozygous","Unc5a","excitatory.neurons"
"Pkig",2.35234742981811e-116,-0.171266725717348,0.598,0.729,7.59431844242477e-112,"heterozygous","Pkig","excitatory.neurons"
"Mef2d",3.98835262650244e-116,-0.157493907948752,0.55,0.689,1.28759976194005e-111,"heterozygous","Mef2d","excitatory.neurons"
"Ptma",9.63274890675998e-116,-0.144804881810104,0.326,0.465,3.10983665705839e-111,"heterozygous","Ptma","excitatory.neurons"
"Rab15",3.78823233689277e-115,-0.159617890420235,0.476,0.615,1.22299292764246e-110,"heterozygous","Rab15","excitatory.neurons"
"Nrn1",2.39568264860189e-114,0.294625002582316,0.716,0.683,7.73422186274634e-110,"heterozygous","Nrn1","excitatory.neurons"
"Fam49a",2.81900154109693e-114,-0.170152571401138,0.715,0.816,9.10086457527734e-110,"heterozygous","Fam49a","excitatory.neurons"
"Ago2",3.32756300120541e-114,-0.148341158997836,0.417,0.557,1.07427043930916e-109,"heterozygous","Ago2","excitatory.neurons"
"Lama2",1.42006386297382e-113,0.609023520161199,0.211,0.128,4.58453417522468e-109,"heterozygous","Lama2","excitatory.neurons"
"Acap2",3.03940997674761e-113,-0.192160271987507,0.9,0.941,9.81243116893199e-109,"heterozygous","Acap2","excitatory.neurons"
"Agap1",1.65135949869914e-112,-0.180624903851616,0.659,0.775,5.33124900560032e-108,"heterozygous","Agap1","excitatory.neurons"
"Plxnd1",1.99730131381954e-112,-0.14148041401833,0.202,0.316,6.44808756153499e-108,"heterozygous","Plxnd1","excitatory.neurons"
"Tgfbr3",1.19735844589134e-111,-0.116009197311215,0.163,0.272,3.86555200671559e-107,"heterozygous","Tgfbr3","excitatory.neurons"
"9630014M24Rik",1.2358438309138e-111,0.222228872575578,0.433,0.332,3.9897982237221e-107,"heterozygous","9630014M24Rik","excitatory.neurons"
"Banp",1.58219906317705e-111,-0.178787315108947,0.616,0.733,5.1079714555608e-107,"heterozygous","Banp","excitatory.neurons"
"Ank",1.9895121679969e-111,-0.16844065544737,0.858,0.92,6.42294108316118e-107,"heterozygous","Ank","excitatory.neurons"
"Gm49678",3.37655673762027e-111,-0.267416785128883,0.512,0.638,1.09008757717333e-106,"heterozygous","Gm49678","excitatory.neurons"
"Ube2b",4.61958433959398e-111,-0.160435860734685,0.877,0.93,1.49138660819452e-106,"heterozygous","Ube2b","excitatory.neurons"
"Sh3gl3",4.67034744734968e-111,-0.140262480126308,0.259,0.382,1.50777496990237e-106,"heterozygous","Sh3gl3","excitatory.neurons"
"Dgkg",1.18342909217014e-110,-0.216683074627169,0.388,0.516,3.82058248116207e-106,"heterozygous","Dgkg","excitatory.neurons"
"Rtn1",1.23362527940891e-110,-0.157059969239192,0.945,0.971,3.98263585204372e-106,"heterozygous","Rtn1","excitatory.neurons"
"Cdkl5",4.34166658310312e-110,0.229312898168743,0.895,0.894,1.40166363968901e-105,"heterozygous","Cdkl5","excitatory.neurons"
"Sesn1",9.7414303075251e-110,-0.174858257229464,0.706,0.807,3.1449233604814e-105,"heterozygous","Sesn1","excitatory.neurons"
"Traip",1.66324159631118e-109,-0.14458651042541,0.195,0.307,5.36960916953103e-105,"heterozygous","Traip","excitatory.neurons"
"Stum",3.68948109744756e-109,-0.190210072130969,0.249,0.359,1.19111207749997e-104,"heterozygous","Stum","excitatory.neurons"
"Kctd16",4.36964929092464e-109,0.225380499865707,0.97,0.962,1.41069757708211e-104,"heterozygous","Kctd16","excitatory.neurons"
"Snhg11",8.36482691363714e-109,0.105900097831449,1,1,2.70050072079861e-104,"heterozygous","Snhg11","excitatory.neurons"
"Kcnab2",3.13202200126684e-108,-0.136742956909078,0.422,0.559,1.01114198288899e-103,"heterozygous","Kcnab2","excitatory.neurons"
"Klf13",3.46786897684342e-108,-0.154020607636492,0.438,0.573,1.11956682048413e-103,"heterozygous","Klf13","excitatory.neurons"
"Crispld1",4.61128416657557e-108,-0.141026910677917,0.081,0.162,1.48870698033726e-103,"heterozygous","Crispld1","excitatory.neurons"
"Kcnd2",4.93480466949924e-108,0.168779148254096,0.998,0.996,1.59315233950113e-103,"heterozygous","Kcnd2","excitatory.neurons"
"Ski",7.24989988807124e-108,-0.147668740610303,0.516,0.65,2.34055767986492e-103,"heterozygous","Ski","excitatory.neurons"
"Tmem38a",8.20083752224949e-108,-0.147819553807011,0.481,0.619,2.64755838568303e-103,"heterozygous","Tmem38a","excitatory.neurons"
"Scn1a",1.97068589471033e-107,0.224550254825486,0.908,0.905,6.36216234248284e-103,"heterozygous","Scn1a","excitatory.neurons"
"Klhl2",2.39782022151612e-107,0.220313722907856,0.839,0.824,7.74112280314264e-103,"heterozygous","Klhl2","excitatory.neurons"
"Rassf3",5.5739154538599e-107,0.186711494756842,0.283,0.19,1.79948286512413e-102,"heterozygous","Rassf3","excitatory.neurons"
"Hpcal4",3.60067263170872e-106,-0.126752367104824,0.261,0.383,1.16244115242084e-101,"heterozygous","Hpcal4","excitatory.neurons"
"Prdx6",4.88757090291345e-106,-0.102782909104909,0.194,0.307,1.57790339029658e-101,"heterozygous","Prdx6","excitatory.neurons"
"Ociad2",5.69939758519583e-106,-0.179071709068993,0.52,0.647,1.83999351640462e-101,"heterozygous","Ociad2","excitatory.neurons"
"Maml3",8.62034579059804e-106,0.388906051319385,0.676,0.629,2.78299243503667e-101,"heterozygous","Maml3","excitatory.neurons"
"Adgra1",1.15991757919906e-105,-0.155147396173575,0.328,0.458,3.74467791268625e-101,"heterozygous","Adgra1","excitatory.neurons"
"Pgm2l1",2.63962267612556e-105,-0.167568175901513,0.593,0.713,8.52175784760375e-101,"heterozygous","Pgm2l1","excitatory.neurons"
"Rtn3",5.36821228780417e-105,-0.12981134808606,0.97,0.983,1.7330736549947e-100,"heterozygous","Rtn3","excitatory.neurons"
"Sesn3",5.61094757382022e-105,-0.16955734444189,0.504,0.628,1.81143831473212e-100,"heterozygous","Sesn3","excitatory.neurons"
"Ptms",1.36991222284617e-104,-0.151935951451607,0.482,0.618,4.42262462023659e-100,"heterozygous","Ptms","excitatory.neurons"
"Sdk1",1.37458043103579e-104,-0.321303449449609,0.464,0.586,4.43769546355593e-100,"heterozygous","Sdk1","excitatory.neurons"
"Pde10a",1.93685346364569e-104,0.205544423979854,0.981,0.983,6.25293772203374e-100,"heterozygous","Pde10a","excitatory.neurons"
"Csnk1a1",2.8326810739895e-103,-0.158880416271411,0.85,0.912,9.14502757926771e-99,"heterozygous","Csnk1a1","excitatory.neurons"
"Pde2a",2.90803297352612e-103,-0.168406588896585,0.752,0.844,9.38829365173173e-99,"heterozygous","Pde2a","excitatory.neurons"
"Pxdn",2.97112274728316e-103,-0.152046576701389,0.433,0.569,9.59197267732894e-99,"heterozygous","Pxdn","excitatory.neurons"
"Tcf4",1.41116265395071e-102,0.178993283392671,0.987,0.978,4.55579751201447e-98,"heterozygous","Tcf4","excitatory.neurons"
"Ubl3",2.05159791482125e-102,-0.141025813163463,0.423,0.556,6.62337870820892e-98,"heterozygous","Ubl3","excitatory.neurons"
"Sort1",8.19555778573884e-102,-0.174152929750909,0.704,0.8,2.64585387554793e-97,"heterozygous","Sort1","excitatory.neurons"
"Adamts17",8.96556331946913e-102,-0.156858890361422,0.4,0.527,2.89444246205741e-97,"heterozygous","Adamts17","excitatory.neurons"
