"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Gm20713.1",4.22710967698094e-22,-0.113008048229838,0.087,0.118,1.36468008811653e-17,"control","Gm20713","excitatory.neurons"
"Cdkal1.1",6.60944441345395e-22,-0.102479887470512,0.752,0.744,2.13379303443947e-17,"control","Cdkal1","excitatory.neurons"
"Vmp1.1",9.01418864782849e-22,-0.104681189914623,0.815,0.804,2.91014066306495e-17,"control","Vmp1","excitatory.neurons"
"Tox.1",1.04764899820283e-21,-0.381756393957823,0.481,0.497,3.38223002579803e-17,"control","Tox","excitatory.neurons"
"Gm26652.1",1.26886105302591e-21,-0.10137461422786,0.239,0.271,4.09639102358885e-17,"control","Gm26652","excitatory.neurons"
"Gm37459.1",3.06465590226707e-21,-0.149120337391723,0.458,0.473,9.89393511487901e-17,"control","Gm37459","excitatory.neurons"
"Fam135a.1",3.26521601972823e-21,-0.121869374911464,0.727,0.72,1.05414233980906e-16,"control","Fam135a","excitatory.neurons"
"Setd4.1",3.71863834987127e-21,-0.110359877303505,0.613,0.618,1.20052520487244e-16,"control","Setd4","excitatory.neurons"
"Gsta3.1",3.73469223757084e-21,-0.100423890142954,0.119,0.15,1.20570804197737e-16,"control","Gsta3","excitatory.neurons"
"4933413L06Rik.1",5.12269031480663e-21,-0.142885708633087,0.388,0.415,1.65380934123217e-16,"control","4933413L06Rik","excitatory.neurons"
"Zc3h6.1",5.28006387203829e-21,-0.119843638071561,0.515,0.529,1.70461582044884e-16,"control","Zc3h6","excitatory.neurons"
"Fmr1.1",7.8624450834274e-21,-0.113791378614748,0.531,0.538,2.5383117707337e-16,"control","Fmr1","excitatory.neurons"
"Ptar1.1",1.46686185932364e-20,-0.116284812655549,0.343,0.37,4.73561682664043e-16,"control","Ptar1","excitatory.neurons"
"Camkk2.1",1.6342919961161e-20,-0.109563501665959,0.811,0.796,5.27614828026122e-16,"control","Camkk2","excitatory.neurons"
"Ccdc171.1",2.01099908667116e-20,-0.107351173881986,0.279,0.311,6.49230945140917e-16,"control","Ccdc171","excitatory.neurons"
"Thsd7a.1",3.07938749346386e-20,0.121168626382794,0.311,0.265,9.94149458389872e-16,"control","Thsd7a","excitatory.neurons"
"Inhba.1",3.53806611624207e-20,-0.126050751297317,0.222,0.254,1.14222926496759e-15,"control","Inhba","excitatory.neurons"
"Gm5441.1",3.63049224798747e-20,-0.13412493035135,0.356,0.381,1.17206811734027e-15,"control","Gm5441","excitatory.neurons"
"Ptn.1",3.71268671832197e-20,-0.183455693269794,0.669,0.657,1.19860378014307e-15,"control","Ptn","excitatory.neurons"
"Sh3kbp1.1",1.35375245783041e-19,-0.114611881413411,0.615,0.618,4.37045443485971e-15,"control","Sh3kbp1","excitatory.neurons"
"Tmem200a.1",1.49151062728682e-19,-0.124283685275116,0.409,0.441,4.81519290913276e-15,"control","Tmem200a","excitatory.neurons"
"Gm13629.1",2.25792780765512e-19,-0.166134416979965,0.309,0.34,7.28949413423378e-15,"control","Gm13629","excitatory.neurons"
"Tasor.1",3.79795951815826e-19,-0.103101780383874,0.71,0.707,1.22613325084221e-14,"control","Tasor","excitatory.neurons"
"Snhg9.1",3.99667545345979e-19,-0.104392624547782,0.368,0.395,1.29028670339496e-14,"control","Snhg9","excitatory.neurons"
"Ctnnd1.1",7.90795717977519e-19,-0.120897614906386,0.727,0.711,2.55300489591862e-14,"control","Ctnnd1","excitatory.neurons"
"Zfp692.1",8.37642342666069e-19,-0.103864543813691,0.616,0.62,2.70424453906314e-14,"control","Zfp692","excitatory.neurons"
"Dok5.1",8.92676054883787e-19,-0.149720925033705,0.5,0.512,2.88191537558682e-14,"control","Dok5","excitatory.neurons"
"Unc13b.1",1.29509107899012e-18,-0.111953319349593,0.821,0.814,4.1810720394117e-14,"control","Unc13b","excitatory.neurons"
"Gabra4.1",1.3809993675716e-18,-0.107715157980885,0.805,0.794,4.45841835826817e-14,"control","Gabra4","excitatory.neurons"
"Nwd2.1",2.21562632313312e-18,-0.155777854377015,0.729,0.741,7.15292802160295e-14,"control","Nwd2","excitatory.neurons"
"Nt5dc1.1",3.56319526981568e-18,-0.103952120895761,0.307,0.334,1.15034196090729e-13,"control","Nt5dc1","excitatory.neurons"
"Lin7a.1",4.3350456612144e-18,-0.151185880840689,0.741,0.726,1.39952614126646e-13,"control","Lin7a","excitatory.neurons"
"Pam.1",6.36765394495311e-18,-0.103058669798488,0.876,0.871,2.05573339958866e-13,"control","Pam","excitatory.neurons"
"Trpc3.1",6.46345328336293e-18,-0.130863833924278,0.277,0.308,2.08666125800089e-13,"control","Trpc3","excitatory.neurons"
"Shisa9.1",7.42723197280429e-18,0.104539388378993,0.77,0.736,2.39780757010014e-13,"control","Shisa9","excitatory.neurons"
"2610020C07Rik.1",7.71312202526045e-18,-0.108729349598497,0.613,0.612,2.49010431463508e-13,"control","2610020C07Rik","excitatory.neurons"
"Tafa1.1",9.21935339735434e-18,-0.284686228951252,0.623,0.63,2.97637605080188e-13,"control","Tafa1","excitatory.neurons"
"Enox1.1",9.76493766656564e-18,-0.102478524351111,0.889,0.878,3.15251247627405e-13,"control","Enox1","excitatory.neurons"
"Ppp1r1a.1",1.01348891365001e-17,-0.111663884835844,0.402,0.423,3.27194760882769e-13,"control","Ppp1r1a","excitatory.neurons"
"Tmem232.1",1.01680733476083e-17,-0.109707315659134,0.162,0.193,3.28266079954186e-13,"control","Tmem232","excitatory.neurons"
"Bach2.1",1.33071016589429e-17,-0.116139490927536,0.703,0.719,4.29606469957313e-13,"control","Bach2","excitatory.neurons"
"Prkg2.1",1.50287004396373e-17,-0.101064773136342,0.181,0.211,4.8518656499325e-13,"control","Prkg2","excitatory.neurons"
"Pou2f2.1",1.97368016169353e-17,-0.102771239293579,0.569,0.576,6.37182903401139e-13,"control","Pou2f2","excitatory.neurons"
"Sox5.1",2.21146182504309e-17,-0.172888582522283,0.765,0.769,7.13948335596911e-13,"control","Sox5","excitatory.neurons"
"Gm41609.1",3.82346970366391e-17,-0.112952959635809,0.551,0.562,1.23436895913086e-12,"control","Gm41609","excitatory.neurons"
"5730522E02Rik.1",6.84488599953496e-17,-0.14761290897031,0.939,0.932,2.20980299608987e-12,"control","5730522E02Rik","excitatory.neurons"
"Shisa6.1",7.5571557558403e-17,-0.173233810051824,0.259,0.29,2.43975216421548e-12,"control","Shisa6","excitatory.neurons"
"Adcy10.1",8.93072522417074e-17,-0.133370576871064,0.181,0.21,2.88319533137128e-12,"control","Adcy10","excitatory.neurons"
"Rnpc3.1",8.96636383954524e-17,-0.106276571546325,0.568,0.569,2.89470090195878e-12,"control","Rnpc3","excitatory.neurons"
"Arnt2.1",1.14487255412979e-16,-0.103226097589571,0.769,0.755,3.6961065537526e-12,"control","Arnt2","excitatory.neurons"
"Gm15283.1",1.36752558059098e-16,-0.111131099128709,0.359,0.382,4.41491958437991e-12,"control","Gm15283","excitatory.neurons"
"Itgb3bp.1",1.46154350557286e-16,-0.105119543979534,0.329,0.354,4.71844705339141e-12,"control","Itgb3bp","excitatory.neurons"
"Tmtc1.1",2.03141515004994e-16,-0.110815968962513,0.736,0.737,6.55822067042122e-12,"control","Tmtc1","excitatory.neurons"
"Dph6.1",2.14026033335976e-16,-0.105717848741872,0.506,0.517,6.90961646021864e-12,"control","Dph6","excitatory.neurons"
"Gm44040.1",3.60106791310934e-16,-0.101419238155652,0.189,0.217,1.16256876506822e-11,"control","Gm44040","excitatory.neurons"
"A330102I10Rik.1",3.76540770447507e-16,-0.149920117479302,0.606,0.611,1.21562422331273e-11,"control","A330102I10Rik","excitatory.neurons"
"4930587E11Rik.1",6.23570404654484e-16,-0.161082344586555,0.51,0.519,2.01313469438654e-11,"control","4930587E11Rik","excitatory.neurons"
"Gm15414.1",1.70326726650561e-15,-0.106064568632271,0.334,0.357,5.49882804318672e-11,"control","Gm15414","excitatory.neurons"
"Gm37679.1",2.30181429903082e-15,-0.114440836765115,0.512,0.516,7.43117728299111e-11,"control","Gm37679","excitatory.neurons"
"Tbc1d5.1",3.92104921084431e-15,-0.101714599525385,0.865,0.853,1.26587152722898e-10,"control","Tbc1d5","excitatory.neurons"
"Mkx.1",4.39862685281973e-15,-0.125502863470661,0.582,0.588,1.42005269316432e-10,"control","Mkx","excitatory.neurons"
"Esrrg.1",4.47579604111593e-15,0.110655619231587,0.682,0.645,1.44496599391387e-10,"control","Esrrg","excitatory.neurons"
"1700109K24Rik.1",6.52181813210684e-15,-0.121993447011305,0.555,0.552,2.10550376576937e-10,"control","1700109K24Rik","excitatory.neurons"
"Cpeb2.1",9.22292831945348e-15,-0.109657443671411,0.722,0.71,2.97753017865236e-10,"control","Cpeb2","excitatory.neurons"
"Shisa4.1",9.48596468161578e-15,-0.116843220503187,0.641,0.639,3.06244883781284e-10,"control","Shisa4","excitatory.neurons"
"Snhg8.1",4.45983271750569e-14,-0.106746591885542,0.34,0.36,1.43981239451954e-09,"control","Snhg8","excitatory.neurons"
"Pip5k1b.1",5.29823171517951e-14,-0.126887211327747,0.442,0.463,1.71048112692855e-09,"control","Pip5k1b","excitatory.neurons"
"Gm15952.1",5.37684780592231e-14,-0.101455778883916,0.393,0.409,1.73586154566396e-09,"control","Gm15952","excitatory.neurons"
"Scube1.1",5.76769971865122e-14,-0.117046261481502,0.488,0.502,1.86204417716936e-09,"control","Scube1","excitatory.neurons"
"Dnajc21.1",6.56077343392473e-14,-0.130745856964674,0.591,0.584,2.11808009540826e-09,"control","Dnajc21","excitatory.neurons"
"1600010M07Rik.1",2.19219742333777e-13,-0.110975735185672,0.52,0.519,7.07729016150365e-09,"control","1600010M07Rik","excitatory.neurons"
"4930419G24Rik.1",2.45238385342501e-13,-0.141458254026937,0.666,0.654,7.91727603239731e-09,"control","4930419G24Rik","excitatory.neurons"
"Lmo4.1",2.68051142389955e-13,-0.131406321043627,0.766,0.749,8.65376308091731e-09,"control","Lmo4","excitatory.neurons"
"Bmper.1",2.86011367368244e-13,-0.119642458780005,0.339,0.36,9.23359098411638e-09,"control","Bmper","excitatory.neurons"
"Acp1.1",2.91703016221693e-13,-0.103178076661184,0.793,0.77,9.41734017570114e-09,"control","Acp1","excitatory.neurons"
"Arhgap20.1",8.56451717448954e-13,-0.102356478140988,0.788,0.77,2.7649687246122e-08,"control","Arhgap20","excitatory.neurons"
"Myo1b.1",9.4024026118102e-13,-0.124519667077247,0.416,0.43,3.03547165919681e-08,"control","Myo1b","excitatory.neurons"
"Gm31763.1",9.53077229109816e-13,-0.103882667611611,0.346,0.363,3.07691452645813e-08,"control","Gm31763","excitatory.neurons"
"Ngef.1",1.15624645126171e-12,-0.101301534078,0.698,0.679,3.73282604325329e-08,"control","Ngef","excitatory.neurons"
"Gm15520.1",1.20233786703991e-12,-0.118764848716108,0.386,0.4,3.88162756995164e-08,"control","Gm15520","excitatory.neurons"
"Rbms1.1",2.99230590342354e-12,-0.105418727695446,0.632,0.638,9.66036037861257e-08,"control","Rbms1","excitatory.neurons"
"Gpc5.1",3.08252498101881e-12,-0.302586540658915,0.285,0.309,9.95162364872113e-08,"control","Gpc5","excitatory.neurons"
"Fat3.1",3.99657579035023e-12,-0.134611715292308,0.894,0.885,1.29025452815667e-07,"control","Fat3","excitatory.neurons"
"Man2a1.1",4.75106922109956e-12,-0.121662796382972,0.695,0.683,1.53383518733978e-07,"control","Man2a1","excitatory.neurons"
"Nova1.1",5.08855984105476e-12,-0.122004158046157,0.654,0.646,1.64279065908612e-07,"control","Nova1","excitatory.neurons"
"Gm48678.1",5.55886383251837e-12,-0.102784534596644,0.727,0.71,1.79462359969023e-07,"control","Gm48678","excitatory.neurons"
"Cdh9.1",7.77812717885527e-12,-0.377795899597746,0.338,0.353,2.51109057842164e-07,"control","Cdh9","excitatory.neurons"
"Gda.1",8.83661171122757e-12,-0.107562128400794,0.647,0.635,2.85281172485271e-07,"control","Gda","excitatory.neurons"
"Ppme1.1",1.09075746168523e-11,-0.130872449438355,0.734,0.701,3.52140138930461e-07,"control","Ppme1","excitatory.neurons"
"Elavl4.1",1.72927844973951e-11,-0.115628615081746,0.727,0.712,5.58280254713904e-07,"control","Elavl4","excitatory.neurons"
"Gm15680.1",2.84527770000636e-11,-0.100530937176141,0.237,0.26,9.18569452670053e-07,"control","Gm15680","excitatory.neurons"
"Cdh13.1",2.84573021969406e-11,0.159293907445201,0.372,0.337,9.18715544126031e-07,"control","Cdh13","excitatory.neurons"
"Trpc4.1",4.81489723882757e-11,-0.104023123934709,0.435,0.45,1.55444142458309e-06,"control","Trpc4","excitatory.neurons"
"Gm15738.1",5.61518180538607e-11,-0.104884554547866,0.861,0.84,1.81280529405084e-06,"control","Gm15738","excitatory.neurons"
"Mapk4.1",2.7149189849709e-10,-0.147040959973772,0.676,0.665,8.76484445108005e-06,"control","Mapk4","excitatory.neurons"
"Tafa2.1",4.6576727935468e-10,0.186517482346293,0.685,0.675,1.50368308466865e-05,"control","Tafa2","excitatory.neurons"
"Ncam2.1",5.01964776447073e-10,-0.159707460098096,0.909,0.892,1.62054308428173e-05,"control","Ncam2","excitatory.neurons"
"B3galt2.1",7.61401863293384e-10,-0.115163425796541,0.406,0.413,2.45810977545636e-05,"control","B3galt2","excitatory.neurons"
"Nr2f1.1",8.05043318772243e-10,-0.119308243760413,0.511,0.502,2.59900185032431e-05,"control","Nr2f1","excitatory.neurons"
"Fndc3b.1",8.0678753923219e-10,-0.107211012858287,0.672,0.652,2.6046328916572e-05,"control","Fndc3b","excitatory.neurons"
"Ppargc1a.1",9.43803624431134e-10,-0.101278762367394,0.474,0.479,3.04697562111347e-05,"control","Ppargc1a","excitatory.neurons"
"Sema3a.1",1.00919296436765e-09,-0.11273729317758,0.476,0.484,3.25807856616452e-05,"control","Sema3a","excitatory.neurons"
"Gm35188.1",1.14888325974441e-09,-0.118244437340342,0.662,0.642,3.70905471575886e-05,"control","Gm35188","excitatory.neurons"
"Gm26854.1",2.04064238897894e-09,-0.101022873577907,0.364,0.371,6.58800988857962e-05,"control","Gm26854","excitatory.neurons"
"Sema5a.1",5.65241705103559e-09,-0.144175605262334,0.206,0.227,0.000182482632075633,"control","Sema5a","excitatory.neurons"
"Sertad2.1",1.04318070249576e-08,-0.102408517569208,0.638,0.623,0.000336780457993731,"control","Sertad2","excitatory.neurons"
"Pld5.1",1.0502213133429e-08,-0.240134787558972,0.206,0.226,0.000339053448799622,"control","Pld5","excitatory.neurons"
"Epha7.1",2.17461963643794e-08,-0.149471334558589,0.797,0.773,0.000702054203427624,"control","Epha7","excitatory.neurons"
"Frmpd4.1",2.5696536469168e-08,0.109989213779402,0.99,0.99,0.000829586983370621,"control","Frmpd4","excitatory.neurons"
"Gm29514.1",6.91938269089088e-08,-0.107278212273134,0.478,0.48,0.00223385350792721,"control","Gm29514","excitatory.neurons"
"Mir670hg.1",1.67440859811701e-07,-0.111740093538029,0.319,0.33,0.00540566071816096,"control","Mir670hg","excitatory.neurons"
"Unc5c.1",1.44910818359722e-06,-0.136951993924368,0.792,0.781,0.0467830085992526,"control","Unc5c","excitatory.neurons"
"Vav3.1",2.04039583739592e-06,-0.103308107049561,0.241,0.256,0.06587213921449,"control","Vav3","excitatory.neurons"
"Erbb4.1",4.34847306176382e-06,0.115479542644066,0.169,0.149,0.140386104325983,"control","Erbb4","excitatory.neurons"
"Megf11.1",1.73727495501745e-05,-0.109675972698361,0.21,0.22,0.560861846477835,"control","Megf11","excitatory.neurons"
"Nxph1.1",2.89614443724729e-05,0.120229159234717,0.121,0.106,0.934991270120916,"control","Nxph1","excitatory.neurons"
"Rorb.1",3.38607999464954e-05,-0.314628216019173,0.419,0.425,1,"control","Rorb","excitatory.neurons"
"Abi3bp.1",4.26449854090566e-05,-0.10331431022742,0.248,0.22,1,"control","Abi3bp","excitatory.neurons"
"Gm15584.1",0.000127517496496405,-0.108106628401199,0.294,0.301,1,"control","Gm15584","excitatory.neurons"
"Gm16599.1",0.000246986020473998,-0.121590654365722,0.543,0.532,1,"control","Gm16599","excitatory.neurons"
"Tle4.1",0.000662986734721591,-0.132029313791953,0.575,0.578,1,"control","Tle4","excitatory.neurons"
"Luzp2.1",0.000851552932720944,-0.110909209173885,0.264,0.273,1,"control","Luzp2","excitatory.neurons"
"Gm28376.1",0.00107661279931017,-0.102439164926319,0.758,0.732,1,"control","Gm28376","excitatory.neurons"
"Epha3.1",0.00125993360480888,-0.139774035343995,0.492,0.484,1,"control","Epha3","excitatory.neurons"
"Tsnax.1",0.0023277410584035,-0.117538703447844,0.602,0.57,1,"control","Tsnax","excitatory.neurons"
"Htr2c.1",0.00709107183809078,-0.121540991813152,0.138,0.146,1,"control","Htr2c","excitatory.neurons"
"Etv1.1",0.00724167964929898,-0.141504176257082,0.253,0.259,1,"control","Etv1","excitatory.neurons"
"Zbtb16",4.6097751463716e-103,-1.0860381694982,0.168,0.476,1.48821980825461e-98,"heterozygous","Zbtb16","astrocytes"
"Paqr8",7.87282820870481e-77,-0.692230950548788,0.683,0.844,2.54166385889826e-72,"heterozygous","Paqr8","astrocytes"
"Etnppl",7.01719700174147e-73,-0.9664023703778,0.139,0.382,2.26543188004222e-68,"heterozygous","Etnppl","astrocytes"
"Hif3a",8.05646346997779e-71,-0.784042255261077,0.218,0.48,2.60094866664763e-66,"heterozygous","Hif3a","astrocytes"
"Kcnn2",8.21423934275154e-71,-0.661996162367098,0.716,0.866,2.65188502941391e-66,"heterozygous","Kcnn2","astrocytes"
"Nxn",6.20591242334879e-56,-0.724469445402127,0.367,0.602,2.00351676675392e-51,"heterozygous","Nxn","astrocytes"
"Gm472831",1.47777716327168e-55,0.786354219347407,0.551,0.342,4.77085579390628e-51,"heterozygous","Gm47283","astrocytes"
"Spire11",1.70907884820522e-50,-0.523758775216005,0.745,0.859,5.51759015354573e-46,"heterozygous","Spire1","astrocytes"
"Lrrc8c",1.97693535620665e-49,-0.714870116622672,0.224,0.429,6.38233810397754e-45,"heterozygous","Lrrc8c","astrocytes"
"Cpeb4",4.58928690967486e-49,0.63039539096774,0.827,0.742,1.48160538591943e-44,"heterozygous","Cpeb4","astrocytes"
"Azin1",1.59030390165477e-46,-0.681652106332332,0.208,0.409,5.13413711610225e-42,"heterozygous","Azin1","astrocytes"
"9330159F19Rik",7.35293637984409e-44,-0.541151962242625,0.527,0.706,2.37382198086887e-39,"heterozygous","9330159F19Rik","astrocytes"
"Mertk",1.46172232984106e-43,-0.422868796401415,0.848,0.901,4.71902436965887e-39,"heterozygous","Mertk","astrocytes"
"Fam171b",9.63734347007902e-43,-0.542101654906464,0.629,0.769,3.11131996588031e-38,"heterozygous","Fam171b","astrocytes"
"Dclk1",3.52027793982852e-42,0.385998535020667,0.971,0.964,1.13648653009424e-37,"heterozygous","Dclk1","astrocytes"
"Tsc22d3",4.82341956442027e-42,-0.63135852574666,0.159,0.34,1.55719277217744e-37,"heterozygous","Tsc22d3","astrocytes"
"C130071C03Rik1",5.32253747990081e-40,0.457310402803869,0.878,0.8,1.71832800001118e-35,"heterozygous","C130071C03Rik","astrocytes"
"Rin2",1.04940216437884e-39,-0.568849569723793,0.209,0.392,3.38788994748064e-35,"heterozygous","Rin2","astrocytes"
"Vcl",2.24918819792499e-37,-0.508977047361733,0.665,0.795,7.26127917818104e-33,"heterozygous","Vcl","astrocytes"
"Cables1",3.37025735918544e-37,-0.537212028413044,0.353,0.544,1.08805388583943e-32,"heterozygous","Cables1","astrocytes"
"Fkbp51",3.00879368319677e-35,-0.780245091206183,0.03,0.141,9.71358952683246e-31,"heterozygous","Fkbp5","astrocytes"
"Asic21",1.00272369464622e-34,-0.472301673573016,0.494,0.668,3.23719317579585e-30,"heterozygous","Asic2","astrocytes"
"Usp53",3.2757493289815e-34,-0.610877389548171,0.471,0.624,1.05754291336839e-29,"heterozygous","Usp53","astrocytes"
"Fam107a",4.8411836561823e-34,-0.547356012286022,0.451,0.614,1.56292773156189e-29,"heterozygous","Fam107a","astrocytes"
"Mapk41",7.469647496939e-34,-0.491426625044806,0.65,0.779,2.41150099791179e-29,"heterozygous","Mapk4","astrocytes"
"Sox2ot",1.99588535048474e-33,0.442124962596797,0.607,0.452,6.44351626550494e-29,"heterozygous","Sox2ot","astrocytes"
"Rhou",5.39371099465686e-33,-0.588417772869383,0.244,0.411,1.74130565751502e-28,"heterozygous","Rhou","astrocytes"
"Per11",2.77448524085121e-32,-0.4578779725094,0.119,0.268,8.95714815156403e-28,"heterozygous","Per1","astrocytes"
"Mtss2",3.10388100311813e-32,0.494851472345302,0.69,0.57,1.00205694304666e-27,"heterozygous","Mtss2","astrocytes"
"Lhfp",5.51864205344974e-32,-0.506048910130861,0.409,0.587,1.78163840053571e-27,"heterozygous","Lhfp","astrocytes"
"Klf91",2.7441172148847e-31,-0.497378995859482,0.42,0.587,8.85910801653378e-27,"heterozygous","Klf9","astrocytes"
"Disp3",3.08501433879969e-31,0.592321967793175,0.34,0.188,9.95966029138091e-27,"heterozygous","Disp3","astrocytes"
"Fabp7",3.76749449556813e-30,0.55578646403309,0.224,0.097,1.21629792294921e-25,"heterozygous","Fabp7","astrocytes"
"Meis21",8.37873877963418e-30,0.426055281195698,0.885,0.838,2.7049920276171e-25,"heterozygous","Meis2","astrocytes"
"Mt1",1.1963794209106e-29,-0.572489932368934,0.715,0.813,3.86239132246779e-25,"heterozygous","Mt1","astrocytes"
"Gpt2",1.77151961710422e-29,-0.480812778106349,0.165,0.315,5.71917393185925e-25,"heterozygous","Gpt2","astrocytes"
"Mir9-3hg",2.21888552976639e-29,0.493210925111575,0.711,0.601,7.16345004429783e-25,"heterozygous","Mir9-3hg","astrocytes"
"Ntrk21",2.27219705288925e-29,-0.349865405379018,0.876,0.913,7.33556096554767e-25,"heterozygous","Ntrk2","astrocytes"
"Phka1",5.72540028086399e-29,-0.421759687991664,0.712,0.806,1.84838822667413e-24,"heterozygous","Phka1","astrocytes"
"Plekhg1",6.54434492376293e-29,-0.439463147891259,0.645,0.764,2.11277631518762e-24,"heterozygous","Plekhg1","astrocytes"
"Gm40578",7.24191321487397e-29,0.53215892935832,0.626,0.511,2.33797926228991e-24,"heterozygous","Gm40578","astrocytes"
"Cspg5",1.17849280419966e-28,0.3978485328029,0.891,0.856,3.80464616907817e-24,"heterozygous","Cspg5","astrocytes"
"Nrros",1.77078644667062e-28,-0.396910803419387,0.045,0.148,5.71680696443144e-24,"heterozygous","Nrros","astrocytes"
"Pde10a1",8.28873777062758e-27,0.685575238580281,0.418,0.28,2.67593610186941e-22,"heterozygous","Pde10a","astrocytes"
"Dzip1l",1.5055335571054e-26,-0.458425476434125,0.289,0.446,4.86046453575908e-22,"heterozygous","Dzip1l","astrocytes"
"Mxi1",1.70938579421234e-26,-0.482825110246846,0.289,0.444,5.5185810980351e-22,"heterozygous","Mxi1","astrocytes"
"Gria2",1.95866993176084e-26,-0.311187655958849,0.925,0.945,6.32337000769669e-22,"heterozygous","Gria2","astrocytes"
"Enah",3.14068034848818e-26,-0.350906893468781,0.792,0.885,1.01393724370592e-21,"heterozygous","Enah","astrocytes"
"Nhsl1",7.64444558147437e-26,-0.394582129331902,0.776,0.847,2.46793281152318e-21,"heterozygous","Nhsl1","astrocytes"
"Tnik1",1.64198033121112e-25,-0.270366565663084,0.925,0.945,5.30096930128197e-21,"heterozygous","Tnik","astrocytes"
"Pitpnm21",5.80960510596872e-25,-0.414092870521904,0.263,0.412,1.87557291241094e-20,"heterozygous","Pitpnm2","astrocytes"
"Ccdc85a1",7.98995739871066e-25,-0.540433458459582,0.463,0.598,2.57947784659975e-20,"heterozygous","Ccdc85a","astrocytes"
"Nfkbia",8.05080314811428e-25,-0.349278490777215,0.049,0.147,2.59912128833721e-20,"heterozygous","Nfkbia","astrocytes"
"Sdc4",8.10597457798803e-25,-0.436863683613603,0.305,0.457,2.61693283275766e-20,"heterozygous","Sdc4","astrocytes"
"Scrg1",1.12508435733568e-24,-0.389225138517863,0.163,0.304,3.6322223392225e-20,"heterozygous","Scrg1","astrocytes"
"Htra1",1.15384691202646e-24,-0.33826913948094,0.818,0.881,3.72507937078622e-20,"heterozygous","Htra1","astrocytes"
"Gm281751",1.21044463619231e-24,0.55786581567058,0.367,0.232,3.90779946348326e-20,"heterozygous","Gm28175","astrocytes"
"Ptprd1",1.41276520092123e-24,-0.260109644001147,0.842,0.918,4.56097117465408e-20,"heterozygous","Ptprd","astrocytes"
"Pik3c2a",2.04783547646043e-24,-0.45614047936374,0.41,0.553,6.61123205220485e-20,"heterozygous","Pik3c2a","astrocytes"
"Pla2g7",2.05693380958377e-24,0.42400024755172,0.778,0.7,6.64060511086024e-20,"heterozygous","Pla2g7","astrocytes"
"Fam214a",2.9677608226965e-24,-0.434751587025329,0.381,0.535,9.58111903999337e-20,"heterozygous","Fam214a","astrocytes"
"Arntl",4.47795527250742e-24,0.488713252952174,0.407,0.277,1.4456630801763e-19,"heterozygous","Arntl","astrocytes"
"Nrxn1",8.35716014863087e-24,0.1714911472225,0.983,0.989,2.69802558238399e-19,"heterozygous","Nrxn1","astrocytes"
"Galnt181",2.20182919186029e-23,-0.539620892493803,0.233,0.368,7.10838536300177e-19,"heterozygous","Galnt18","astrocytes"
"Kcnip41",2.41717476354821e-23,-0.337986189246691,0.544,0.702,7.80360700663903e-19,"heterozygous","Kcnip4","astrocytes"
"Rmst",7.76181015403363e-23,-0.486101362905581,0.775,0.843,2.50582279012822e-18,"heterozygous","Rmst","astrocytes"
"Gm292601",2.92866811778589e-22,0.651136785201251,0.197,0.089,9.45491215145996e-18,"heterozygous","Gm29260","astrocytes"
"Gjb6",3.14834399115181e-22,-0.401720574741505,0.508,0.635,1.01641137410345e-17,"heterozygous","Gjb6","astrocytes"
"Nt5c2",8.46141211967664e-22,-0.335116290889073,0.524,0.66,2.7316822887164e-17,"heterozygous","Nt5c2","astrocytes"
"Gm37641",2.50743846910361e-21,0.24336202357478,0.954,0.95,8.09501435365409e-17,"heterozygous","Gm3764","astrocytes"
"Cadm1",1.22298489490095e-20,-0.266851945051098,0.918,0.944,3.94828443469821e-16,"heterozygous","Cadm1","astrocytes"
"Slc10a7",1.81312165252073e-20,-0.412468163662103,0.247,0.375,5.85348194299791e-16,"heterozygous","Slc10a7","astrocytes"
"Mfsd2a",1.96822881920392e-20,-0.343724142686316,0.106,0.214,6.35422991991794e-16,"heterozygous","Mfsd2a","astrocytes"
"Akt2",2.01124294812424e-20,0.452331136652872,0.487,0.372,6.49309673372428e-16,"heterozygous","Akt2","astrocytes"
"Mdga2",2.52914155188879e-20,-0.254934037226527,0.945,0.952,8.16508058611778e-16,"heterozygous","Mdga2","astrocytes"
"Rasa2",3.57735659710153e-20,0.435022328331572,0.676,0.591,1.15491380380826e-15,"heterozygous","Rasa2","astrocytes"
"Slc24a41",4.56949725986485e-20,-0.370582592621647,0.034,0.109,1.47521649537477e-15,"heterozygous","Slc24a4","astrocytes"
"Arhgap5",7.67069047065106e-20,0.311973384309676,0.89,0.853,2.47640571154499e-15,"heterozygous","Arhgap5","astrocytes"
"Prex1",8.71657913842796e-20,0.448697978566462,0.575,0.481,2.81406040905008e-15,"heterozygous","Prex1","astrocytes"
"Sash1",1.47431950918998e-19,0.332322397334413,0.847,0.808,4.75969310346892e-15,"heterozygous","Sash1","astrocytes"
"Map2k6",4.31416982842343e-19,-0.400792024508645,0.447,0.567,1.39278658740822e-14,"heterozygous","Map2k6","astrocytes"
"Cdh21",5.66752617580519e-19,-0.297003474708396,0.776,0.849,1.82970415059695e-14,"heterozygous","Cdh2","astrocytes"
"Gm351881",7.23715003072766e-19,0.365085395927319,0.864,0.826,2.33644151592012e-14,"heterozygous","Gm35188","astrocytes"
"Itgav1",1.68564789307911e-18,-0.35877380033457,0.399,0.527,5.44194565801661e-14,"heterozygous","Itgav","astrocytes"
