"score","com","name","entity","cell_type"
3.1910720227191e-05,1,"Hoxa9","gene","opcs"
2.00554144997442e-05,3,"Hs2st1","gene","opcs"
3.43089648192181e-05,3,"Ift122","gene","opcs"
0.000911722393347935,4,"Ipo8","gene","opcs"
1.53372805670462e-05,3,"Itfg1","gene","opcs"
8.52528493322801e-05,3,"Kif1bp","gene","opcs"
0.00375108419155823,8,"Klc1","gene","opcs"
0.000323410844621781,3,"Klhdc9","gene","opcs"
2.49012371831802e-05,1,"Klre1","gene","opcs"
2.98268919334716e-05,1,"Klri1","gene","opcs"
2.59148240813679e-05,1,"Klri2","gene","opcs"
1.68687091043876e-06,3,"Kmt2a","gene","opcs"
4.41482402374841e-06,3,"Leo1","gene","opcs"
1.72843611575043e-05,1,"Lins1","gene","opcs"
8.5547988247119e-05,3,"Lrrcc1","gene","opcs"
6.09452514601951e-05,1,"Lsm4","gene","opcs"
0.000359793003062769,3,"Map4k1","gene","opcs"
3.63728325390932e-05,3,"Mbd4","gene","opcs"
0.00101992552922915,2,"Mcts1","gene","opcs"
0.00169984236377955,1,"Med1","TF","opcs"
3.70497544026814e-05,3,"Med1","gene","opcs"
0.000225002413077648,3,"Med29","gene","opcs"
0.000892909953986628,1,"Mef2c","TF","opcs"
1.5340141193319e-05,3,"Mef2c","gene","opcs"
0.00124310557306157,2,"Mks1","gene","opcs"
0.000650366845135477,5,"Mpc1","gene","opcs"
0.000394418306311059,3,"Mpnd","gene","opcs"
2.73631405316395e-05,3,"Mrfap1","gene","opcs"
0.000118025035888684,3,"Mrpl15","gene","opcs"
0.000188451073834159,3,"Mrps12","gene","opcs"
0.000689857853726923,4,"Mrps16","gene","opcs"
0.000910278914611257,3,"Myb","TF","opcs"
4.83341574826849e-05,1,"Myb","gene","opcs"
0.0367249820470379,5,"Myc","TF","opcs"
0.000268950447028272,3,"Myc","gene","opcs"
2.29685344716777e-05,3,"Myo9a","gene","opcs"
0.00155309060093461,3,"Mzf1","TF","opcs"
1.75221919320374e-05,3,"Mzf1","gene","opcs"
1.34042958918595e-06,3,"Naa30","gene","opcs"
1.18609506869747e-05,3,"Naaladl2","gene","opcs"
3.29752614477052e-05,1,"Nap1l2","gene","opcs"
2.03022224985845e-06,1,"Nbr1","gene","opcs"
0.00161134224981806,1,"Ncoa5","TF","opcs"
1.06157882898662e-05,3,"Ncoa5","gene","opcs"
4.03064890632696e-05,3,"Ndfip2","gene","opcs"
0.000168554947055609,3,"Ndufab1","gene","opcs"
5.86874616924138e-05,3,"Ndufs5","gene","opcs"
2.52084117023059e-05,1,"Neurl4","gene","opcs"
0.00135729443000115,2,"Nme1","gene","opcs"
0.00117465094979488,5,"Nol6","gene","opcs"
0.000326009065376187,1,"Nrap","gene","opcs"
9.17802706626509e-05,1,"Nsun5","gene","opcs"
2.59089003535665e-05,1,"Nsun6","gene","opcs"
0.00157277403981376,5,"Nudt9","gene","opcs"
2.97766352913687e-05,1,"Paf1","gene","opcs"
4.2364926346167e-05,3,"Parg","gene","opcs"
0.00160088353532673,1,"Parp1","TF","opcs"
0.0012397782786272,5,"Parp1","gene","opcs"
0.00172930401400752,1,"Pbrm1","TF","opcs"
2.70076305943543e-05,3,"Pbrm1","gene","opcs"
0.000297376252852603,3,"Pcnx4","gene","opcs"
1.86387180279568e-05,3,"Pde4d","gene","opcs"
2.7178148792841e-05,3,"Pdpr","gene","opcs"
1.32896432988036e-05,3,"Pdss2","gene","opcs"
-0.00117998728892136,8,"Phf6","gene","opcs"
3.0870726643126e-05,3,"Phf8","gene","opcs"
1.50165317446766e-05,3,"Phkb","gene","opcs"
0.000504179443494115,4,"Pigk","gene","opcs"
0.00114445118762955,5,"Pkn2","gene","opcs"
0.00126117172003628,2,"Ppp5c","gene","opcs"
0.000294834682424603,1,"Psmb6","gene","opcs"
0.00127178768559779,2,"Psmd8","gene","opcs"
7.09897220683379e-05,3,"Rad52","gene","opcs"
2.14171462034453e-05,3,"Ralgapa1","gene","opcs"
6.81242403127427e-06,3,"Rbm33","gene","opcs"
3.9913488032959e-05,3,"Riok2","gene","opcs"
0.000709409292565392,4,"Rnf111","gene","opcs"
1.83256445000963e-05,3,"Rnf139","gene","opcs"
0.000338546843631292,1,"Rps16","gene","opcs"
0.0163359242799626,7,"Rps6kl1","gene","opcs"
0.000723589240432636,3,"Runx1","TF","opcs"
0.000501454334790487,1,"Runx1","gene","opcs"
2.01189906823714e-05,3,"Sars2","gene","opcs"
5.53468627997529e-06,1,"Selenof","gene","opcs"
4.05105991367246e-05,3,"Senp8","gene","opcs"
0.000170913146100199,3,"Set","gene","opcs"
0.000831702293891445,1,"Setbp1","TF","opcs"
2.05892815052148e-05,3,"Setbp1","gene","opcs"
0.000225557115732613,3,"Sfr1","gene","opcs"
0.000314771492327228,3,"Slc31a1","gene","opcs"
0.000135770478926715,3,"Supt5","gene","opcs"
1.89923414513946e-05,1,"Taf13","gene","opcs"
9.79789897081417e-06,1,"Taf1a","gene","opcs"
0.000257042404846028,1,"Taf5","gene","opcs"
2.62318226461731e-05,3,"Taz","gene","opcs"
-9.39767522012995e-07,3,"Tbc1d23","gene","opcs"
1.32555415339902e-05,3,"Tbc1d8","gene","opcs"
0.00501427862099404,8,"Tcea1","gene","opcs"
0.00201530001042029,3,"Tcf4","TF","opcs"
0.000499097019661532,5,"Tcf4","gene","opcs"
6.27693847305967e-05,3,"Tgds","gene","opcs"
6.49970074708708e-06,1,"Timm23","gene","opcs"
9.46266516992899e-05,4,"Tmem177","gene","opcs"
7.78450005805446e-06,1,"Tmtc3","gene","opcs"
0.00116507547434266,5,"Tomm7","gene","opcs"
0.00137612187642248,5,"Trappc5","gene","opcs"
0.000111401005692507,1,"Trex1","gene","opcs"
2.98594025408247e-06,1,"Tsen2","gene","opcs"
6.38534447218983e-05,3,"Ttc23","gene","opcs"
2.54998944523847e-05,3,"Tti2","gene","opcs"
5.87228901571751e-06,3,"Tube1","gene","opcs"
0.0130205858224524,6,"Txnl1","gene","opcs"
3.4842977779945e-05,3,"Ubr1","gene","opcs"
1.54392175509141e-05,3,"Usp31","gene","opcs"
3.1771244970565e-05,3,"Usp48","gene","opcs"
0.000154414790043534,3,"Utp14a","gene","opcs"
0.000420494720632091,3,"Utp14b","gene","opcs"
1.13612604748014e-05,1,"Utp25","gene","opcs"
1.93143949335685e-05,1,"Vamp8","gene","opcs"
2.4487223594295e-05,3,"Wdr7","gene","opcs"
4.64309678518967e-05,3,"Zc3h10","gene","opcs"
7.49978101895034e-05,3,"Zc3h15","gene","opcs"
0.00140142544770033,3,"Zeb1","TF","opcs"
0.000390453064373254,2,"Zeb1","gene","opcs"
2.27053801313165e-05,3,"Zfp330","gene","opcs"
0.000197380038021695,1,"Zmat2","gene","opcs"
1.3336422787814e-05,3,"Znhit6","gene","opcs"
6.85111679331322e-06,1,"Zzef1","gene","opcs"
0.00010283439994401,2,"1700016H13Rik","gene","pericytes"
0.000169382833379465,1,"2510039O18Rik","gene","pericytes"
3.51600512648656e-05,2,"4922502D21Rik","gene","pericytes"
9.94308665631008e-05,2,"4930579G24Rik","gene","pericytes"
0.000255698046192348,1,"Aasdh","gene","pericytes"
3.87331594400988e-05,2,"Abcc10","gene","pericytes"
0.000186326292728589,2,"Abt1","gene","pericytes"
4.10962292113038e-05,1,"Aff1","gene","pericytes"
0.000201501163426549,1,"Anapc7","gene","pericytes"
5.31456550370528e-05,1,"Anp32a","gene","pericytes"
0.0011795418632362,1,"Apex1","TF","pericytes"
9.87547835806561e-05,1,"Apex1","gene","pericytes"
0.000192697699679147,1,"Apopt1","gene","pericytes"
5.5763711730123e-05,1,"Arl5b","gene","pericytes"
0.000103569833102028,2,"Asb7","gene","pericytes"
6.50595987708304e-05,1,"Bag5","gene","pericytes"
0.00376261883720053,2,"Bcl11a","TF","pericytes"
4.9421523742853e-05,1,"Bcl11a","gene","pericytes"
0.000255202538699761,1,"Bet1l","gene","pericytes"
6.69473022517924e-05,1,"Bmp5","gene","pericytes"
0.00120638764944636,1,"Brca1","TF","pericytes"
7.79399804197985e-05,2,"Brca1","gene","pericytes"
0.000124129984020507,2,"Casc1","gene","pericytes"
0.000109392709758254,1,"Ccdc174","gene","pericytes"
9.57765592064673e-05,1,"Ccdc184","gene","pericytes"
4.59307439368052e-05,1,"Cdk8","gene","pericytes"
0.000122499666213367,1,"Cdkn2c","gene","pericytes"
0.00149734826812268,1,"Cebpb","TF","pericytes"
0.000100424477500894,1,"Cebpb","gene","pericytes"
3.91753985843584e-05,1,"Cep192","gene","pericytes"
7.35416806061491e-05,1,"Cep290","gene","pericytes"
5.99060324304419e-05,1,"Cept1","gene","pericytes"
0.000162579134146191,2,"Chek1","gene","pericytes"
8.161405710027e-05,1,"Cherp","gene","pericytes"
2.79919435544105e-05,2,"Ciao3","gene","pericytes"
5.03714352140619e-05,1,"Clec16a","gene","pericytes"
0.00026241965279631,1,"Cnih2","gene","pericytes"
0.000107805721687461,2,"Cnpy1","gene","pericytes"
4.31935807698394e-05,1,"Cox4i1","gene","pericytes"
0.000151575987707496,1,"Crls1","gene","pericytes"
4.55017396756651e-05,1,"Ctnnbl1","gene","pericytes"
5.89268223977905e-05,1,"Cwf19l2","gene","pericytes"
6.58797890560194e-05,1,"Cyb5d2","gene","pericytes"
3.54434151934716e-05,1,"Czib","gene","pericytes"
2.69957999315782e-05,1,"D230025D16Rik","gene","pericytes"
6.04056197352521e-05,1,"Dcaf8","gene","pericytes"
5.4511907324073e-05,1,"Ddi2","gene","pericytes"
7.57359100710566e-05,1,"Dgcr6","gene","pericytes"
9.83035631826591e-05,1,"Dlat","gene","pericytes"
9.59732106358551e-05,1,"Dnajc19","gene","pericytes"
5.75646413102722e-05,2,"Dntt","gene","pericytes"
8.17834179277394e-05,1,"Dph5","gene","pericytes"
0.000271223800220773,2,"Dpy30","gene","pericytes"
5.11652151208886e-05,1,"Dram2","gene","pericytes"
0.000810316817821874,2,"E4f1","TF","pericytes"
9.14401600932386e-05,1,"E4f1","gene","pericytes"
6.41775211073829e-05,1,"Eed","gene","pericytes"
7.81397350848728e-05,1,"Eef1g","gene","pericytes"
7.63980366337681e-05,1,"Eif3d","gene","pericytes"
4.43450381253237e-05,1,"Eif3k","gene","pericytes"
0.00024640378167051,1,"Eif4a2","gene","pericytes"
0.000230295570319968,1,"Eif4b","gene","pericytes"
0.00120283924930186,1,"Elp3","TF","pericytes"
4.92531314118937e-05,1,"Elp3","gene","pericytes"
0.000205417700882531,1,"Emc8","gene","pericytes"
5.31998367522453e-05,1,"Epc2","gene","pericytes"
5.58820426136387e-05,1,"Eprs","gene","pericytes"
9.75245885525052e-05,1,"Esyt1","gene","pericytes"
4.58173945271921e-05,1,"Etfdh","gene","pericytes"
9.08616534231091e-05,1,"Etfrf1","gene","pericytes"
6.22750990483021e-05,1,"Faap100","gene","pericytes"
4.26019562398428e-05,1,"Faf1","gene","pericytes"
0.000126058470896283,2,"Fam174b","gene","pericytes"
0.000138514574292338,2,"Fam229b","gene","pericytes"
4.52477025893792e-05,1,"Fkbp15","gene","pericytes"
3.86536186588196e-05,1,"Fktn","gene","pericytes"
4.67436736971234e-05,1,"Ggcx","gene","pericytes"
5.22929501954355e-05,2,"Gm156","gene","pericytes"
0.000176380907807048,2,"Gnl3","gene","pericytes"
3.39063610735819e-05,1,"Golga7","gene","pericytes"
6.24816596386083e-05,1,"H13","gene","pericytes"
5.82398261248937e-05,1,"Hax1","gene","pericytes"
0.00144808552643249,1,"Hmga1","TF","pericytes"
5.83578220058077e-05,2,"Hmga1","gene","pericytes"
5.64038299327669e-05,2,"Hmga1b","gene","pericytes"
0.00130872788186534,1,"Hoxa10","TF","pericytes"
0.000126210961696301,2,"Hoxa10","gene","pericytes"
0.00145638617488355,1,"Hoxa9","TF","pericytes"
0.00011954644795787,2,"Hoxa9","gene","pericytes"
7.611036502531e-05,1,"Hs2st1","gene","pericytes"
4.9810840378037e-05,1,"Ift122","gene","pericytes"
5.57232778463995e-05,1,"Ipo8","gene","pericytes"
3.65519617552139e-05,1,"Itfg1","gene","pericytes"
7.99738367339815e-05,1,"Kif1bp","gene","pericytes"
4.25968067393771e-05,1,"Klc1","gene","pericytes"
7.02186525527102e-05,2,"Klhdc9","gene","pericytes"
7.93888305646399e-05,2,"Klre1","gene","pericytes"
3.14529777999454e-05,2,"Klri1","gene","pericytes"
3.27162335561952e-05,2,"Klri2","gene","pericytes"
5.13621441904689e-05,1,"Kmt2a","gene","pericytes"
0.00023079008085521,1,"Leo1","gene","pericytes"
7.32118115015903e-05,2,"Lins1","gene","pericytes"
5.21996069106493e-05,1,"Lrrcc1","gene","pericytes"
8.28438258321746e-05,1,"Lsm4","gene","pericytes"
0.000117200182618547,2,"Map4k1","gene","pericytes"
0.000232989000855267,1,"Mbd4","gene","pericytes"
5.86006689251757e-05,1,"Mcts1","gene","pericytes"
0.00122461370638312,1,"Med1","TF","pericytes"
4.91217603149719e-05,1,"Med1","gene","pericytes"
7.71013463181799e-05,1,"Med29","gene","pericytes"
0.00183123784871665,1,"Mef2c","TF","pericytes"
9.3157615940403e-05,1,"Mef2c","gene","pericytes"
9.5422945978954e-05,1,"Mks1","gene","pericytes"
3.67363995260646e-05,1,"Mpc1","gene","pericytes"
0.000260344718262902,1,"Mpnd","gene","pericytes"
4.04474068232367e-05,1,"Mrfap1","gene","pericytes"
8.69059146675107e-05,1,"Mrpl15","gene","pericytes"
6.16048326609825e-05,2,"Mrps12","gene","pericytes"
0.000125650379445299,1,"Mrps16","gene","pericytes"
0.00174684864987823,2,"Myb","TF","pericytes"
6.31480671384428e-05,2,"Myb","gene","pericytes"
0.00168413957785263,2,"Myc","TF","pericytes"
0.000227464699626429,2,"Myc","gene","pericytes"
6.20250224797258e-05,1,"Myo9a","gene","pericytes"
0.00225877637666844,2,"Mzf1","TF","pericytes"
7.81042194355922e-05,2,"Mzf1","gene","pericytes"
5.55000405357168e-05,1,"Naa30","gene","pericytes"
4.79583058394438e-05,1,"Naaladl2","gene","pericytes"
0.000115378057420178,2,"Nap1l2","gene","pericytes"
0.000257348776715726,1,"Nbr1","gene","pericytes"
0.00127271961876566,1,"Ncoa5","TF","pericytes"
4.8541335699579e-05,1,"Ncoa5","gene","pericytes"
8.46164757330069e-05,1,"Ndfip2","gene","pericytes"
2.72567080421297e-05,1,"Ndufab1","gene","pericytes"
4.922779280691e-05,1,"Ndufs5","gene","pericytes"
5.14110595935723e-05,1,"Neurl4","gene","pericytes"
0.000255732752390384,1,"Nme1","gene","pericytes"
0.00024285364637136,1,"Nol6","gene","pericytes"
0.000116628492064935,2,"Nrap","gene","pericytes"
0.000206696807342222,1,"Nsun5","gene","pericytes"
7.37462866826661e-05,1,"Nsun6","gene","pericytes"
7.12642143269037e-05,1,"Nudt9","gene","pericytes"
3.50981722177547e-05,1,"Paf1","gene","pericytes"
6.5406223694179e-05,1,"Parg","gene","pericytes"
0.00118251822264211,1,"Parp1","TF","pericytes"
0.00026282424996832,2,"Parp1","gene","pericytes"
0.00130373561130724,1,"Pbrm1","TF","pericytes"
8.32334393515886e-05,1,"Pbrm1","gene","pericytes"
6.65982125518371e-05,1,"Pcnx4","gene","pericytes"
5.17942935554409e-05,1,"Pde4d","gene","pericytes"
4.2334652355238e-05,1,"Pdpr","gene","pericytes"
4.99984609354819e-05,1,"Pdss2","gene","pericytes"
0.000251612026603946,1,"Phf6","gene","pericytes"
0.000111072565561444,1,"Phf8","gene","pericytes"
0.000252596743570595,1,"Phkb","gene","pericytes"
0.00010565468006864,1,"Pigk","gene","pericytes"
0.000147270469265677,1,"Pkn2","gene","pericytes"
0.000260403000859827,1,"Ppp5c","gene","pericytes"
0.000188160006301891,1,"Psmb6","gene","pericytes"
0.000217741756871375,1,"Psmd8","gene","pericytes"
3.74252164149154e-05,2,"Rad52","gene","pericytes"
5.81047388542968e-05,1,"Ralgapa1","gene","pericytes"
0.000131737009756156,1,"Rbm33","gene","pericytes"
7.45864172914791e-05,1,"Riok2","gene","pericytes"
7.3129036793528e-05,1,"Rnf111","gene","pericytes"
6.35036995609568e-05,1,"Rnf139","gene","pericytes"
5.14083748525748e-05,1,"Rps16","gene","pericytes"
0.000225540252320287,2,"Rps6kl1","gene","pericytes"
0.0025180947698411,2,"Runx1","TF","pericytes"
8.11228379563306e-05,1,"Runx1","gene","pericytes"
7.18426713619085e-05,2,"Sars2","gene","pericytes"
5.11865950330352e-05,1,"Selenof","gene","pericytes"
0.000230418912627011,1,"Senp8","gene","pericytes"
4.21077133291904e-05,1,"Set","gene","pericytes"
0.00101720455024455,1,"Setbp1","TF","pericytes"
6.59800010882705e-05,1,"Setbp1","gene","pericytes"
6.57785497783852e-05,1,"Sfr1","gene","pericytes"
4.79428028305502e-05,1,"Slc31a1","gene","pericytes"
5.53612194771175e-05,1,"Supt5","gene","pericytes"
0.000106685102700568,1,"Taf13","gene","pericytes"
4.94409408946879e-05,1,"Taf1a","gene","pericytes"
0.000134152610855869,1,"Taf5","gene","pericytes"
0.000255728995106633,1,"Taz","gene","pericytes"
6.00392886158755e-05,1,"Tbc1d23","gene","pericytes"
7.83982569133861e-05,1,"Tbc1d8","gene","pericytes"
5.35844551647139e-05,1,"Tcea1","gene","pericytes"
0.00331606284457265,2,"Tcf4","TF","pericytes"
6.57561975019196e-05,1,"Tcf4","gene","pericytes"
0.000204678027107428,1,"Tgds","gene","pericytes"
6.50313801053309e-05,1,"Timm23","gene","pericytes"
0.000120503980641181,1,"Tmem177","gene","pericytes"
4.83387027298744e-05,1,"Tmtc3","gene","pericytes"
7.03954382757693e-05,1,"Tomm7","gene","pericytes"
0.000165104696807855,2,"Trappc5","gene","pericytes"
6.86884767864571e-05,2,"Trex1","gene","pericytes"
0.000131126812819137,1,"Tsen2","gene","pericytes"
5.64243516495595e-05,1,"Ttc23","gene","pericytes"
0.000220403979931041,1,"Tti2","gene","pericytes"
6.97744054410237e-05,2,"Tube1","gene","pericytes"
5.79735255282047e-05,1,"Txnl1","gene","pericytes"
5.81252003032434e-05,1,"Ubr1","gene","pericytes"
4.31688827805009e-05,1,"Usp31","gene","pericytes"
5.02172958925505e-05,1,"Usp48","gene","pericytes"
5.13844879771381e-05,1,"Utp14a","gene","pericytes"
4.75785305584576e-05,1,"Utp14b","gene","pericytes"
9.55558613544412e-05,1,"Utp25","gene","pericytes"
0.000264236373866103,2,"Vamp8","gene","pericytes"
4.35227909695696e-05,1,"Wdr7","gene","pericytes"
7.14835207084219e-05,1,"Zc3h10","gene","pericytes"
0.000245156851819995,1,"Zc3h15","gene","pericytes"
0.00278053422686776,2,"Zeb1","TF","pericytes"
5.0978640505811e-05,1,"Zeb1","gene","pericytes"
0.00011107915975439,1,"Zfp330","gene","pericytes"
0.000221962500335555,1,"Zmat2","gene","pericytes"
6.89874475062324e-05,1,"Znhit6","gene","pericytes"
4.04621390419682e-05,1,"Zzef1","gene","pericytes"
