"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Gpd1l",0.000133398070196397,-0.103171549651715,0.134,0.26,1,"heterozygous","Gpd1l","fibroblasts"
"Slc44a2",0.000133929913278585,-0.200680376127005,0.408,0.554,1,"heterozygous","Slc44a2","fibroblasts"
"Spire15",0.000135150517427287,-0.237416070072852,0.697,0.834,1,"heterozygous","Spire1","fibroblasts"
"Btg2",0.000135709114562122,-0.232311048628236,0.097,0.207,1,"heterozygous","Btg2","fibroblasts"
"Gm171711",0.000136511903906116,0.154671820406414,0.224,0.115,1,"heterozygous","Gm17171","fibroblasts"
"Prr162",0.000136670801616032,-0.271579356470631,0.202,0.342,1,"heterozygous","Prr16","fibroblasts"
"Snap251",0.000138057933488791,-0.246958463150414,0.823,0.888,1,"heterozygous","Snap25","fibroblasts"
"Cfp",0.000142901253932379,-0.173499804415852,0.134,0.253,1,"heterozygous","Cfp","fibroblasts"
"Ier5l",0.000143442718958125,-0.110830650818132,0.181,0.321,1,"heterozygous","Ier5l","fibroblasts"
"Kcnc1",0.00014632655143298,-0.217879062513916,0.675,0.753,1,"heterozygous","Kcnc1","fibroblasts"
"N4bp2l2",0.000147914422536096,-0.159449023510283,0.628,0.75,1,"heterozygous","N4bp2l2","fibroblasts"
"Elavl31",0.000150354554203274,-0.237139933229625,0.668,0.811,1,"heterozygous","Elavl3","fibroblasts"
"Prpf4b3",0.000150844442666027,0.260005155236025,0.903,0.878,1,"heterozygous","Prpf4b","fibroblasts"
"Gm439481",0.000160078764153999,0.164022017794665,0.202,0.102,1,"heterozygous","Gm43948","fibroblasts"
"Scn8a",0.000162403296126096,-0.239389594215403,0.755,0.849,1,"heterozygous","Scn8a","fibroblasts"
"Spock21",0.00016592107545179,-0.158091870715072,0.365,0.505,1,"heterozygous","Spock2","fibroblasts"
"Ctif1",0.00016679569165826,-0.188727706571713,0.531,0.638,1,"heterozygous","Ctif","fibroblasts"
"Gm165521",0.000169969229128029,-0.176318129356961,0.274,0.398,1,"heterozygous","Gm16552","fibroblasts"
"Ndufa1",0.000170996869831505,-0.105808830606816,0.069,0.168,1,"heterozygous","Ndufa1","fibroblasts"
"Stmn21",0.000171052840922996,-0.254590814164602,0.69,0.788,1,"heterozygous","Stmn2","fibroblasts"
"Lrtm11",0.000172179168769019,0.353534369162364,0.531,0.423,1,"heterozygous","Lrtm1","fibroblasts"
"Gm49267",0.000173412022700589,0.43522161496256,0.108,0.036,1,"heterozygous","Gm49267","fibroblasts"
"Tmsb4x2",0.000174381481477122,-0.249515194192673,0.61,0.73,1,"heterozygous","Tmsb4x","fibroblasts"
"Clip12",0.000177440285596346,-0.176366304512318,0.664,0.798,1,"heterozygous","Clip1","fibroblasts"
"Syt4",0.000178141406521194,-0.240457947575011,0.466,0.584,1,"heterozygous","Syt4","fibroblasts"
"Dcc1",0.000179848608293555,-0.372087842420324,0.661,0.77,1,"heterozygous","Dcc","fibroblasts"
"Ralgapa2",0.000180593709689273,-0.245924224010363,0.682,0.778,1,"heterozygous","Ralgapa2","fibroblasts"
"Frmd62",0.000183982414511468,-0.293948089816379,0.722,0.842,1,"heterozygous","Frmd6","fibroblasts"
"Synj11",0.000185511503882839,-0.258000637039049,0.773,0.852,1,"heterozygous","Synj1","fibroblasts"
"5730522E02Rik1",0.00018676747867765,-0.306728226582998,0.43,0.566,1,"heterozygous","5730522E02Rik","fibroblasts"
"Atp5e",0.000187143728411515,-0.166970988020824,0.155,0.276,1,"heterozygous","Atp5e","fibroblasts"
"Porcn",0.00018762607092992,-0.134071238128538,0.318,0.459,1,"heterozygous","Porcn","fibroblasts"
"Bicdl1",0.000196932476589633,-0.249037926412902,0.588,0.707,1,"heterozygous","Bicdl1","fibroblasts"
"Stk40",0.000196985639114142,-0.202336359949767,0.3,0.436,1,"heterozygous","Stk40","fibroblasts"
"Rtn4r1",0.000197668522714531,-0.240288939495066,0.57,0.679,1,"heterozygous","Rtn4r","fibroblasts"
"Gfod12",0.000199482501506322,-0.239978719944482,0.509,0.648,1,"heterozygous","Gfod1","fibroblasts"
"Cpeb11",0.000203098704097252,-0.240375593870293,0.646,0.74,1,"heterozygous","Cpeb1","fibroblasts"
"Rgs12",0.000203801606951859,-0.213388455480297,0.7,0.796,1,"heterozygous","Rgs12","fibroblasts"
"A330023F24Rik2",0.00020461543525416,-0.217185355813091,0.819,0.893,1,"heterozygous","A330023F24Rik","fibroblasts"
"Camsap1",0.000206676558650433,-0.238253184575003,0.426,0.561,1,"heterozygous","Camsap1","fibroblasts"
"Gm6260",0.000212356626958135,1.12478435046636,0.206,0.112,1,"heterozygous","Gm6260","fibroblasts"
"Map1b3",0.000214959616735501,-0.204420775127028,0.798,0.875,1,"heterozygous","Map1b","fibroblasts"
"Lrrn21",0.000216395868134402,-0.219601029176526,0.473,0.582,1,"heterozygous","Lrrn2","fibroblasts"
"Nrxn32",0.000217095700356104,0.340711886246636,0.87,0.936,1,"heterozygous","Nrxn3","fibroblasts"
"Gm496781",0.000218381657903713,-0.216796767816677,0.307,0.464,1,"heterozygous","Gm49678","fibroblasts"
"Usp35",0.000219240498677879,-0.144131614453754,0.235,0.37,1,"heterozygous","Usp35","fibroblasts"
"Rab11fip41",0.000222742185981023,-0.188415207141083,0.466,0.592,1,"heterozygous","Rab11fip4","fibroblasts"
"Ccdc61",0.000228136800008149,-0.121199758042241,0.379,0.533,1,"heterozygous","Ccdc6","fibroblasts"
"Ssbp21",0.00022998628701436,-0.25814045155798,0.671,0.816,1,"heterozygous","Ssbp2","fibroblasts"
"Nr4a1",0.00023792547972107,-0.308447146860514,0.368,0.485,1,"heterozygous","Nr4a1","fibroblasts"
"Wipf11",0.000250338138177652,0.374205212613952,0.245,0.135,1,"heterozygous","Wipf1","fibroblasts"
"Pkm3",0.000255759761962682,-0.129365640321486,0.383,0.543,1,"heterozygous","Pkm","fibroblasts"
"Nat8l",0.000258430047106914,-0.199736948770284,0.238,0.36,1,"heterozygous","Nat8l","fibroblasts"
"Dbndd21",0.000258636237678454,-0.145769896301284,0.217,0.352,1,"heterozygous","Dbndd2","fibroblasts"
"Sptbn2",0.000262491905257593,-0.179027032547477,0.556,0.684,1,"heterozygous","Sptbn2","fibroblasts"
"Slc7a5",0.000272677775980951,-0.130272666977909,0.144,0.253,1,"heterozygous","Slc7a5","fibroblasts"
"Gm17167",0.000274255092081048,-0.14701779334448,0.426,0.605,1,"heterozygous","Gm17167","fibroblasts"
"Ulk2",0.000275393486868183,0.404209677150576,0.812,0.804,1,"heterozygous","Ulk2","fibroblasts"
"Cebpb",0.00027617348598924,-0.108390699147387,0.047,0.13,1,"heterozygous","Cebpb","fibroblasts"
"Ncs11",0.000278319086768787,-0.107440757503828,0.314,0.452,1,"heterozygous","Ncs1","fibroblasts"
"Ak52",0.000282801275130204,-0.283866983624073,0.693,0.796,1,"heterozygous","Ak5","fibroblasts"
"Pex5l1",0.000284419997808915,-0.238245232048694,0.715,0.796,1,"heterozygous","Pex5l","fibroblasts"
"Nab2",0.000286151575298145,-0.157702663542051,0.141,0.253,1,"heterozygous","Nab2","fibroblasts"
"Abhd61",0.000295316275240471,-0.117913927453891,0.397,0.551,1,"heterozygous","Abhd6","fibroblasts"
"Gm12027",0.000300039665471429,0.204638421261577,0.379,0.255,1,"heterozygous","Gm12027","fibroblasts"
"Sema4b1",0.000303152111702617,-0.164840286632179,0.202,0.329,1,"heterozygous","Sema4b","fibroblasts"
"Ptprn21",0.000305837762420073,-0.194524824429891,0.783,0.852,1,"heterozygous","Ptprn2","fibroblasts"
"Kcnk10",0.000308141878750945,-0.155580469033964,0.245,0.372,1,"heterozygous","Kcnk10","fibroblasts"
"Kcnh3",0.000313781000976161,-0.183685468653627,0.303,0.441,1,"heterozygous","Kcnh3","fibroblasts"
"Lrrc4b2",0.000324165839723867,-0.166312771768956,0.289,0.423,1,"heterozygous","Lrrc4b","fibroblasts"
"Hspa4l1",0.000330201657657254,-0.217602048348438,0.505,0.633,1,"heterozygous","Hspa4l","fibroblasts"
"Hspa4",0.00033297989014344,-0.233732609807581,0.57,0.671,1,"heterozygous","Hspa4","fibroblasts"
"Kcnmb4",0.000335990679853359,-0.195278178201316,0.375,0.503,1,"heterozygous","Kcnmb4","fibroblasts"
"Zic4",0.000341237051183664,0.628638263115736,0.17,0.082,1,"heterozygous","Zic4","fibroblasts"
"Pip5k1a1",0.000355732249079022,-0.200449907026133,0.679,0.758,1,"heterozygous","Pip5k1a","fibroblasts"
"Mbd3",0.000364929320124382,-0.1060086033907,0.105,0.207,1,"heterozygous","Mbd3","fibroblasts"
"Tmcc31",0.00036870034713404,-0.235182727076055,0.567,0.694,1,"heterozygous","Tmcc3","fibroblasts"
"Cpne71",0.000374619795862414,-0.189467986261782,0.267,0.401,1,"heterozygous","Cpne7","fibroblasts"
"Map3k14",0.000381677472293296,-0.141314565945723,0.249,0.383,1,"heterozygous","Map3k14","fibroblasts"
"Kansl12",0.000381761440897343,-0.148567766965531,0.917,0.962,1,"heterozygous","Kansl1","fibroblasts"
"Camkk12",0.000392155239623254,-0.204670223083559,0.35,0.464,1,"heterozygous","Camkk1","fibroblasts"
"Gm218871",0.000394908554809485,0.224708657514547,0.22,0.125,1,"heterozygous","Gm21887","fibroblasts"
"Itpr21",0.00039998025906987,0.299968796452689,0.191,0.094,1,"heterozygous","Itpr2","fibroblasts"
"Hivep22",0.000401062592933053,-0.233683774713515,0.903,0.972,1,"heterozygous","Hivep2","fibroblasts"
"Ppm1g",0.000405428441474468,-0.170286382661534,0.264,0.385,1,"heterozygous","Ppm1g","fibroblasts"
"Pkig1",0.000407504348824478,-0.197834573358784,0.444,0.569,1,"heterozygous","Pkig","fibroblasts"
"Tatdn3",0.000409718818658847,-0.196990540281886,0.184,0.298,1,"heterozygous","Tatdn3","fibroblasts"
"Tmem256",0.000411219345690273,-0.163945804728243,0.22,0.352,1,"heterozygous","Tmem256","fibroblasts"
"Cep170b",0.000414601193584309,-0.156288640795135,0.3,0.436,1,"heterozygous","Cep170b","fibroblasts"
"Syk",0.000430264564942712,0.233647800288809,0.245,0.143,1,"heterozygous","Syk","fibroblasts"
"Hdac11",0.000435222998359676,-0.151078352328936,0.282,0.411,1,"heterozygous","Hdac11","fibroblasts"
"Syngr31",0.000435436080122041,-0.12768219952559,0.3,0.434,1,"heterozygous","Syngr3","fibroblasts"
"Hsph15",0.00043602184051835,-0.145426091361351,0.325,0.459,1,"heterozygous","Hsph1","fibroblasts"
"Cacng2",0.000441111245492175,-0.245096940211279,0.549,0.673,1,"heterozygous","Cacng2","fibroblasts"
"Mpp2",0.000447695480169614,-0.154660852375317,0.249,0.37,1,"heterozygous","Mpp2","fibroblasts"
"Igsf8",0.000448443595050494,-0.214410334405097,0.52,0.645,1,"heterozygous","Igsf8","fibroblasts"
"Cacnb1",0.000452529545723052,-0.180841510288023,0.314,0.434,1,"heterozygous","Cacnb1","fibroblasts"
"Abcd21",0.000458702977397448,0.141163931084421,0.289,0.176,1,"heterozygous","Abcd2","fibroblasts"
"Syngap1",0.000461074034635343,-0.169270412038154,0.426,0.556,1,"heterozygous","Syngap1","fibroblasts"
"Mei4",0.000470663431170611,-0.183419648501159,0.137,0.247,1,"heterozygous","Mei4","fibroblasts"
"Arl6ip11",0.000475456659153511,-0.127475193397343,0.289,0.426,1,"heterozygous","Arl6ip1","fibroblasts"
"Cabp13",0.000478869143220359,-0.217556134466078,0.563,0.676,1,"heterozygous","Cabp1","fibroblasts"
"Tbx18",0.000485505259142763,0.250085136222331,0.116,0.043,1,"heterozygous","Tbx18","fibroblasts"
"Ap3b2",0.000487179720180563,-0.171738563911409,0.415,0.561,1,"heterozygous","Ap3b2","fibroblasts"
"Hhipl1",0.000489294437271874,-0.105803606768952,0.13,0.237,1,"heterozygous","Hhipl1","fibroblasts"
"Tmem1961",0.000502523005073365,0.263087857696882,0.318,0.214,1,"heterozygous","Tmem196","fibroblasts"
"Pitpnc11",0.000504520143712331,0.224389909678943,0.538,0.408,1,"heterozygous","Pitpnc1","fibroblasts"
"Sik1",0.000507945649052448,-0.173561605712708,0.036,0.112,1,"heterozygous","Sik1","fibroblasts"
"BC005537",0.000508288434726538,-0.183481889226713,0.523,0.679,1,"heterozygous","BC005537","fibroblasts"
"Tfcp2l1",0.000509576740447272,0.504456055024608,0.123,0.051,1,"heterozygous","Tfcp2l1","fibroblasts"
"Plxna1",0.000509829563955665,-0.183930730304533,0.206,0.327,1,"heterozygous","Plxna1","fibroblasts"
"Arhgap201",0.000513118911003084,0.414140855133331,0.675,0.628,1,"heterozygous","Arhgap20","fibroblasts"
"Arrb1",0.000514267061466522,-0.162497362009128,0.498,0.625,1,"heterozygous","Arrb1","fibroblasts"
"Gnao13",0.000515375029176665,-0.1991256753857,0.816,0.88,1,"heterozygous","Gnao1","fibroblasts"
"Greb1",0.000518449003394844,0.145105242901561,0.141,0.061,1,"heterozygous","Greb1","fibroblasts"
"Nin",0.000520891963512078,-0.177626848574356,0.751,0.857,1,"heterozygous","Nin","fibroblasts"
"Scn2b",0.000535618890792055,-0.11593789718466,0.235,0.365,1,"heterozygous","Scn2b","fibroblasts"
"Ahctf1",0.000537346997065243,-0.128196854635649,0.545,0.699,1,"heterozygous","Ahctf1","fibroblasts"
"Ankrd6",0.000537678510914619,-0.123516774374737,0.148,0.265,1,"heterozygous","Ankrd6","fibroblasts"
"Gm16152",0.000541124179132925,0.135549363700425,0.242,0.143,1,"heterozygous","Gm16152","fibroblasts"
"Rph3a",0.000541349807508611,-0.240840321600434,0.603,0.709,1,"heterozygous","Rph3a","fibroblasts"
"4933424G05Rik",0.000546454610392069,-0.183234698317585,0.531,0.658,1,"heterozygous","4933424G05Rik","fibroblasts"
"Aig1",0.000549278518397114,-0.23289899339849,0.722,0.821,1,"heterozygous","Aig1","fibroblasts"
"Pak31",0.000553617097339054,-0.249065898528144,0.708,0.821,1,"heterozygous","Pak3","fibroblasts"
"Gm386041",0.000557436513684038,0.243759519319657,0.473,0.365,1,"heterozygous","Gm38604","fibroblasts"
"Klhl52",0.000565171191130191,-0.119658836844975,0.227,0.352,1,"heterozygous","Klhl5","fibroblasts"
"Osbpl21",0.000566168405315998,-0.177357118219661,0.44,0.569,1,"heterozygous","Osbpl2","fibroblasts"
"Wdr78",0.000569129936123455,-0.102844715685225,0.253,0.372,1,"heterozygous","Wdr78","fibroblasts"
"Tank",0.000572269480210535,0.377648707653224,0.538,0.446,1,"heterozygous","Tank","fibroblasts"
"Slc6a6",0.000574636777957801,-0.210481086315437,0.783,0.842,1,"heterozygous","Slc6a6","fibroblasts"
"9630014M24Rik3",0.00058095160894646,0.30274627809772,0.448,0.355,1,"heterozygous","9630014M24Rik","fibroblasts"
"Midn",0.000595050662352215,-0.197218808852426,0.097,0.196,1,"heterozygous","Midn","fibroblasts"
"Ttc9b",0.000595271427953271,-0.151053104284787,0.108,0.212,1,"heterozygous","Ttc9b","fibroblasts"
"Dcbld1",0.000611436239060221,0.172160713538526,0.267,0.163,1,"heterozygous","Dcbld1","fibroblasts"
"Yaf21",0.00061711611336439,-0.230034248461481,0.52,0.666,1,"heterozygous","Yaf2","fibroblasts"
"Pxdn1",0.000617637341053915,-0.180037368023412,0.274,0.395,1,"heterozygous","Pxdn","fibroblasts"
"2010300C02Rik1",0.000624215016289176,-0.211553017736977,0.444,0.546,1,"heterozygous","2010300C02Rik","fibroblasts"
"Mir124a-1hg",0.000626468797222986,-0.192380531624598,0.819,0.872,1,"heterozygous","Mir124a-1hg","fibroblasts"
"Col24a1",0.000627951106220034,0.429613964157701,0.729,0.719,1,"heterozygous","Col24a1","fibroblasts"
"Hs6st1",0.000642912848674595,-0.170636239281122,0.199,0.304,1,"heterozygous","Hs6st1","fibroblasts"
"Eef2k1",0.000643378399470817,-0.168380787107287,0.509,0.64,1,"heterozygous","Eef2k","fibroblasts"
"Nedd4l",0.000645590564903738,-0.240463777081713,0.874,0.916,1,"heterozygous","Nedd4l","fibroblasts"
"Bex2",0.000648096224467526,-0.167342235437583,0.375,0.487,1,"heterozygous","Bex2","fibroblasts"
"Rerg",0.000652165552647726,-0.227950882447751,0.043,0.117,1,"heterozygous","Rerg","fibroblasts"
"Acap25",0.000653218980435563,-0.250986736730917,0.801,0.898,1,"heterozygous","Acap2","fibroblasts"
"Pde2a1",0.000654471725065129,-0.247202221138007,0.603,0.714,1,"heterozygous","Pde2a","fibroblasts"
"Adam221",0.00065894346613218,-0.240423738926846,0.791,0.867,1,"heterozygous","Adam22","fibroblasts"
"Dlc11",0.000662506684649024,0.434264728286739,0.794,0.781,1,"heterozygous","Dlc1","fibroblasts"
"Gsg1l1",0.000675344552051652,-0.261976756279689,0.614,0.694,1,"heterozygous","Gsg1l","fibroblasts"
"Tmem234",0.000675714868700594,-0.143365368502448,0.458,0.612,1,"heterozygous","Tmem234","fibroblasts"
"Taf4",0.000676956024945292,-0.157884969000629,0.209,0.332,1,"heterozygous","Taf4","fibroblasts"
"4933432I09Rik",0.00067836744150743,-0.110308023040414,0.09,0.184,1,"heterozygous","4933432I09Rik","fibroblasts"
"Gm342371",0.000706852897290042,-0.107233088189767,0.076,0.161,1,"heterozygous","Gm34237","fibroblasts"
"Rgma1",0.000711062028490466,-0.105700192001226,0.31,0.452,1,"heterozygous","Rgma","fibroblasts"
"Pde5a1",0.000713706482759223,0.103128454910738,0.267,0.153,1,"heterozygous","Pde5a","fibroblasts"
"Cetn32",0.000728418299127165,0.235758935193356,0.617,0.546,1,"heterozygous","Cetn3","fibroblasts"
"Itgb81",0.000730050642570527,0.150744182522851,0.242,0.14,1,"heterozygous","Itgb8","fibroblasts"
"Prkaa1",0.000741875698433548,-0.149854506577184,0.162,0.273,1,"heterozygous","Prkaa1","fibroblasts"
"Mgat5b1",0.000754425988665318,-0.146949963207757,0.538,0.666,1,"heterozygous","Mgat5b","fibroblasts"
"Rasgef1a2",0.000758952081289245,-0.20389164715865,0.588,0.704,1,"heterozygous","Rasgef1a","fibroblasts"
"Vdac3",0.000765335024875089,-0.16710242144789,0.245,0.372,1,"heterozygous","Vdac3","fibroblasts"
"Prkca2",0.000769237302609103,0.370286129798292,0.729,0.686,1,"heterozygous","Prkca","fibroblasts"
"Rap1gap",0.000777367035620789,-0.22937052501151,0.455,0.569,1,"heterozygous","Rap1gap","fibroblasts"
"Tmem151a",0.000779104127963623,-0.201877369758335,0.419,0.548,1,"heterozygous","Tmem151a","fibroblasts"
"Pdzd41",0.00077925019814618,-0.190195360952819,0.502,0.622,1,"heterozygous","Pdzd4","fibroblasts"
"Atad21",0.000780780032819384,0.207590475736241,0.35,0.235,1,"heterozygous","Atad2","fibroblasts"
"Fam49b3",0.000780801672633368,-0.179764948967289,0.823,0.872,1,"heterozygous","Fam49b","fibroblasts"
"Rbm24",0.000785593066278285,-0.134135572385693,0.166,0.273,1,"heterozygous","Rbm24","fibroblasts"
"B4galnt4",0.000790386136318569,-0.129567254919473,0.318,0.449,1,"heterozygous","B4galnt4","fibroblasts"
"Kcnab11",0.000794143849003079,0.290141119343633,0.444,0.337,1,"heterozygous","Kcnab1","fibroblasts"
"Mvb12b3",0.000797487730499004,-0.1053405965701,0.44,0.584,1,"heterozygous","Mvb12b","fibroblasts"
"Gm163511",0.000807795407074177,0.355280296299638,0.625,0.602,1,"heterozygous","Gm16351","fibroblasts"
"Gm281753",0.000808331744886407,0.232768619797181,0.383,0.278,1,"heterozygous","Gm28175","fibroblasts"
"Gm35501",0.000808552665897581,-0.143469782084987,0.162,0.258,1,"heterozygous","Gm35501","fibroblasts"
"Ankrd33b1",0.000808919092019839,-0.216011628625414,0.621,0.753,1,"heterozygous","Ankrd33b","fibroblasts"
"Ptpn9",0.0008208488684822,-0.282534489203547,0.527,0.668,1,"heterozygous","Ptpn9","fibroblasts"
"Ckb2",0.000828411325772535,-0.190509111595874,0.675,0.77,1,"heterozygous","Ckb","fibroblasts"
"Rufy34",0.000838784218699691,-0.226068764377484,0.718,0.776,1,"heterozygous","Rufy3","fibroblasts"
"Ipmk",0.000839461446386535,-0.185359720520823,0.253,0.365,1,"heterozygous","Ipmk","fibroblasts"
"Gm480911",0.000847906871142881,0.263712076998815,0.552,0.464,1,"heterozygous","Gm48091","fibroblasts"
"Insyn2a",0.000855146145836881,-0.10958563871305,0.249,0.38,1,"heterozygous","Insyn2a","fibroblasts"
"Kdm4d",0.000863629242887109,0.132718582782948,0.101,0.038,1,"heterozygous","Kdm4d","fibroblasts"
"St8sia5",0.000868241093520062,-0.154951122248124,0.401,0.536,1,"heterozygous","St8sia5","fibroblasts"
"Lrrtm43",0.000875421413087331,-0.553783334544699,0.628,0.745,1,"heterozygous","Lrrtm4","fibroblasts"
"Wdr47",0.000882642932399567,-0.159729941710237,0.523,0.666,1,"heterozygous","Wdr47","fibroblasts"
"Glcci12",0.000885750676571927,0.286443467592583,0.809,0.796,1,"heterozygous","Glcci1","fibroblasts"
"Znrf11",0.000886101774659774,-0.171603516911532,0.621,0.753,1,"heterozygous","Znrf1","fibroblasts"
"Pdia6",0.000888318426350863,0.239103495329397,0.408,0.306,1,"heterozygous","Pdia6","fibroblasts"
"Unc5a1",0.000909972169674772,-0.114255296271163,0.264,0.388,1,"heterozygous","Unc5a","fibroblasts"
"Abi12",0.000914061515355619,-0.355441913915824,0.664,0.758,1,"heterozygous","Abi1","fibroblasts"
"Meis3",0.000919537573210667,-0.13924662702127,0.126,0.227,1,"heterozygous","Meis3","fibroblasts"
"Cdh18",0.000922404592274663,-0.30591098669795,0.549,0.679,1,"heterozygous","Cdh18","fibroblasts"
"Fbxo34",0.000931031836513783,-0.130727336431104,0.527,0.661,1,"heterozygous","Fbxo34","fibroblasts"
"Zeb23",0.000952219710271821,0.269750186015669,0.83,0.872,1,"heterozygous","Zeb2","fibroblasts"
"Mkrn1",0.000953846457433401,-0.104733342492993,0.267,0.401,1,"heterozygous","Mkrn1","fibroblasts"
"Syt14",0.000955272535888057,-0.185543696724714,0.874,0.888,1,"heterozygous","Syt1","fibroblasts"
"Cnrip1",0.000960286540834039,-0.178517210468762,0.585,0.699,1,"heterozygous","Cnrip1","fibroblasts"
"Tle11",0.000966959657505757,-0.124789321157503,0.188,0.304,1,"heterozygous","Tle1","fibroblasts"
"Ube2o",0.000969752446503328,-0.195251021700107,0.448,0.571,1,"heterozygous","Ube2o","fibroblasts"
"Rasgrf1",0.000981772480814265,-0.22864142012193,0.74,0.798,1,"heterozygous","Rasgrf1","fibroblasts"
"Adgrl21",0.000982505035121927,0.341763963745024,0.888,0.893,1,"heterozygous","Adgrl2","fibroblasts"
"Ina1",0.000987676206313891,-0.155545849606882,0.227,0.342,1,"heterozygous","Ina","fibroblasts"
"Sin3b",0.000993696353693941,-0.100815537793327,0.267,0.401,1,"heterozygous","Sin3b","fibroblasts"
"Epn22",0.000997470328667442,-0.116153419796138,0.671,0.773,1,"heterozygous","Epn2","fibroblasts"
"Wasf11",0.000998761584987999,-0.201831468287939,0.661,0.76,1,"heterozygous","Wasf1","fibroblasts"
"Sv2b3",0.000998977600789742,-0.202630655977214,0.762,0.844,1,"heterozygous","Sv2b","fibroblasts"
"Gmcl11",0.0010006321995165,-0.170465953828901,0.632,0.747,1,"heterozygous","Gmcl1","fibroblasts"
"Itm2c2",0.00100267243237662,-0.185323378577232,0.592,0.696,1,"heterozygous","Itm2c","fibroblasts"
"Sesn14",0.00100745321229707,-0.16224237744723,0.632,0.742,1,"heterozygous","Sesn1","fibroblasts"
"Eif5a",0.00101096356554133,-0.182292707287157,0.195,0.311,1,"heterozygous","Eif5a","fibroblasts"
"Phactr1",0.00101301798001652,-0.197637326615735,0.881,0.959,1,"heterozygous","Phactr1","fibroblasts"
"Plekhg5",0.00101579081307133,-0.169517539273337,0.484,0.62,1,"heterozygous","Plekhg5","fibroblasts"
"Trpc51",0.00101962174759723,-0.242018161147562,0.664,0.768,1,"heterozygous","Trpc5","fibroblasts"
"Klhl42",0.00102204505591705,-0.133936856038295,0.094,0.184,1,"heterozygous","Klhl42","fibroblasts"
"Stambpl11",0.00102236347402361,-0.198549272199032,0.412,0.52,1,"heterozygous","Stambpl1","fibroblasts"
"Zfp5361",0.00102994251015345,0.506479926472512,0.256,0.156,1,"heterozygous","Zfp536","fibroblasts"
"A830036E02Rik1",0.00103175158739444,-0.144909082085608,0.195,0.306,1,"heterozygous","A830036E02Rik","fibroblasts"
"Kif3c",0.00103653223618053,-0.163019730820221,0.44,0.548,1,"heterozygous","Kif3c","fibroblasts"
"Brinp11",0.00103971553732128,0.36278571456351,0.812,0.86,1,"heterozygous","Brinp1","fibroblasts"
"Sncb1",0.00103974111180018,-0.122747279095786,0.314,0.431,1,"heterozygous","Sncb","fibroblasts"
"Galnt14",0.00104103595161968,-0.250627820626394,0.65,0.77,1,"heterozygous","Galnt14","fibroblasts"
"Usp31",0.00104197685349032,-0.180950439062666,0.466,0.592,1,"heterozygous","Usp31","fibroblasts"
"Ssh1",0.00104595504070367,-0.101225430978104,0.339,0.467,1,"heterozygous","Ssh1","fibroblasts"
"Noct",0.00104712116052519,-0.12187112141963,0.224,0.337,1,"heterozygous","Noct","fibroblasts"
"Clvs11",0.00104786291694706,-0.191104763145026,0.581,0.694,1,"heterozygous","Clvs1","fibroblasts"
"Lztr1",0.00104973116372791,-0.165190293550296,0.473,0.607,1,"heterozygous","Lztr1","fibroblasts"
"Fam78b",0.00105664255050963,-0.172737215024219,0.404,0.531,1,"heterozygous","Fam78b","fibroblasts"
"Mau2",0.00107743404042796,-0.204064451885966,0.386,0.515,1,"heterozygous","Mau2","fibroblasts"
"Dhx36",0.0010940315314829,0.197256751999814,0.751,0.686,1,"heterozygous","Dhx36","fibroblasts"
"Gm12216",0.00109902912699588,-0.101742797535868,0.079,0.166,1,"heterozygous","Gm12216","fibroblasts"
"Lhfp1",0.00110155762639386,0.289152230828837,0.69,0.61,1,"heterozygous","Lhfp","fibroblasts"
"Abcc8",0.00111403129698968,-0.162625061310419,0.379,0.503,1,"heterozygous","Abcc8","fibroblasts"
"Eif1a",0.00111959215594711,-0.159670299978958,0.126,0.222,1,"heterozygous","Eif1a","fibroblasts"
"Nsun7",0.00113141312592174,0.188196212892954,0.347,0.245,1,"heterozygous","Nsun7","fibroblasts"
"Gprin3",0.00113783853000532,-0.110067613017904,0.108,0.204,1,"heterozygous","Gprin3","fibroblasts"
"Sema4d1",0.00114871386444528,-0.15655219172067,0.408,0.528,1,"heterozygous","Sema4d","fibroblasts"
"Ube2g2",0.00114903166958082,-0.129376181823995,0.141,0.237,1,"heterozygous","Ube2g2","fibroblasts"
"Lpin22",0.00115248766165362,-0.193372798957165,0.661,0.742,1,"heterozygous","Lpin2","fibroblasts"
"Mir124-2hg2",0.00116301447052778,0.26634888859378,0.661,0.607,1,"heterozygous","Mir124-2hg","fibroblasts"
"Nup93",0.00117514074944615,0.371105552569314,0.639,0.571,1,"heterozygous","Nup93","fibroblasts"
"Itga7",0.00117909873766388,-0.198321561325454,0.296,0.416,1,"heterozygous","Itga7","fibroblasts"
"Emb",0.00119304598216871,-0.163279722585118,0.531,0.676,1,"heterozygous","Emb","fibroblasts"
"Zbtb18",0.001203878642131,-0.215114660231331,0.354,0.469,1,"heterozygous","Zbtb18","fibroblasts"
"Gpcpd1",0.00120801389314976,-0.514638466581289,0.798,0.906,1,"heterozygous","Gpcpd1","fibroblasts"
"Gm424184",0.0012161380056785,-0.106441684862363,0.996,0.992,1,"heterozygous","Gm42418","fibroblasts"
"Coch",0.00121783823371654,-0.179188393104646,0.375,0.49,1,"heterozygous","Coch","fibroblasts"
"Styx1",0.00122434743306287,-0.241389101658319,0.401,0.528,1,"heterozygous","Styx","fibroblasts"
