"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"Gm47283",0,0.834765035252551,0.843,0.784,0,"heterozygous","Gm47283","excitatory_neurons"
"Arhgap15",0,0.56865804030818,0.698,0.555,0,"heterozygous","Arhgap15","excitatory_neurons"
"Mef2c",0,0.566200389670989,0.982,0.978,0,"heterozygous","Mef2c","excitatory_neurons"
"Zeb2",0,0.469760087764346,0.919,0.888,0,"heterozygous","Zeb2","excitatory_neurons"
"Hecw2",0,0.439640265218553,0.984,0.978,0,"heterozygous","Hecw2","excitatory_neurons"
"Gm29260",0,0.418339096449424,0.191,0.037,0,"heterozygous","Gm29260","excitatory_neurons"
"Pak7",0,0.411916201230968,0.96,0.955,0,"heterozygous","Pak7","excitatory_neurons"
"Arpp21",0,0.301263709363242,0.993,0.992,0,"heterozygous","Arpp21","excitatory_neurons"
"Asic2",0,0.300903777335977,0.988,0.989,0,"heterozygous","Asic2","excitatory_neurons"
"Gm42418",0,-0.281700656878238,0.994,0.998,0,"heterozygous","Gm42418","excitatory_neurons"
"Fkbp5",0,-0.288232329977737,0.177,0.371,0,"heterozygous","Fkbp5","excitatory_neurons"
"Hlf",0,-0.339667434365387,0.424,0.646,0,"heterozygous","Hlf","excitatory_neurons"
"Ptk2b",0,-0.355157250569332,0.653,0.801,0,"heterozygous","Ptk2b","excitatory_neurons"
"Lncpint",0,-0.399616208431357,0.964,0.985,0,"heterozygous","Lncpint","excitatory_neurons"
"Ccnd2",1.42574062175976e-302,-0.290853562070985,0.255,0.45,4.60286102328921e-298,"heterozygous","Ccnd2","excitatory_neurons"
"Nrep",2.10237280777506e-288,0.421391523799426,0.417,0.26,6.78730037262102e-284,"heterozygous","Nrep","excitatory_neurons"
"Cpe",1.47057699316724e-285,-0.318871540393678,0.869,0.942,4.7476107647411e-281,"heterozygous","Cpe","excitatory_neurons"
"Wipf3",1.68680247485972e-284,-0.331231303352037,0.463,0.646,5.44567310983713e-280,"heterozygous","Wipf3","excitatory_neurons"
"R3hdm1",2.50893523284062e-284,0.325549912508184,0.996,0.994,8.09984650570267e-280,"heterozygous","R3hdm1","excitatory_neurons"
"C130071C03Rik",6.34297948495822e-277,0.306821589065399,0.94,0.923,2.04776749692391e-272,"heterozygous","C130071C03Rik","excitatory_neurons"
"Nmnat2",1.15152382639882e-274,-0.291347217677897,0.768,0.883,3.71757952114595e-270,"heterozygous","Nmnat2","excitatory_neurons"
"Dapk1",7.02272080349184e-261,-0.303156357727729,0.737,0.855,2.2672151841993e-256,"heterozygous","Dapk1","excitatory_neurons"
"Adcy9",5.78333470162574e-237,-0.307424756491411,0.824,0.906,1.86709177507285e-232,"heterozygous","Adcy9","excitatory_neurons"
"Dbp",7.45277069452769e-237,-0.160161109626855,0.142,0.297,2.40605249102132e-232,"heterozygous","Dbp","excitatory_neurons"
"Per1",6.94211704372587e-231,-0.204657599783178,0.29,0.473,2.24119306639646e-226,"heterozygous","Per1","excitatory_neurons"
"Nr1d1",8.85940139393637e-228,-0.153115805873431,0.133,0.28,2.86016914601842e-223,"heterozygous","Nr1d1","excitatory_neurons"
"Ralyl",5.94976028647802e-221,0.306186604283331,0.979,0.976,1.92082061088656e-216,"heterozygous","Ralyl","excitatory_neurons"
"Camkv",8.46260152209637e-220,-0.265703325833177,0.622,0.775,2.73206627539359e-215,"heterozygous","Camkv","excitatory_neurons"
"Galnt9",7.37724311291127e-214,-0.323053465491197,0.483,0.646,2.38166916657227e-209,"heterozygous","Galnt9","excitatory_neurons"
"Camk2a",3.26841217154005e-211,-0.247216879902038,0.973,0.982,1.05517418545999e-206,"heterozygous","Camk2a","excitatory_neurons"
"Nr1d2",2.00046056890382e-208,-0.20776294819211,0.497,0.672,6.45828690064909e-204,"heterozygous","Nr1d2","excitatory_neurons"
"Kcnip3",2.22189011517538e-207,-0.295995693409885,0.628,0.768,7.1731500478322e-203,"heterozygous","Kcnip3","excitatory_neurons"
"Kcnh7",3.01639690932694e-207,0.237228580621985,0.989,0.989,9.73813578207108e-203,"heterozygous","Kcnh7","excitatory_neurons"
"Map1b",4.53761922815966e-206,-0.224888010585077,0.911,0.96,1.46492499161906e-201,"heterozygous","Map1b","excitatory_neurons"
"Hrh3",3.31568040522353e-205,-0.173785396269384,0.115,0.246,1.07043426202236e-200,"heterozygous","Hrh3","excitatory_neurons"
"Spns2",3.21750364311768e-204,-0.200590726400758,0.269,0.433,1.03873887614411e-199,"heterozygous","Spns2","excitatory_neurons"
"Brinp1",8.07518231882997e-204,0.34055207021898,0.977,0.975,2.60699185981107e-199,"heterozygous","Brinp1","excitatory_neurons"
"Pnisr",1.41966564458813e-203,0.206655088604932,0.971,0.968,4.58324856698832e-199,"heterozygous","Pnisr","excitatory_neurons"
"Col25a1",7.02101864339592e-203,0.465104355856397,0.427,0.299,2.26666565883394e-198,"heterozygous","Col25a1","excitatory_neurons"
"Mlip",8.58297468517426e-202,0.352081152509366,0.848,0.803,2.77092754736166e-197,"heterozygous","Mlip","excitatory_neurons"
"Slc7a14",1.08778197540382e-199,-0.23781443721745,0.457,0.626,3.51179532939368e-195,"heterozygous","Slc7a14","excitatory_neurons"
"Fgf1",5.35363378233635e-199,0.283913587402342,0.345,0.214,1.72836713028947e-194,"heterozygous","Fgf1","excitatory_neurons"
"Satb2",4.66931616635141e-196,0.314765015684305,0.892,0.883,1.50744203114489e-191,"heterozygous","Satb2","excitatory_neurons"
"Rnf150",1.11732483420889e-195,-0.271339054003835,0.792,0.878,3.60717149475999e-191,"heterozygous","Rnf150","excitatory_neurons"
"Prkn",2.70266834347832e-195,-0.249633878085335,0.895,0.941,8.72529448008541e-191,"heterozygous","Prkn","excitatory_neurons"
"Sik2",4.08647714907257e-193,-0.241995404879716,0.626,0.772,1.31927828280659e-188,"heterozygous","Sik2","excitatory_neurons"
"Gfod1",5.93870057791615e-193,-0.241111347904149,0.741,0.862,1.91725009457445e-188,"heterozygous","Gfod1","excitatory_neurons"
"Smad3",6.85468218805684e-193,-0.247633805877931,0.389,0.549,2.21296559759227e-188,"heterozygous","Smad3","excitatory_neurons"
"Ube3a",1.48216567058328e-190,0.222126764743122,0.993,0.991,4.78502365091106e-186,"heterozygous","Ube3a","excitatory_neurons"
"Lrrn2",8.71048548260339e-190,-0.225532575146265,0.536,0.695,2.81209313320368e-185,"heterozygous","Lrrn2","excitatory_neurons"
"Srrm4",7.97752173020384e-189,-0.252464381323224,0.699,0.819,2.57546311537901e-184,"heterozygous","Srrm4","excitatory_neurons"
"Gabrg2",2.96967456011564e-186,0.314551922225802,0.867,0.845,9.58729734987733e-182,"heterozygous","Gabrg2","excitatory_neurons"
"Car4",7.91063684270726e-183,-0.183156202410683,0.171,0.307,2.55386999829961e-178,"heterozygous","Car4","excitatory_neurons"
"Plcl2",1.21770435994661e-182,-0.252025015954562,0.854,0.923,3.93123675565163e-178,"heterozygous","Plcl2","excitatory_neurons"
"Klf9",8.24278517160636e-182,-0.222706098176172,0.547,0.702,2.6611007648014e-177,"heterozygous","Klf9","excitatory_neurons"
"Smpd3",1.42343288294392e-181,-0.222442784242451,0.516,0.669,4.59541071929614e-177,"heterozygous","Smpd3","excitatory_neurons"
"Ak5",3.00833308083456e-181,-0.288042216070409,0.718,0.827,9.71210251816631e-177,"heterozygous","Ak5","excitatory_neurons"
"Pde8b",1.43153311480546e-177,0.325904683005354,0.889,0.873,4.62156150783794e-173,"heterozygous","Pde8b","excitatory_neurons"
"Tef",5.27952500090722e-177,-0.205031839520589,0.577,0.729,1.70444185129289e-172,"heterozygous","Tef","excitatory_neurons"
"Ptprd",3.93220519222741e-174,-0.186936432195268,0.998,0.999,1.2694731242587e-169,"heterozygous","Ptprd","excitatory_neurons"
"Brinp2",5.10700873338502e-174,-0.237769596185662,0.798,0.88,1.64874669948602e-169,"heterozygous","Brinp2","excitatory_neurons"
"Bhlhe40",5.15440343349213e-174,-0.152245039185788,0.171,0.308,1.6640476044686e-169,"heterozygous","Bhlhe40","excitatory_neurons"
"Negr1",1.0062780471488e-173,-0.267183302731547,0.994,0.996,3.24866804741517e-169,"heterozygous","Negr1","excitatory_neurons"
"Bhlhe41",1.36789225431031e-173,-0.125305165242926,0.12,0.243,4.41610335381541e-169,"heterozygous","Bhlhe41","excitatory_neurons"
"Zfp804b",5.84345223549784e-172,-0.41155198441901,0.277,0.426,1.88650011970812e-167,"heterozygous","Zfp804b","excitatory_neurons"
"Baiap2",4.16602051441807e-171,-0.239303492265848,0.803,0.892,1.34495806287473e-166,"heterozygous","Baiap2","excitatory_neurons"
"Ptprn",2.31321057472549e-170,0.246963206961564,0.951,0.947,7.46796901944376e-166,"heterozygous","Ptprn","excitatory_neurons"
"Opcml",2.42705322575846e-169,0.212783757610893,0.996,0.996,7.83549863403861e-165,"heterozygous","Opcml","excitatory_neurons"
"Fam49b",8.57576846790709e-169,-0.218142824273249,0.838,0.912,2.76860109217913e-164,"heterozygous","Fam49b","excitatory_neurons"
"Ciart",1.14100741808341e-166,-0.107470331191938,0.08,0.184,3.68362834854048e-162,"heterozygous","Ciart","excitatory_neurons"
"Gm21860",1.77400591965625e-166,0.174308140387825,0.167,0.073,5.72720071101823e-162,"heterozygous","Gm21860","excitatory_neurons"
"Anks1",2.32888152104352e-165,-0.19675374825146,0.411,0.567,7.51856110253691e-161,"heterozygous","Anks1","excitatory_neurons"
"Ankrd12",3.1901718414032e-162,-0.199141713913908,0.819,0.896,1.02991507727861e-157,"heterozygous","Ankrd12","excitatory_neurons"
"Galnt17",1.60600776906919e-159,-0.256735163327203,0.627,0.761,5.18483548166296e-155,"heterozygous","Galnt17","excitatory_neurons"
"Lyst",2.64545769621324e-159,-0.239742850859841,0.753,0.845,8.54059562645484e-155,"heterozygous","Lyst","excitatory_neurons"
"Adam2",9.99671032186895e-159,0.302071062050491,0.336,0.215,3.22733796031217e-154,"heterozygous","Adam2","excitatory_neurons"
"Trhde",5.05049305141557e-158,0.431365765846746,0.815,0.772,1.630501176719e-153,"heterozygous","Trhde","excitatory_neurons"
"Ppfia2",5.37461109616449e-158,0.267444959192599,0.977,0.974,1.73513944628574e-153,"heterozygous","Ppfia2","excitatory_neurons"
"Mid1",1.17484713939442e-157,0.202722894942581,0.319,0.2,3.79287650482094e-153,"heterozygous","Mid1","excitatory_neurons"
"Lzts1",2.84347716125009e-157,-0.206701437456644,0.56,0.705,9.17988166737979e-153,"heterozygous","Lzts1","excitatory_neurons"
"Tcf20",3.35695100313098e-157,-0.201607630415113,0.834,0.904,1.0837580618508e-152,"heterozygous","Tcf20","excitatory_neurons"
"Mpc1",2.00116711960072e-156,-0.190339179377318,0.596,0.741,6.46056792891898e-152,"heterozygous","Mpc1","excitatory_neurons"
"Tll1",1.89471769363675e-155,0.180343514980441,0.151,0.064,6.11690660213687e-151,"heterozygous","Tll1","excitatory_neurons"
"Nsf",2.0261585131572e-155,-0.198826223055666,0.885,0.934,6.54125014387669e-151,"heterozygous","Nsf","excitatory_neurons"
"Gm15398",2.23004755314084e-155,0.601211574924428,0.588,0.505,7.19948552055988e-151,"heterozygous","Gm15398","excitatory_neurons"
"Trim2",2.34262064453824e-155,-0.224333977336746,0.839,0.903,7.56291648882727e-151,"heterozygous","Trim2","excitatory_neurons"
"Gas7",2.06732883323703e-154,-0.242583245627887,0.813,0.893,6.67416440522242e-150,"heterozygous","Gas7","excitatory_neurons"
"Asap1",1.41717811295609e-153,0.208002830339354,0.977,0.974,4.57521781986744e-149,"heterozygous","Asap1","excitatory_neurons"
"Lamc1",3.94289555485391e-152,-0.176962176671819,0.359,0.508,1.27292440092904e-147,"heterozygous","Lamc1","excitatory_neurons"
"Mir99ahg",2.95212018331872e-151,0.287149537408603,0.956,0.942,9.53062479982616e-147,"heterozygous","Mir99ahg","excitatory_neurons"
"Ripor2",3.63635695551797e-149,-0.243250646431757,0.516,0.651,1.17396147951942e-144,"heterozygous","Ripor2","excitatory_neurons"
"Gm28175",7.07442507313681e-148,0.365273306721205,0.48,0.378,2.28390739061149e-143,"heterozygous","Gm28175","excitatory_neurons"
"Coro1c",1.46464803143518e-146,-0.132740032210577,0.213,0.347,4.72846970468533e-142,"heterozygous","Coro1c","excitatory_neurons"
"Diaph1",1.83537250541725e-146,-0.175052517920948,0.354,0.5,5.92531659648906e-142,"heterozygous","Diaph1","excitatory_neurons"
"Mgat5b",1.331281296805e-145,-0.181168389617205,0.31,0.449,4.29790853860527e-141,"heterozygous","Mgat5b","excitatory_neurons"
"Cnksr2",3.58118576122239e-145,0.202600787255673,0.983,0.982,1.15615001115303e-140,"heterozygous","Cnksr2","excitatory_neurons"
"Adra1a",2.42256530510236e-144,0.25283219247338,0.318,0.206,7.82100983099246e-140,"heterozygous","Adra1a","excitatory_neurons"
"Sv2b",5.80329681898585e-144,-0.190713512582905,0.917,0.95,1.87353634504139e-139,"heterozygous","Sv2b","excitatory_neurons"
"Castor2",3.61656327441531e-143,-0.154943228788896,0.348,0.499,1.16757128751224e-138,"heterozygous","Castor2","excitatory_neurons"
"Sorcs3",3.91970580787065e-143,0.424074041153141,0.738,0.647,1.26543782301296e-138,"heterozygous","Sorcs3","excitatory_neurons"
"Srcin1",8.58191381030776e-143,-0.191575765284778,0.864,0.925,2.77058505451976e-138,"heterozygous","Srcin1","excitatory_neurons"
"A230004M16Rik",2.08068951985752e-142,0.266092122852415,0.548,0.457,6.71729804590802e-138,"heterozygous","A230004M16Rik","excitatory_neurons"
"Cpeb1",2.12745346012611e-142,-0.212710172109301,0.627,0.749,6.86827075067115e-138,"heterozygous","Cpeb1","excitatory_neurons"
"Prkcg",6.01812577251893e-142,-0.2636909402375,0.461,0.586,1.94289172440001e-137,"heterozygous","Prkcg","excitatory_neurons"
"Ksr1",1.14131530036223e-141,-0.183319746669621,0.359,0.504,3.68462231568943e-137,"heterozygous","Ksr1","excitatory_neurons"
"Nsg2",5.41555313669513e-141,-0.198119901962608,0.608,0.737,1.74835717465065e-136,"heterozygous","Nsg2","excitatory_neurons"
"Gm13561",5.50231597985124e-141,0.207637081900138,0.203,0.109,1.77636769093518e-136,"heterozygous","Gm13561","excitatory_neurons"
"Nuak1",2.62315323401324e-140,-0.181007139486172,0.452,0.602,8.46858790068834e-136,"heterozygous","Nuak1","excitatory_neurons"
"Nrg3",1.01437509695816e-139,-0.110077238850162,0.996,0.996,3.27480856301972e-135,"heterozygous","Nrg3","excitatory_neurons"
"Dtnb",1.37253388228407e-139,-0.220842711531591,0.822,0.892,4.43108838556588e-135,"heterozygous","Dtnb","excitatory_neurons"
"Hes1",1.65317185107902e-139,-0.136958700858873,0.109,0.211,5.33710000402351e-135,"heterozygous","Hes1","excitatory_neurons"
"Pantr1",4.86817411425227e-139,0.337996230356935,0.608,0.535,1.5716413310452e-134,"heterozygous","Pantr1","excitatory_neurons"
"Cbfa2t3",5.60232802574144e-139,-0.133549804186514,0.202,0.33,1.80865557983037e-134,"heterozygous","Cbfa2t3","excitatory_neurons"
"Sntg2",1.0223234414663e-138,-0.195369457082334,0.21,0.333,3.30046899842979e-134,"heterozygous","Sntg2","excitatory_neurons"
"9530059O14Rik",2.19586293721173e-138,-0.283642041046144,0.751,0.831,7.08912390649434e-134,"heterozygous","9530059O14Rik","excitatory_neurons"
"Gm42439",3.32470193196219e-138,0.319442393391477,0.659,0.592,1.07334677171467e-133,"heterozygous","Gm42439","excitatory_neurons"
"Diras2",4.54894154368554e-138,0.259437708242259,0.513,0.409,1.46858028796344e-133,"heterozygous","Diras2","excitatory_neurons"
"Nptx1",7.61840968666758e-138,-0.195969103412163,0.407,0.554,2.45952738324376e-133,"heterozygous","Nptx1","excitatory_neurons"
"Nav2",3.57659651970144e-137,-0.161414463553802,0.976,0.983,1.15466842042041e-132,"heterozygous","Nav2","excitatory_neurons"
"Grik5",8.99375663554385e-137,-0.196720419339401,0.742,0.843,2.90354439221898e-132,"heterozygous","Grik5","excitatory_neurons"
"Rhobtb2",1.93081170561672e-136,-0.184609794344936,0.541,0.68,6.23343251041303e-132,"heterozygous","Rhobtb2","excitatory_neurons"
"Sbk1",2.06333265633613e-136,-0.103152661748288,0.115,0.22,6.66126314771557e-132,"heterozygous","Sbk1","excitatory_neurons"
"Cacna1d",9.09904496204414e-136,-0.191904467933524,0.921,0.958,2.93753567554633e-131,"heterozygous","Cacna1d","excitatory_neurons"
"Add2",7.18901280641865e-135,-0.187733313999427,0.833,0.902,2.3209008944242e-130,"heterozygous","Add2","excitatory_neurons"
"Fhit",1.87648091425212e-134,-0.240231456635928,0.372,0.503,6.05803098357153e-130,"heterozygous","Fhit","excitatory_neurons"
"Man1c1",7.49347968826521e-134,-0.202852800497657,0.333,0.462,2.41919498255954e-129,"heterozygous","Man1c1","excitatory_neurons"
"Mbnl2",9.05981769097918e-134,-0.173360942488401,0.947,0.968,2.92487154335572e-129,"heterozygous","Mbnl2","excitatory_neurons"
"Stxbp5l",9.6557647206863e-134,0.18193774270829,0.981,0.979,3.11726708242637e-129,"heterozygous","Stxbp5l","excitatory_neurons"
"Slc17a7",1.27980309639069e-133,-0.193167760483018,0.905,0.945,4.13171631638771e-129,"heterozygous","Slc17a7","excitatory_neurons"
"Mrps6",2.18033934415541e-133,-0.124056172756091,0.21,0.336,7.03900753867132e-129,"heterozygous","Mrps6","excitatory_neurons"
"Cntnap5a",1.68704786871044e-132,-0.381023605959355,0.531,0.648,5.4464653393448e-128,"heterozygous","Cntnap5a","excitatory_neurons"
"Zdhhc14",3.42464505354133e-132,-0.240526773098228,0.743,0.827,1.10561240908528e-127,"heterozygous","Zdhhc14","excitatory_neurons"
"4930473D10Rik",1.02842086863859e-131,0.287484582740474,0.324,0.222,3.32015393231284e-127,"heterozygous","4930473D10Rik","excitatory_neurons"
"Rapgef2",1.13410874690501e-131,-0.178930801093631,0.894,0.94,3.66135667850812e-127,"heterozygous","Rapgef2","excitatory_neurons"
"Adora1",1.67652597959989e-131,-0.157037196594233,0.293,0.429,5.41249647254028e-127,"heterozygous","Adora1","excitatory_neurons"
"Sept9",1.930561956776e-131,-0.134990561151342,0.223,0.35,6.23262622125565e-127,"heterozygous","Sept9","excitatory_neurons"
"Acot7",2.01273866398953e-131,-0.150271394901014,0.382,0.522,6.49792550282381e-127,"heterozygous","Acot7","excitatory_neurons"
"Ttc39c",2.35736731707271e-131,-0.128658750965951,0.205,0.328,7.61052464643752e-127,"heterozygous","Ttc39c","excitatory_neurons"
"Eml5",2.91727896008773e-131,0.210921815914884,0.939,0.938,9.41814339474723e-127,"heterozygous","Eml5","excitatory_neurons"
"Dpf1",8.59205688113245e-129,-0.127516068083628,0.267,0.402,2.7738596435048e-124,"heterozygous","Dpf1","excitatory_neurons"
"Rasal1",1.17651367731361e-128,-0.168899130058002,0.356,0.493,3.79825675583925e-124,"heterozygous","Rasal1","excitatory_neurons"
"Scn3b",1.11788248064802e-127,-0.140438904640928,0.254,0.386,3.60897180052407e-123,"heterozygous","Scn3b","excitatory_neurons"
"Mbp",2.33159496580626e-127,-0.189368192749135,0.354,0.494,7.52732118760893e-123,"heterozygous","Mbp","excitatory_neurons"
"Dscam",5.06888949990212e-127,-0.189361072284468,0.934,0.96,1.6364402861484e-122,"heterozygous","Dscam","excitatory_neurons"
"Rybp",2.00494668457874e-126,-0.138119430009556,0.293,0.427,6.472769876494e-122,"heterozygous","Rybp","excitatory_neurons"
"Gm34237",1.99952017011081e-124,-0.108556066274613,0.13,0.234,6.45525091718573e-120,"heterozygous","Gm34237","excitatory_neurons"
"Auts2",3.87345855274279e-124,0.2134755022623,0.986,0.982,1.25050735916748e-119,"heterozygous","Auts2","excitatory_neurons"
"Pdzrn3",5.47910487366341e-124,0.383675658817045,0.739,0.696,1.76887421741349e-119,"heterozygous","Pdzrn3","excitatory_neurons"
"Efr3b",3.9668166567091e-123,-0.180365081556081,0.611,0.734,1.28064708945197e-118,"heterozygous","Efr3b","excitatory_neurons"
"Mef2d",9.66592220023855e-123,-0.158916694834442,0.552,0.691,3.12054632312501e-118,"heterozygous","Mef2d","excitatory_neurons"
"Sez6l",2.92204359954549e-122,-0.178047417692277,0.794,0.868,9.43352555677266e-118,"heterozygous","Sez6l","excitatory_neurons"
"Ago2",3.67828628961724e-122,-0.152341323131382,0.423,0.564,1.18749794574003e-117,"heterozygous","Ago2","excitatory_neurons"
"Banp",1.01181555561011e-121,-0.182758638545961,0.618,0.736,3.26654533973169e-117,"heterozygous","Banp","excitatory_neurons"
"Pkig",1.38941237911033e-121,-0.171953265854683,0.599,0.729,4.48557892471979e-117,"heterozygous","Pkig","excitatory_neurons"
"Camkk1",2.53491336796138e-121,-0.153310847060694,0.352,0.487,8.18371431712651e-117,"heterozygous","Camkk1","excitatory_neurons"
"Acap2",3.11546069955056e-121,-0.193918262574245,0.898,0.938,1.0057953322429e-116,"heterozygous","Acap2","excitatory_neurons"
"Gng2",3.67046092645026e-120,-0.173042241980402,0.549,0.69,1.1849716054952e-115,"heterozygous","Gng2","excitatory_neurons"
"Rab15",3.07483322393108e-119,-0.157985239629256,0.473,0.613,9.92679158013911e-115,"heterozygous","Rab15","excitatory_neurons"
"Fam49a",1.64308921709794e-118,-0.170850189081979,0.715,0.814,5.30454922847898e-114,"heterozygous","Fam49a","excitatory_neurons"
"Unc5a",1.31425901239544e-117,-0.148172436533327,0.416,0.558,4.24295379561745e-113,"heterozygous","Unc5a","excitatory_neurons"
"Traip",1.85985579267362e-117,-0.148804981114337,0.2,0.315,6.00435844106752e-113,"heterozygous","Traip","excitatory_neurons"
"Ank",1.89345270582398e-117,-0.170431581234831,0.856,0.918,6.11282271548215e-113,"heterozygous","Ank","excitatory_neurons"
"Maml3",2.72358745197293e-117,0.394768483919207,0.681,0.632,8.79282972994939e-113,"heterozygous","Maml3","excitatory_neurons"
"Plxnd1",8.0181350740396e-117,-0.139115058852964,0.2,0.314,2.58857472730295e-112,"heterozygous","Plxnd1","excitatory_neurons"
"9630014M24Rik",2.68420310258442e-116,0.223219488895582,0.441,0.341,8.66568129638354e-112,"heterozygous","9630014M24Rik","excitatory_neurons"
"Tgfbr3",1.03625846572492e-115,-0.118118151232243,0.17,0.279,3.34545683074633e-111,"heterozygous","Tgfbr3","excitatory_neurons"
"Dgkg",2.66158309489951e-115,-0.219738920632052,0.398,0.524,8.59265486357357e-111,"heterozygous","Dgkg","excitatory_neurons"
"Sh3gl3",2.75128610927091e-115,-0.139899357234849,0.262,0.385,8.8822520751702e-111,"heterozygous","Sh3gl3","excitatory_neurons"
"Ski",3.21622657975285e-115,-0.150833548693298,0.521,0.654,1.03832658900741e-110,"heterozygous","Ski","excitatory_neurons"
"Tmem38a",4.91625943905526e-115,-0.149132038499671,0.482,0.621,1.5871651973046e-110,"heterozygous","Tmem38a","excitatory_neurons"
"Crispld1",1.42500635370121e-114,-0.140302817200197,0.081,0.163,4.600490512289e-110,"heterozygous","Crispld1","excitatory_neurons"
"Agap1",1.7130711550219e-114,-0.176649238211974,0.666,0.78,5.53047891687271e-110,"heterozygous","Agap1","excitatory_neurons"
"Klf13",3.56824467223853e-114,-0.152199811223079,0.439,0.574,1.15197210998549e-109,"heterozygous","Klf13","excitatory_neurons"
"Stum",4.47922023031466e-114,-0.189825346928245,0.249,0.359,1.44607145915478e-109,"heterozygous","Stum","excitatory_neurons"
"Ptma",8.97925918298489e-114,-0.136577993093421,0.329,0.464,2.89886403463484e-109,"heterozygous","Ptma","excitatory_neurons"
"Nrn1",1.01979537333269e-113,0.293094276603455,0.709,0.675,3.29230738326727e-109,"heterozygous","Nrn1","excitatory_neurons"
"Kcnab2",2.75400317946284e-113,-0.137764215781398,0.426,0.562,8.89102386457784e-109,"heterozygous","Kcnab2","excitatory_neurons"
"Cdkl5",2.83871289332495e-113,0.228304346162107,0.893,0.892,9.16450070481027e-109,"heterozygous","Cdkl5","excitatory_neurons"
"Scn1a",7.34613716821758e-113,0.22765616136814,0.907,0.904,2.37162692338736e-108,"heterozygous","Scn1a","excitatory_neurons"
"Rassf3",1.33061103926329e-112,0.184730970156618,0.281,0.188,4.29574467915761e-108,"heterozygous","Rassf3","excitatory_neurons"
"Rtn1",1.4772853298522e-112,-0.15382748315365,0.945,0.97,4.76926795889485e-108,"heterozygous","Rtn1","excitatory_neurons"
"Ube2b",4.28904229120948e-112,-0.157481468823565,0.878,0.928,1.38467441329407e-107,"heterozygous","Ube2b","excitatory_neurons"
"Lama2",6.35828534772834e-112,0.589587253330648,0.209,0.128,2.05270884166062e-107,"heterozygous","Lama2","excitatory_neurons"
"Snhg11",1.00390284877165e-111,0.105776603466719,0.999,1,3.24099995697439e-107,"heterozygous","Snhg11","excitatory_neurons"
"Pde2a",1.21598229826833e-110,-0.173626885770157,0.752,0.843,3.92567725172949e-106,"heterozygous","Pde2a","excitatory_neurons"
"Adamts17",3.68556472490337e-110,-0.16095950839323,0.399,0.529,1.1898477157878e-105,"heterozygous","Adamts17","excitatory_neurons"
"Adgra1",4.016010912437e-110,-0.157423384000767,0.335,0.465,1.29652896297116e-105,"heterozygous","Adgra1","excitatory_neurons"
"Sesn1",1.10277520293706e-109,-0.170768755956299,0.708,0.807,3.56019946516201e-105,"heterozygous","Sesn1","excitatory_neurons"
"Gm49678",1.45349586732162e-109,-0.256181291120672,0.514,0.638,4.69246605806111e-105,"heterozygous","Gm49678","excitatory_neurons"
"Klhl2",5.42444308492089e-109,0.216944813183867,0.838,0.824,1.75122720553586e-104,"heterozygous","Klhl2","excitatory_neurons"
"Ubl3",6.74335718136999e-109,-0.142511184439072,0.428,0.561,2.17702543243349e-104,"heterozygous","Ubl3","excitatory_neurons"
"Hpcal4",1.00958959881201e-108,-0.124908220141417,0.261,0.381,3.25935906080469e-104,"heterozygous","Hpcal4","excitatory_neurons"
"Sesn3",1.20510142284497e-108,-0.168554187705907,0.508,0.632,3.89054943351271e-104,"heterozygous","Sesn3","excitatory_neurons"
"Prpf4b",1.65704362388043e-108,0.183252646561346,0.935,0.928,5.3495996353356e-104,"heterozygous","Prpf4b","excitatory_neurons"
"Sort1",5.97829977617776e-108,-0.174611384857435,0.706,0.801,1.93003429974123e-103,"heterozygous","Sort1","excitatory_neurons"
"Tcf4",1.88075338529654e-107,0.181465558777926,0.986,0.977,6.07182422909133e-103,"heterozygous","Tcf4","excitatory_neurons"
"Rtn3",2.05486655307266e-107,-0.128145274601533,0.971,0.983,6.63393117993978e-103,"heterozygous","Rtn3","excitatory_neurons"
"Rbm39",1.05628684697022e-106,0.157720066519919,0.972,0.97,3.41011645675867e-102,"heterozygous","Rbm39","excitatory_neurons"
"Pgm2l1",2.09460976286623e-106,-0.164561833126417,0.594,0.713,6.76223815843732e-102,"heterozygous","Pgm2l1","excitatory_neurons"
"Ptms",3.21836031787442e-106,-0.148023406289737,0.483,0.619,1.03901544502258e-101,"heterozygous","Ptms","excitatory_neurons"
"Zfp407",5.178962762317e-106,0.213075352339869,0.797,0.777,1.67197633818642e-101,"heterozygous","Zfp407","excitatory_neurons"
"Wls",1.82557945728401e-105,0.350421211470226,0.361,0.277,5.89370071989571e-101,"heterozygous","Wls","excitatory_neurons"
"Sgsm1",5.87269997225398e-105,-0.14168136928958,0.602,0.73,1.89594245904248e-100,"heterozygous","Sgsm1","excitatory_neurons"
"Sdk1",7.17195822422099e-105,-0.314451975066522,0.462,0.582,2.3153949931075e-100,"heterozygous","Sdk1","excitatory_neurons"
"Slit1",9.29570240935294e-105,-0.179815276348931,0.433,0.564,3.0010245658355e-100,"heterozygous","Slit1","excitatory_neurons"
"Kcnd2",1.06656574913667e-104,0.159404332983088,0.995,0.994,3.44330086451283e-100,"heterozygous","Kcnd2","excitatory_neurons"
"Pxdn",1.46437830392518e-104,-0.149513110801344,0.432,0.566,4.72759891639204e-100,"heterozygous","Pxdn","excitatory_neurons"
