"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed"
0,1.05953362949686,0.466,0.113,0,"heterozygous","Npas2","UP"
0,0.902100569242025,0.928,0.804,0,"heterozygous","Hnf1b","UP"
0,0.653397891952895,0.419,0.127,0,"heterozygous","Arntl","UP"
0,-0.359605322522617,1,1,0,"heterozygous","Zbtb20","DOWN"
0,-0.448332398600154,0.978,0.991,0,"heterozygous","Tns1","DOWN"
0,-0.487626641233625,0.951,0.981,0,"heterozygous","Fnip2","DOWN"
0,-0.51494807598046,0.94,0.981,0,"heterozygous","Macrod2","DOWN"
0,-0.552659432804186,0.231,0.581,0,"heterozygous","Hspa8","DOWN"
0,-0.599059142000264,0.913,0.961,0,"heterozygous","Gcnt2","DOWN"
0,-0.605058617571254,0.934,0.974,0,"heterozygous","Slc17a1","DOWN"
0,-0.62580547549698,0.906,0.961,0,"heterozygous","Mtss1","DOWN"
0,-0.645655220200101,0.765,0.914,0,"heterozygous","Nudt19","DOWN"
0,-0.676841678409297,0.566,0.787,0,"heterozygous","P4ha1","DOWN"
0,-0.740213134335023,0.88,0.963,0,"heterozygous","Ugt8a","DOWN"
0,-0.759297179905323,0.263,0.6,0,"heterozygous","Il34","DOWN"
0,-0.778340297185266,0.84,0.942,0,"heterozygous","Tnfrsf21","DOWN"
0,-0.797603160793595,0.88,0.972,0,"heterozygous","Lncpint","DOWN"
0,-0.873749695787473,0.406,0.736,0,"heterozygous","Nat8f6","DOWN"
0,-1.01949195528207,0.728,0.887,0,"heterozygous","Errfi1","DOWN"
0,-1.07326470809717,0.293,0.709,0,"heterozygous","Hsph1","DOWN"
4.08197176086131e-305,-0.727897675296387,0.802,0.903,1.15078947882202e-300,"heterozygous","Pck1","DOWN"
1.46152494231394e-300,-0.518117940709368,0.905,0.961,4.12033111737145e-296,"heterozygous","Rnf169","DOWN"
2.5881184165964e-300,-0.473222083535656,0.952,0.983,7.29642344006856e-296,"heterozygous","Tanc2","DOWN"
5.25509391310694e-297,-0.507241637363162,0.867,0.95,1.48151607598311e-292,"heterozygous","Tef","DOWN"
1.83753721423834e-295,-0.545502913491277,0.916,0.961,5.18038491438073e-291,"heterozygous","Aass","DOWN"
4.36764919533479e-290,-0.639376465370275,0.877,0.959,1.23132766114878e-285,"heterozygous","Kcnk5","DOWN"
4.22362936786504e-265,-0.737993769135871,0.234,0.507,1.19072559138851e-260,"heterozygous","Alk","DOWN"
3.65194829926373e-263,-0.679869668865686,0.639,0.805,1.02955726452843e-258,"heterozygous","Dnaja1","DOWN"
1.37386676705293e-259,-0.598469783885997,0.791,0.907,3.87320518967562e-255,"heterozygous","Met","DOWN"
1.01164343683186e-253,-0.72026394114357,0.217,0.48,2.85202517711638e-249,"heterozygous","Ces1d","DOWN"
4.27520703849921e-250,0.602560060883322,0.938,0.887,1.2052663682937e-245,"heterozygous","Col4a4","UP"
8.13833086301491e-247,0.700606323673622,0.473,0.235,2.29435823690116e-242,"heterozygous","Ddc","UP"
