"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed"
1.33341703082727e-128,-1.17482803167897,0.181,0.51,4.30480354232275e-124,"heterozygous","Zbtb16","DOWN"
1.27499100117564e-71,-0.899593388634146,0.131,0.359,4.11618094819543e-67,"heterozygous","Etnppl","DOWN"
1.79390598721364e-67,-0.731007858418756,0.209,0.45,5.7914460891205e-63,"heterozygous","Hif3a","DOWN"
1.86950184645137e-61,-0.650072559699387,0.652,0.796,6.0354997610836e-57,"heterozygous","Paqr8","DOWN"
4.75559991997562e-56,-0.834382177665985,0.042,0.198,1.53529787816493e-51,"heterozygous","Fkbp5","DOWN"
3.23081249461145e-53,-0.610978958152125,0.379,0.604,1.04303550576036e-48,"heterozygous","Nxn","DOWN"
4.84663539828799e-53,0.742309649780332,0.551,0.367,1.5646877719833e-48,"heterozygous","Gm47283","UP"
1.85420873712985e-51,-0.599921086815943,0.693,0.814,5.98612748695001e-47,"heterozygous","Kcnn2","DOWN"
1.94088467161286e-51,-0.688928755529871,0.226,0.426,6.26595207383496e-47,"heterozygous","Lrrc8c","DOWN"
4.92737063349021e-49,0.627540856255893,0.821,0.746,1.59075233531598e-44,"heterozygous","Cpeb4","UP"
1.70340025221276e-46,-0.636917875317475,0.218,0.411,5.49925737424368e-42,"heterozygous","Azin1","DOWN"
2.46422954997733e-43,0.493671098420031,0.834,0.755,7.95551867914681e-39,"heterozygous","C130071C03Rik","UP"
2.56622885005848e-42,0.408694861374877,0.927,0.92,8.28481321952879e-38,"heterozygous","Dclk1","UP"
1.47752981047722e-41,-0.59728781830675,0.153,0.321,4.77005724014466e-37,"heterozygous","Tsc22d3","DOWN"
1.88363436972127e-40,-0.513071219193048,0.519,0.681,6.08112519920815e-36,"heterozygous","9330159F19Rik","DOWN"
9.72365664028125e-40,-0.495213134290208,0.685,0.819,3.1391853097484e-35,"heterozygous","Mapk4","DOWN"
1.8278922766825e-38,-0.474563726366823,0.731,0.825,5.90116742604179e-34,"heterozygous","Spire1","DOWN"
1.175710710518e-36,-0.480046192960876,0.133,0.288,3.79566445783632e-32,"heterozygous","Per1","DOWN"
3.97863341207569e-36,-0.498618631822113,0.354,0.535,1.28446201075452e-31,"heterozygous","Cables1","DOWN"
1.63899305347129e-35,-0.501345628072523,0.615,0.743,5.2913251738267e-31,"heterozygous","Fam171b","DOWN"
2.92972134444319e-35,0.564038793083998,0.576,0.428,9.4583123884004e-31,"heterozygous","Sox2ot","UP"
6.51803465256813e-34,-0.477104448790967,0.434,0.603,2.10428230723509e-29,"heterozygous","Klf9","DOWN"
1.10157580616854e-32,-0.476618674898461,0.383,0.558,3.55632733263451e-28,"heterozygous","Fam214a","DOWN"
2.40060877617225e-32,-0.395003886307694,0.245,0.414,7.7501253729945e-28,"heterozygous","Rin2","DOWN"
8.9013742343565e-32,0.436998097608465,0.867,0.816,2.87371965781965e-27,"heterozygous","Cspg5","UP"
1.75659265550934e-31,-0.359453702821086,0.506,0.667,5.67098372904635e-27,"heterozygous","Asic2","DOWN"
2.21211386714874e-31,0.432049273879132,0.832,0.779,7.14158840870299e-27,"heterozygous","Meis2","UP"
5.36853791269528e-31,0.556052598165685,0.602,0.486,1.73317877973455e-26,"heterozygous","Gm40578","UP"
7.26619742480456e-31,-0.53119468722896,0.257,0.413,2.3458191766239e-26,"heterozygous","Rhou","DOWN"
7.69286380976204e-31,0.495450196724053,0.662,0.553,2.48356415234358e-26,"heterozygous","Mtss2","UP"
1.60423172572321e-30,-0.463104240680225,0.44,0.606,5.17910170332481e-26,"heterozygous","Lhfp","DOWN"
1.74867006346528e-30,0.583572442737124,0.329,0.191,5.6454064328913e-26,"heterozygous","Disp3","UP"
3.53282697810349e-30,-0.479815841574171,0.317,0.482,1.14053786161093e-25,"heterozygous","Mxi1","DOWN"
4.16578491508933e-30,-0.559292079761319,0.474,0.615,1.34488200198744e-25,"heterozygous","Usp53","DOWN"
4.94669230586853e-30,-0.451070713268164,0.17,0.315,1.59699014402659e-25,"heterozygous","Gpt2","DOWN"
1.83253132693676e-29,0.53072403392306,0.209,0.094,5.91614413588263e-25,"heterozygous","Fabp7","UP"
3.94839709071411e-29,0.50610758154981,0.678,0.575,1.27470051676614e-24,"heterozygous","Mir9-3hg","UP"
4.21128482336285e-29,-0.364431941216711,0.046,0.146,1.35957119237446e-24,"heterozygous","Nrros","DOWN"
4.88178968475566e-29,0.539640100120205,0.182,0.071,1.57603698182652e-24,"heterozygous","Gm29260","UP"
1.93621336469879e-28,-0.375202704382321,0.815,0.849,6.25087122659357e-24,"heterozygous","Mertk","DOWN"
3.00085406213878e-28,-0.448731261989571,0.657,0.765,9.68795725420885e-24,"heterozygous","Vcl","DOWN"
7.29518183355836e-28,-0.492360382847227,0.427,0.574,2.35517650314598e-23,"heterozygous","Fam107a","DOWN"
8.23669832569718e-28,-0.412965046703882,0.278,0.429,2.65913568746808e-23,"heterozygous","Pitpnm2","DOWN"
8.82270643909103e-27,0.457462390121427,0.739,0.653,2.84832254679615e-22,"heterozygous","Pla2g7","UP"
9.8037645522954e-27,-0.326527722216665,0.05,0.148,3.16504734806305e-22,"heterozygous","Nfkbia","DOWN"
1.51778917763721e-26,-0.429818597414954,0.282,0.434,4.90003058108397e-22,"heterozygous","Dzip1l","DOWN"
1.52831184141036e-26,0.517731510078566,0.421,0.297,4.93400194880921e-22,"heterozygous","Arntl","UP"
1.25919130280642e-25,0.549929101402836,0.366,0.237,4.06517320198025e-21,"heterozygous","Gm28175","UP"
1.17821757990665e-24,0.20232588435606,0.953,0.956,3.80375763497061e-20,"heterozygous","Nrxn1","UP"
2.14382688194951e-24,-0.344073692225077,0.756,0.838,6.9211307056858e-20,"heterozygous","Lncpint","DOWN"
1.1371263116001e-23,-0.350695815902351,0.155,0.285,3.67109858436975e-19,"heterozygous","Scrg1","DOWN"
1.25225635417775e-23,-0.492049601095764,0.257,0.391,4.04278441382746e-19,"heterozygous","Galnt18","DOWN"
1.34341467031159e-23,0.346466287246833,0.878,0.83,4.33707992163394e-19,"heterozygous","Arhgap5","UP"
1.75318159652135e-23,-0.298542281358165,0.841,0.914,5.65997146620954e-19,"heterozygous","Ptprd","DOWN"
3.67923409105211e-23,0.402851563620612,0.853,0.801,1.18780393395526e-18,"heterozygous","Gm35188","UP"
1.36174870878158e-22,0.666569620384177,0.426,0.309,4.39626953143047e-18,"heterozygous","Pde10a","UP"
2.68554212021703e-22,0.284993497292112,0.907,0.892,8.67000418090866e-18,"heterozygous","Gm3764","UP"
3.21989327889323e-22,0.347982771401666,0.853,0.805,1.03951034615789e-17,"heterozygous","Sash1","UP"
1.34036538824756e-21,-0.361802120326837,0.665,0.772,4.32723561941843e-17,"heterozygous","Plekhg1","DOWN"
1.68957641700764e-21,0.314330241551223,0.894,0.878,5.45462850466748e-17,"heterozygous","Ptprt","UP"
1.73385406397768e-21,-0.309127122346901,0.85,0.878,5.59757446014553e-17,"heterozygous","Ntrk2","DOWN"
2.8641312224042e-21,-0.472164937024133,0.582,0.721,9.2465612384097e-17,"heterozygous","Kcnip4","DOWN"
4.52531597809123e-21,-0.393976019983136,0.423,0.553,1.46095301036697e-16,"heterozygous","Pik3c2a","DOWN"
5.59771283479729e-21,0.445160603224231,0.664,0.583,1.80716561158596e-16,"heterozygous","Rasa2","UP"
5.92062442124557e-21,0.460487608043327,0.564,0.473,1.91141438815492e-16,"heterozygous","Prex1","UP"
6.35937589939863e-21,-0.398641893125213,0.248,0.371,2.05306091536185e-16,"heterozygous","Slc10a7","DOWN"
6.9271051174459e-21,-0.477382639110473,0.473,0.591,2.23634661611624e-16,"heterozygous","Ccdc85a","DOWN"
8.40877202336536e-21,-0.340907657449538,0.497,0.631,2.71468796002327e-16,"heterozygous","Acap2","DOWN"
9.34449469598729e-21,0.449800933505645,0.476,0.366,3.01677666765254e-16,"heterozygous","Akt2","UP"
2.19893781229261e-20,0.317649103885594,0.817,0.778,7.09905083320548e-16,"heterozygous","Sgip1","UP"
