standard_1,standard_2,standard_3,standard_4,standard_5,standard_6,kidney_rep1,kidney_rep2,cortex_rep1,cortex_rep2,blank_1,blank_2
0.1482,0.1961,0.2601,0.4791,0.9562,1.6406,0.6031,0.497,0.5712,0.5278,0.0503,0.0517
